ncessch,state,lat,lon,cbsa,school_year,cbsatype,cnty,nmcnty,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered,tot_enrollment_sch,teacher_fte,prop_frl_sch,re_amind_sch,re_asian_sch,re_black_sch,re_hisp_sch,re_missing_sch,re_multi_sch,re_nathi_sch,re_white_sch,prop_gen_female_sch,prop_gen_miss_sch
410386001049,OR,44.923024,-123.301006,41420,2014-2015,1,41053,Polk County,41,OREGON,LaCreole Middle School,Dallas SD 2,00000000002190,4103860,00000000000000000994,Open,Regular School,No,No,N,662,32.32,0.4229607250755287,0.03474320241691843,0.01661631419939577,0.01812688821752266,0.08459214501510574,0,0.021148036253776436,0.0075528700906344415,0.8172205438066465,0.4516616314199396,NA
410386001049,OR,44.923024,-123.301006,41420,2015-2016,1,41053,Polk County,41,OREGON,LaCreole Middle School,Dallas SD 2,00000000002190,4103860,00000000002190-00000000000000000994,Open,Regular School,No,No,No,640,33.39,0.41875,0.03125,0.0125,0.0125,0.0796875,0,0.03125,0.0078125,0.825,0.4625,NA
410386001049,OR,44.923024000000005,-123.301006,41420,2016-2017,1,41053,Polk County,41,OREGON,LaCreole Middle School,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000000994,Open,Regular School,No,No,No,655,33.68,0.5053435114503817,0.030534351145038167,0.012213740458015267,0.01984732824427481,0.08244274809160305,0,0.0366412213740458,0.004580152671755725,0.8137404580152672,0.48091603053435117,0
410386001049,OR,44.923024000000005,-123.301006,41420,2017-2018,1,41053,Polk County,41,OREGON,LaCreole Middle School,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000000994,Open,Regular School,No,No,No,648,34.75,0.48302469135802467,0.024691358024691357,0.007716049382716049,0.006172839506172839,0.11728395061728394,0,0.05092592592592592,0.004629629629629629,0.7885802469135802,0.4799382716049383,0
410386001050,OR,44.916646,-123.30368600000001,41420,2016-2017,1,41053,Polk County,41,OREGON,Dallas High School,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000000995,Open,Regular School,No,No,No,933,44.96,0.3762057877813505,0.04394426580921758,0.02465166130760986,0.006430868167202572,0.0782422293676313,0,0.030010718113612004,0.004287245444801715,0.812433011789925,0.46195069667738475,0
410386001050,OR,44.916646,-123.30368600000001,41420,2017-2018,1,41053,Polk County,41,OREGON,Dallas High School,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000000995,Open,Regular School,No,No,No,897,44.45,0.3690078037904125,0.03567447045707915,0.020066889632107024,0.014492753623188406,0.08807134894091416,0,0.033444816053511704,0.004459308807134894,0.8037904124860646,0.44481605351170567,0
410386001050,OR,44.916646,-123.303686,41420,2014-2015,1,41053,Polk County,41,OREGON,Dallas High School,Dallas SD 2,00000000002190,4103860,00000000000000000995,Open,Regular School,No,No,N,1089,40.16,0.2892561983471074,0.03673094582185491,0.02295684113865932,0.006427915518824609,0.06611570247933884,0,0.018365472910927456,0.004591368227731864,0.8448117539026629,0.5050505050505051,NA
410386001050,OR,44.916646,-123.303686,41420,2015-2016,1,41053,Polk County,41,OREGON,Dallas High School,Dallas SD 2,00000000002190,4103860,00000000002190-00000000000000000995,Open,Regular School,No,No,No,1058,47.5,0.29206049149338376,0.04253308128544423,0.02551984877126654,0.005671077504725898,0.07844990548204159,0,0.022684310018903593,0.002835538752362949,0.8223062381852552,0.4792060491493384,NA
410386001835,OR,44.91563,-123.32718100000001,41420,2016-2017,1,41053,Polk County,41,OREGON,Dallas Community Charter,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000005298,Open,Regular School,No,Yes,No,156,5.00,NA,0.02564102564102564,0.00641025641025641,0,0,0,0.038461538461538464,0.01282051282051282,0.9166666666666666,0.48717948717948717,0
410386001835,OR,44.91563,-123.32718100000001,41420,2017-2018,1,41053,Polk County,41,OREGON,Dallas Community Charter,Dallas SD 2,OR-00000000002190,4103860,OR-00000000002190-00000000000000005298,Open,Regular School,No,Yes,No,191,6.00,NA,0.020942408376963352,0.005235602094240838,0.015706806282722512,0,0,0.05759162303664921,0.010471204188481676,0.8900523560209425,0.5392670157068062,0
410386001835,OR,44.91563,-123.327181,41420,2015-2016,1,41053,Polk County,41,OREGON,Dallas Community Charter,Dallas SD 2,00000000002190,4103860,00000000002190-00000000000000005298,New,Regular School,No,Yes,No,124,4,-0.008064516129032258,0.056451612903225805,0.008064516129032258,0.008064516129032258,0,0,0.008064516129032258,0.016129032258064516,0.9032258064516129,0.46774193548387094,NA
410394001025,OR,45.508606,-122.555159,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Cherry Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000972,Open,Regular School,No,No,N,507,23.50,0.7712031558185405,0.005917159763313609,0.11834319526627218,0.11045364891518737,0.2682445759368836,0,0.07889546351084813,0.0039447731755424065,0.41420118343195267,0.504930966469428,NA
410394001025,OR,45.508606,-122.555159,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Cherry Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000972,Open,Regular School,No,No,Yes,559,28,0.7656529516994633,0.0017889087656529517,0.11985688729874776,0.12880143112701253,0.2522361359570662,0,0.09302325581395349,0.008944543828264758,0.3953488372093023,0.47942754919499103,NA
410394001025,OR,45.508856,-122.55576500000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Cherry Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000972,Open,Regular School,No,No,Yes,523,28.14,0.8221797323135756,0,0,0,0,0,0,0,0,NA,NA
410394001025,OR,45.508856,-122.55576500000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Cherry Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000972,Open,Regular School,No,No,Yes,478,25.94,0.8221757322175732,0,0,0,0,0,0,0,0,NA,NA
410394001027,OR,45.516416,-122.551962,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Floyd Light Middle School,David Douglas SD 40,00000000002187,4103940,00000000000000000981,Open,Regular School,No,No,N,790,41.46,0.7784810126582279,0.0037974683544303796,0.10759493670886076,0.10126582278481013,0.30886075949367087,0,0.06962025316455696,0.002531645569620253,0.40632911392405063,0.5025316455696203,NA
410394001027,OR,45.516416,-122.551962,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Floyd Light Middle School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000981,Open,Regular School,No,No,No,837,41.56,0.7765830346475507,0.0023894862604540022,0.10991636798088411,0.10752688172043011,0.3118279569892473,0,0.07048984468339307,0.005973715651135006,0.3918757467144564,0.5125448028673835,NA
410394001027,OR,45.517595,-122.55195400000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Floyd Light Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000981,Open,Regular School,No,No,No,824,41.75,0.7512135922330098,0.0048543689320388345,0.10679611650485436,0.11407766990291263,0.29004854368932037,0,0.061893203883495146,0.01699029126213592,0.4053398058252427,0.5012135922330098,0
410394001027,OR,45.517595,-122.55195400000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Floyd Light Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000981,Open,Regular School,No,No,No,849,43.08,0.7632508833922261,0.005889281507656066,0.11189634864546526,0.11071849234393404,0.30977620730270905,0,0.06478209658421673,0.014134275618374558,0.3828032979976443,0.49469964664310956,0
410394001028,OR,45.478816,-122.534333,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Alice Ott Middle School,David Douglas SD 40,00000000002187,4103940,00000000000000000980,Open,Regular School,No,No,N,711,35.98,0.7412095639943741,0.0028129395218002813,0.1589310829817159,0.08016877637130802,0.18424753867791843,0,0.06751054852320675,0.011251758087201125,0.49507735583684953,0.5485232067510548,NA
410394001028,OR,45.478816,-122.534333,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Alice Ott Middle School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000980,Open,Regular School,No,No,No,740,37.1,0.7175675675675676,0.002702702702702703,0.15945945945945947,0.08783783783783784,0.17432432432432432,0,0.0945945945945946,0.014864864864864866,0.46621621621621623,0.55,NA
410394001028,OR,45.479586000000005,-122.53424000000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Alice Ott Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000980,Open,Regular School,No,No,No,717,37.26,0.7154811715481172,0.0041841004184100415,0.16178521617852162,0.09762900976290098,0.18131101813110181,0,0.09483960948396095,0.015341701534170154,0.44490934449093444,0.5313807531380753,0
410394001028,OR,45.479586000000005,-122.53424000000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Alice Ott Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000980,Open,Regular School,No,No,No,711,37.60,0.6694796061884669,0.005625879043600563,0.1631504922644163,0.11392405063291139,0.1940928270042194,0,0.090014064697609,0.029535864978902954,0.40365682137834036,0.4908579465541491,0
410394001029,OR,45.490481,-122.531571,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Gilbert Heights Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000973,Open,Regular School,No,No,N,611,27.89,0.79050736497545,0.01309328968903437,0.15875613747954173,0.09819967266775777,0.22749590834697217,0,0.07692307692307693,0.01800327332242226,0.4075286415711948,0.486088379705401,NA
410394001029,OR,45.490481,-122.531571,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Gilbert Heights Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000973,Open,Regular School,No,No,No,602,27.69,0.7624584717607974,0.009966777408637873,0.17275747508305647,0.09634551495016612,0.22259136212624583,0,0.06976744186046512,0.02159468438538206,0.4069767441860465,0.49169435215946844,NA
410394001029,OR,45.490611,-122.53147100000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Gilbert Heights Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000973,Open,Regular School,No,No,No,616,27.00,0.762987012987013,0.016233766233766232,0.19805194805194806,0.10714285714285714,0.22564935064935066,0,0.05844155844155844,0.02922077922077922,0.3652597402597403,0.4935064935064935,0
410394001029,OR,45.490611,-122.53147100000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Gilbert Heights Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000973,Open,Regular School,No,No,No,609,26.95,0.7668308702791461,0.009852216748768473,0.1921182266009852,0.13136288998357964,0.22824302134646962,0,0.05582922824302135,0.03776683087027915,0.3448275862068966,0.5188834154351396,0
410394001030,OR,45.479086,-122.528278,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Gilbert Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000974,Open,Regular School,No,No,N,672,29.14,0.7142857142857143,0.005952380952380952,0.08630952380952381,0.09970238095238096,0.15178571428571427,0,0.07738095238095238,0.01636904761904762,0.5625,0.49255952380952384,NA
410394001030,OR,45.479086,-122.528278,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Gilbert Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000974,Open,Regular School,No,No,No,643,29.31,0.6998444790046656,0.003110419906687403,0.08553654743390357,0.1104199066874028,0.16018662519440124,0,0.07776049766718507,0.01088646967340591,0.552099533437014,0.4821150855365474,NA
410394001030,OR,45.479111,-122.52872,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Gilbert Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000974,Open,Regular School,No,No,No,622,26.49,0.6993569131832797,0.001607717041800643,0.09003215434083602,0.10771704180064309,0.17041800643086816,0,0.0819935691318328,0.00964630225080386,0.5385852090032154,0.48392282958199356,0
410394001030,OR,45.479111,-122.52872,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Gilbert Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000974,Open,Regular School,No,No,No,599,27.79,0.7061769616026711,0.01001669449081803,0.09181969949916527,0.14524207011686144,0.16193656093489148,0,0.0651085141903172,0.01335559265442404,0.5125208681135225,0.5108514190317195,0
410394001031,OR,45.508067,-122.52606,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Lincoln Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000975,Open,Regular School,No,No,N,653,26.30,0.888208269525268,0.0015313935681470138,0.1776416539050536,0.06891271056661562,0.30781010719754975,0,0.07656967840735068,0.027565084226646247,0.33996937212863704,0.48545176110260335,NA
410394001031,OR,45.508067,-122.52606,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Lincoln Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000975,Open,Regular School,No,No,No,632,26.58,0.8876582278481012,0.006329113924050633,0.19462025316455697,0.06962025316455696,0.3069620253164557,0,0.06962025316455696,0.028481012658227847,0.32436708860759494,0.48575949367088606,NA
410394001031,OR,45.508352,-122.52583100000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Lincoln Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000975,Open,Regular School,No,No,No,644,28.59,0.8369565217391305,0.003105590062111801,0.17857142857142858,0.07763975155279502,0.3059006211180124,0,0.052795031055900624,0.031055900621118012,0.35093167701863354,0.4549689440993789,0
410394001031,OR,45.508352,-122.52583100000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Lincoln Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000975,Open,Regular School,No,No,No,614,28.21,0.7882736156351792,0.003257328990228013,0.13843648208469056,0.09446254071661238,0.30293159609120524,0,0.04560260586319218,0.021172638436482084,0.3941368078175896,0.4723127035830619,0
410394001032,OR,45.524441,-122.530567,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Menlo Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000976,Open,Regular School,No,No,N,587,24.26,0.7819420783645656,0.0068143100511073255,0.09880749574105621,0.10562180579216354,0.2606473594548552,0,0.07495741056218058,0.013628620102214651,0.4395229982964225,0.47189097103918226,NA
410394001032,OR,45.524441,-122.530567,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Menlo Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000976,Open,Regular School,No,No,No,548,26.93,0.7664233576642335,0.014598540145985401,0.0948905109489051,0.11131386861313869,0.27007299270072993,0,0.08576642335766424,0.01824817518248175,0.4051094890510949,0.4981751824817518,NA
410394001032,OR,45.525545,-122.530275,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Menlo Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000976,Open,Regular School,No,No,No,505,26.50,0.7782178217821782,0.011881188118811881,0.12673267326732673,0.100990099009901,0.27524752475247527,0,0.09108910891089109,0.019801980198019802,0.37425742574257426,0.5168316831683168,0
410394001032,OR,45.525545,-122.530275,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Menlo Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000976,Open,Regular School,No,No,No,469,24.46,0.767590618336887,0.008528784648187633,0.11087420042643924,0.1279317697228145,0.26439232409381663,0,0.1044776119402985,0.01279317697228145,0.37100213219616207,0.509594882729211,0
410394001033,OR,45.509479,-122.541408,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Mill Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000977,Open,Regular School,No,No,N,591,24.76,0.8781725888324873,0.00676818950930626,0.15397631133671744,0.1658206429780034,0.2707275803722504,0,0.03722504230118443,0.01015228426395939,0.3553299492385787,0.494077834179357,NA
410394001033,OR,45.509479,-122.541408,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Mill Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000977,Open,Regular School,No,No,No,544,24.16,0.8786764705882353,0.009191176470588236,0.1801470588235294,0.15992647058823528,0.25735294117647056,0,0.02389705882352941,0.01838235294117647,0.35110294117647056,0.48161764705882354,NA
410394001033,OR,45.509938,-122.54113000000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Mill Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000977,Open,Regular School,No,No,Yes,519,27.44,0.9171483622350675,0,0,0,0,0,0,0,0,NA,NA
410394001033,OR,45.509938,-122.54113000000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Mill Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000977,Open,Regular School,No,No,Yes,522,26.33,0.7701149425287356,0,0,0,0,0,0,0,0,NA,NA
410394001035,OR,45.521171,-122.543846,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Ventura Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000978,Open,Regular School,No,No,N,525,24.92,0.8228571428571428,0.009523809523809525,0.08571428571428572,0.11428571428571428,0.30666666666666664,0,0.05904761904761905,0.024761904761904763,0.4,0.4704761904761905,NA
410394001035,OR,45.521171,-122.543846,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Ventura Park Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000978,Open,Regular School,No,No,No,480,23.91,0.7729166666666667,0.008333333333333333,0.0875,0.12291666666666666,0.30416666666666664,0,0.06458333333333334,0.025,0.3875,0.475,NA
410394001035,OR,45.521381000000005,-122.543896,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Ventura Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000978,Open,Regular School,No,No,No,456,24.89,0.7478070175438597,0,0.08114035087719298,0.08552631578947369,0.31798245614035087,0,0.07675438596491228,0.03070175438596491,0.40789473684210525,0.5109649122807017,0
410394001035,OR,45.521381000000005,-122.543896,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Ventura Park Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000978,Open,Regular School,No,No,No,431,25.00,0.703016241299304,0.004640371229698376,0.0951276102088167,0.10208816705336426,0.308584686774942,0,0.07424593967517401,0.03248259860788863,0.382830626450116,0.5127610208816705,0
410394001036,OR,45.501378,-122.543548,38900,2016-2017,1,41051,Multnomah County,41,OREGON,West Powellhurst Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000979,Open,Regular School,No,No,No,440,21.28,0.8568181818181818,0.00909090909090909,0.16818181818181818,0.1,0.2409090909090909,0,0.056818181818181816,0,0.425,0.49772727272727274,0
410394001036,OR,45.501378,-122.543548,38900,2017-2018,1,41051,Multnomah County,41,OREGON,West Powellhurst Elementary School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000979,Open,Regular School,No,No,No,436,20.90,0.8555045871559633,0.011467889908256881,0.15137614678899083,0.0871559633027523,0.25688073394495414,0,0.07339449541284404,0.0045871559633027525,0.4151376146788991,0.49311926605504586,0
410394001036,OR,45.501788,-122.543791,38900,2014-2015,1,41051,Multnomah County,41,OREGON,West Powellhurst Elementary School,David Douglas SD 40,00000000002187,4103940,00000000000000000979,Open,Regular School,No,No,N,484,20.24,0.8471074380165289,0.010330578512396695,0.14669421487603307,0.09297520661157024,0.24380165289256198,0,0.05785123966942149,0.010330578512396695,0.4380165289256198,0.5020661157024794,NA
410394001036,OR,45.501788,-122.543791,38900,2015-2016,1,41051,Multnomah County,41,OREGON,West Powellhurst Elementary School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000979,Open,Regular School,No,No,No,483,21,0.8467908902691511,0.012422360248447204,0.14906832298136646,0.09523809523809523,0.2525879917184265,0,0.06832298136645963,0.004140786749482402,0.41821946169772256,0.4989648033126294,NA
410394001037,OR,45.515666,-122.52640400000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,David Douglas High School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000983,Open,Regular School,No,No,No,3176,154.01,0.6948992443324937,0.005982367758186398,0.1857682619647355,0.10453400503778337,0.2484256926952141,0,0.058249370277078084,0.012909319899244332,0.38413098236775817,0.48740554156171284,0
410394001037,OR,45.515666,-122.52640400000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,David Douglas High School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000000983,Open,Regular School,No,No,No,3141,150.30,0.690862782553327,0.0060490289716650745,0.18974848774275707,0.11493155046163642,0.2527857370264247,0,0.05953517987901942,0.014008277618592805,0.3629417382999045,0.5017510347023241,0
410394001037,OR,45.515666,-122.526404,38900,2014-2015,1,41051,Multnomah County,41,OREGON,David Douglas High School,David Douglas SD 40,00000000002187,4103940,00000000000000000983,Open,Regular School,No,No,N,3227,141.51,0.7291602107220329,0.0077471335605825845,0.17849395723582276,0.09606445615122405,0.24047102572048343,0,0.05701890300588782,0.011775643012085528,0.40842888131391386,0.4685466377440347,NA
410394001037,OR,45.515666,-122.526404,38900,2015-2016,1,41051,Multnomah County,41,OREGON,David Douglas High School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000000983,Open,Regular School,No,No,No,3179,144.95,0.7219251336898396,0.0053475935828877,0.1796162315193457,0.10191884240327147,0.24064171122994651,0,0.061340044039005975,0.01100975149418056,0.4001258257313621,0.48285624410191885,NA
410394001676,OR,45.494046,-122.549033,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Ron Russell Middle School,David Douglas SD 40,00000000002187,4103940,00000000000000004232,Open,Regular School,No,No,N,888,43.84,0.8569819819819819,0.010135135135135136,0.16328828828828829,0.13513513513513514,0.26238738738738737,0,0.04954954954954955,0.010135135135135136,0.36936936936936937,0.4752252252252252,NA
410394001676,OR,45.494046,-122.549033,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Ron Russell Middle School,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000004232,Open,Regular School,No,No,No,871,45.14,0.8450057405281286,0.01722158438576349,0.1618828932261768,0.1377726750861079,0.2663605051664753,0,0.0505166475315729,0.014925373134328358,0.3513203214695752,0.4856486796785304,NA
410394001676,OR,45.494046000000004,-122.54903300000001,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Ron Russell Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000004232,Open,Regular School,No,No,No,850,47.09,0.7988235294117647,0.010588235294117647,0.16588235294117648,0.13176470588235295,0.26235294117647057,0,0.04823529411764706,0.009411764705882352,0.37176470588235294,0.47294117647058825,0
410394001676,OR,45.494046000000004,-122.54903300000001,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Ron Russell Middle School,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000004232,Open,Regular School,No,No,No,862,46.82,0.8317865429234339,0.016241299303944315,0.16705336426914152,0.13225058004640372,0.2668213457076566,0,0.04988399071925754,0.016241299303944315,0.351508120649652,0.4918793503480278,0
410394004180,OR,45.494425,-122.551792,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Earl Boyles Elementary,David Douglas SD 40,00000000002187,4103940,00000000000000003525,Open,Regular School,No,No,Y,441,23.23,0.8095238095238095,0.009070294784580499,0.1383219954648526,0.07256235827664399,0.3219954648526077,0,0.05895691609977324,0.006802721088435374,0.3922902494331066,0.4875283446712018,NA
410394004180,OR,45.494425,-122.551792,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Earl Boyles Elementary,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000003525,Open,Regular School,No,No,Yes,433,24.32,0.8383371824480369,0.011547344110854504,0.12009237875288684,0.06697459584295612,0.3210161662817552,0,0.06466512702078522,0.016166281755196306,0.3995381062355658,0.48036951501154734,NA
410394004180,OR,45.494425,-122.551792,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Earl Boyles Elementary,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000003525,Open,Regular School,No,No,Yes,480,24.37,0.9458333333333333,0,0,0,0,0,0,0,0,NA,NA
410394004180,OR,45.494425,-122.551792,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Earl Boyles Elementary,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000003525,Open,Regular School,No,No,Yes,452,24.72,0.918141592920354,0,0,0,0,0,0,0,0,NA,NA
410394004181,OR,45.504419,-122.522191,38900,2014-2015,1,41051,Multnomah County,41,OREGON,Arthur Academy,David Douglas SD 40,00000000002187,4103940,00000000000000003580,Open,Regular School,No,Yes,N,156,8.05,0.391025641025641,0,0.07692307692307693,0.019230769230769232,0.07692307692307693,0,0.09615384615384616,0.019230769230769232,0.7115384615384616,0.5128205128205128,NA
410394004181,OR,45.504419,-122.522191,38900,2015-2016,1,41051,Multnomah County,41,OREGON,Arthur Academy,David Douglas SD 40,00000000002187,4103940,00000000002187-00000000000000003580,Open,Regular School,No,Yes,No,158,8.05,0.44936708860759494,0,0.11392405063291139,0.03164556962025317,0.08227848101265822,0,0.10759493670886076,0.02531645569620253,0.6392405063291139,0.5253164556962026,NA
410394004181,OR,45.504419,-122.522191,38900,2016-2017,1,41051,Multnomah County,41,OREGON,Arthur Academy,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000003580,Open,Regular School,No,Yes,No,156,9.05,0.4423076923076923,0.00641025641025641,0.12179487179487179,0.05128205128205128,0.10256410256410256,0,0.10897435897435898,0.019230769230769232,0.5897435897435898,0.5192307692307693,0
410394004181,OR,45.504419,-122.522191,38900,2017-2018,1,41051,Multnomah County,41,OREGON,Arthur Academy,David Douglas SD 40,OR-00000000002187,4103940,OR-00000000002187-00000000000000003580,Open,Regular School,No,Yes,No,164,7.50,0.38414634146341464,0.006097560975609756,0.1524390243902439,0.06097560975609756,0.1524390243902439,0,0.09146341463414634,0.012195121951219513,0.524390243902439,0.5304878048780488,0
410396000307,OR,42.928967,-122.956596,40700,2014-2015,2,41019,Douglas County,41,OREGON,Tiller Elementary School,Douglas County SD 15,00000000001993,4103960,00000000000000000287,Open,Regular School,No,No,N,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA
410396000307,OR,42.928967,-122.956596,40700,2015-2016,2,41019,Douglas County,41,OREGON,Tiller Elementary School,Douglas County SD 15,00000000001993,4103960,00000000001993-00000000000000000287,Closed,Regular School,No,No,No,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA
410396000308,OR,42.969970000000004,-123.16616,40700,2014-2015,2,41019,Douglas County,41,OREGON,Days Creek Charter School,Douglas County SD 15,00000000001993,4103960,00000000000000003348,Open,Regular School,No,Yes,N,165,13.57,0.6303030303030303,0.03636363636363636,0.01818181818181818,0,0.12121212121212122,0,0.06666666666666667,0,0.7575757575757576,0.4484848484848485,NA
410396000308,OR,42.969970000000004,-123.16616,40700,2015-2016,2,41019,Douglas County,41,OREGON,Days Creek Charter School,Douglas County SD 15,00000000001993,4103960,00000000001993-00000000000000003348,Open,Regular School,No,Yes,No,197,12.6,0.6446700507614214,0.06091370558375635,0.015228426395939087,0.005076142131979695,0.1065989847715736,0,0.06091370558375635,0,0.751269035532995,0.41624365482233505,NA
410396000308,OR,42.969970000000004,-123.16616,40700,2016-2017,2,41019,Douglas County,41,OREGON,Days Creek Charter School,Douglas County SD 15,OR-00000000001993,4103960,OR-00000000001993-00000000000000003348,Open,Regular School,No,Yes,No,214,12.97,0.6495327102803738,0.056074766355140186,0.014018691588785047,0,0.08411214953271028,0,0.09813084112149532,0,0.7476635514018691,0.4205607476635514,0
