ncessch,state,lat,lon,cbsa,school_year,cbsatype,cnty,nmcnty,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered,tot_enrollment_sch,teacher_fte,prop_frl_sch,re_amind_sch,re_asian_sch,re_black_sch,re_hisp_sch,re_missing_sch,re_multi_sch,re_nathi_sch,re_white_sch,prop_gen_female_sch,prop_gen_miss_sch
410674000456,OR,44.630053000000004,-121.122855,N,2017-2018,0,41031,Jefferson County,41,OREGON,Madras High School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000000434,Open,Regular School,No,No,No,678,35.99,0.7050147492625368,0.3185840707964602,0.007374631268436578,0.008849557522123894,0.35988200589970504,0,0.008849557522123894,0.0029498525073746312,0.2935103244837758,0.5162241887905604,0
410674000656,OR,44.634208,-121.105642,N,2014-2015,N,41031,Jefferson County,41,OREGON,Jefferson County Middle School,Jefferson County SD 509J,00000000002053,4106740,00000000000000001773,Open,Regular School,No,No,N,440,23.50,0.7840909090909091,0.12727272727272726,0.006818181818181818,0.022727272727272728,0.475,0,0.013636363636363636,0.0022727272727272726,0.3522727272727273,0.509090909090909,NA
410674000656,OR,44.634208,-121.105642,N,2015-2016,N,41031,Jefferson County,41,OREGON,Jefferson County Middle School,Jefferson County SD 509J,00000000002053,4106740,00000000002053-00000000000000001773,Open,Regular School,No,No,No,420,22.57,0.7833333333333333,0.12142857142857143,0.007142857142857143,0.016666666666666666,0.43333333333333335,0,0.007142857142857143,0.009523809523809525,0.40476190476190477,0.4928571428571429,NA
410674000656,OR,44.634208,-121.105642,N,2016-2017,0,41031,Jefferson County,41,OREGON,Jefferson County Middle School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000001773,Open,Regular School,No,No,No,423,23.29,0.7848699763593381,0.10401891252955082,0.0070921985815602835,0.016548463356973995,0.47754137115839246,0,0.009456264775413711,0.002364066193853428,0.3829787234042553,0.49645390070921985,0
410674000656,OR,44.634208,-121.105642,N,2017-2018,0,41031,Jefferson County,41,OREGON,Jefferson County Middle School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000001773,Open,Regular School,No,No,No,453,23.50,0.7836644591611479,0.11479028697571744,0.006622516556291391,0.017660044150110375,0.4900662251655629,0,0.008830022075055188,0.004415011037527594,0.3576158940397351,0.5121412803532008,0
410674001446,OR,44.63022,-121.123,N,2014-2015,N,41031,Jefferson County,41,OREGON,Big Muddy Elementary,Jefferson County SD 509J,00000000002053,4106740,00000000000000003458,Open,Regular School,No,No,N,19,1.40,-0.05263157894736842,0,0,0,0,0,0,0,1,0.5263157894736842,NA
410674001446,OR,44.63022,-121.123,N,2015-2016,N,41031,Jefferson County,41,OREGON,Big Muddy Elementary,Jefferson County SD 509J,00000000002053,4106740,00000000002053-00000000000000003458,Open,Regular School,No,No,No,17,1.5,-0.058823529411764705,0,0,0,0,0,0,0,1,0.47058823529411764,NA
410674001446,OR,44.83375,-120.483941,45520,2016-2017,2,41065,Wasco County,41,OREGON,Big Muddy Elementary,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000003458,Open,Regular School,No,No,No,22,2.00,NA,0,0.09090909090909091,0.045454545454545456,0,0,0.045454545454545456,0,0.8181818181818182,0.5909090909090909,0
410674001446,OR,44.83375,-120.483941,45520,2017-2018,2,41065,Wasco County,41,OREGON,Big Muddy Elementary,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000003458,Open,Regular School,No,No,No,21,2.00,NA,0,0.047619047619047616,0.047619047619047616,0,0,0.047619047619047616,0,0.8571428571428571,0.5714285714285714,0
410674001569,OR,44.628274,-121.121345,N,2014-2015,N,41031,Jefferson County,41,OREGON,Buff Intermediate School,Jefferson County SD 509J,00000000002053,4106740,00000000000000000429,Open,Regular School,No,No,N,358,17.50,0.7458100558659218,0.07541899441340782,0.008379888268156424,0.01675977653631285,0.4888268156424581,0,0.00558659217877095,0.002793296089385475,0.4022346368715084,0.5195530726256983,NA
410674001569,OR,44.628274,-121.121345,N,2015-2016,N,41031,Jefferson County,41,OREGON,Buff Intermediate School,Jefferson County SD 509J,00000000002053,4106740,00000000002053-00000000000000000429,Open,Regular School,No,No,No,371,17,0.7439353099730458,0.09433962264150944,0.01078167115902965,0.013477088948787063,0.4743935309973046,0,0.005390835579514825,0.0026954177897574125,0.39892183288409705,0.49595687331536387,NA
410674001569,OR,44.628274000000005,-121.121345,N,2016-2017,0,41031,Jefferson County,41,OREGON,Buff Intermediate School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000000429,Open,Regular School,No,No,No,330,18.00,0.7454545454545455,0.10303030303030303,0.012121212121212121,0.00909090909090909,0.4636363636363636,0,0.01818181818181818,0,0.3939393939393939,0.4575757575757576,0
410674001569,OR,44.628274000000005,-121.121345,N,2017-2018,0,41031,Jefferson County,41,OREGON,Buff Intermediate School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000000429,Open,Regular School,No,No,No,319,17.00,0.7460815047021944,0.08463949843260188,0.009404388714733543,0.003134796238244514,0.49843260188087773,0,0.018808777429467086,0.003134796238244514,0.3824451410658307,0.46394984326018807,0
410674001852,OR,44.62995,-121.131921,N,2016-2017,0,41031,Jefferson County,41,OREGON,Bridges Career and Technical High School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000005359,New,Alternative School,No,No,No,131,3.44,0.4961832061068702,0.5648854961832062,0,0,0.26717557251908397,0,0.007633587786259542,0,0.16030534351145037,0.5038167938931297,0
410674001852,OR,44.62995,-121.131921,N,2017-2018,0,41031,Jefferson County,41,OREGON,Bridges Career and Technical High School,Jefferson County SD 509J,OR-00000000002053,4106740,OR-00000000002053-00000000000000005359,Open,Alternative School,No,No,No,117,4.40,0.49572649572649574,0.5811965811965812,0,0,0.19658119658119658,0,0,0.008547008547008548,0.21367521367521367,0.48717948717948717,0
410675000158,OR,45.929549,-123.498012,11820,2014-2015,2,41007,Clatsop County,41,OREGON,Jewell School,Jewell SD 8,00000000001934,4106750,00000000000000003352,Open,Regular School,No,No,N,137,15.00,0.6204379562043796,0,0,0,0.10948905109489052,0,0.051094890510948905,0,0.8394160583941606,0.49635036496350365,NA
410675000158,OR,45.929549,-123.498012,11820,2015-2016,2,41007,Clatsop County,41,OREGON,Jewell School,Jewell SD 8,00000000001934,4106750,00000000001934-00000000000000003352,Open,Regular School,No,No,Yes,140,15,0.6357142857142857,0,0,0,0.1,0,0.05,0,0.85,0.4928571428571429,NA
410675000158,OR,45.929549,-123.498012,11820,2016-2017,2,41007,Clatsop County,41,OREGON,Jewell School,Jewell SD 8,OR-00000000001934,4106750,OR-00000000001934-00000000000000003352,Open,Regular School,No,No,Yes,155,15.00,0.4129032258064516,0,0,0,0,0,0,0,0,NA,NA
410675000158,OR,45.929549,-123.498012,11820,2017-2018,2,41007,Clatsop County,41,OREGON,Jewell School,Jewell SD 8,OR-00000000001934,4106750,OR-00000000001934-00000000000000003352,Open,Regular School,No,No,Yes,164,17.00,0.4878048780487805,0,0,0,0,0,0,0,0,NA,NA
410678000347,OR,44.399046,-118.94959,N,2014-2015,N,41023,Grant County,41,OREGON,Humbolt Elementary School,John Day SD 3,00000000002008,4106780,00000000000000000327,Open,Regular School,No,No,N,300,19.04,0.5666666666666667,0.01,0.0033333333333333335,0.016666666666666666,0.043333333333333335,0,0.006666666666666667,0,0.92,0.4666666666666667,NA
410678000347,OR,44.399046,-118.94959,N,2015-2016,N,41023,Grant County,41,OREGON,Humbolt Elementary School,John Day SD 3,00000000002008,4106780,00000000002008-00000000000000000327,Open,Regular School,No,No,No,297,18.97,0.5757575757575758,0.003367003367003367,0.006734006734006734,0.010101010101010102,0.04713804713804714,0,0.020202020202020204,0,0.9124579124579124,0.49158249158249157,NA
410678000347,OR,44.399046,-118.94959,N,2016-2017,0,41023,Grant County,41,OREGON,Humbolt Elementary School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000327,Open,Regular School,No,No,No,305,17.90,0.5442622950819672,0.003278688524590164,0.006557377049180328,0.006557377049180328,0.04918032786885246,0,0.022950819672131147,0,0.9114754098360656,0.4459016393442623,0
410678000347,OR,44.399046,-118.94959,N,2017-2018,0,41023,Grant County,41,OREGON,Humbolt Elementary School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000327,Open,Regular School,No,No,No,312,19.75,0.5416666666666666,0,0,0.00641025641025641,0.08333333333333333,0,0.01282051282051282,0,0.8974358974358975,0.4807692307692308,0
410678000349,OR,44.13667,-118.97194900000001,N,2016-2017,0,41023,Grant County,41,OREGON,Seneca Elementary School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000330,Open,Regular School,No,No,No,29,2.16,0.5517241379310345,0.034482758620689655,0,0,0.034482758620689655,0,0,0,0.9310344827586207,0.4827586206896552,0
410678000349,OR,44.13667,-118.97194900000001,N,2017-2018,0,41023,Grant County,41,OREGON,Seneca Elementary School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000330,Open,Regular School,No,No,No,30,2.21,0.43333333333333335,0.03333333333333333,0,0.06666666666666667,0.03333333333333333,0,0.03333333333333333,0,0.8333333333333334,0.5,0
410678000349,OR,44.13667,-118.971949,N,2014-2015,N,41023,Grant County,41,OREGON,Seneca Elementary School,John Day SD 3,00000000002008,4106780,00000000000000000330,Open,Regular School,No,No,N,25,2.13,0.48,0,0,0,0.04,0,0,0,0.96,0.76,NA
410678000349,OR,44.13667,-118.971949,N,2015-2016,N,41023,Grant County,41,OREGON,Seneca Elementary School,John Day SD 3,00000000002008,4106780,00000000002008-00000000000000000330,Open,Regular School,No,No,No,29,2.08,0.5517241379310345,0.034482758620689655,0,0,0.034482758620689655,0,0,0,0.9310344827586207,0.6206896551724138,NA
410678000350,OR,44.404062,-118.948355,N,2014-2015,N,41023,Grant County,41,OREGON,Grant Union Junior/Senior High School,John Day SD 3,00000000002008,4106780,00000000000000000331,Open,Regular School,No,No,N,267,16.86,0.5093632958801498,0.0149812734082397,0.003745318352059925,0.00749063670411985,0.026217228464419477,0,0.02247191011235955,0,0.9250936329588015,0.5767790262172284,NA
410678000350,OR,44.404062,-118.948355,N,2015-2016,N,41023,Grant County,41,OREGON,Grant Union Junior/Senior High School,John Day SD 3,00000000002008,4106780,00000000002008-00000000000000000331,Open,Regular School,No,No,No,289,17.15,0.4602076124567474,0.01730103806228374,0.006920415224913495,0.010380622837370242,0.031141868512110725,0,0.02422145328719723,0,0.9100346020761245,0.5536332179930796,NA
410678000350,OR,44.404062,-118.948355,N,2016-2017,0,41023,Grant County,41,OREGON,Grant Union Junior/Senior High School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000331,Open,Regular School,No,No,No,275,16.64,0.5018181818181818,0.01818181818181818,0.0036363636363636364,0.01090909090909091,0.025454545454545455,0,0.02909090909090909,0,0.9127272727272727,0.5563636363636364,0
410678000350,OR,44.404062,-118.948355,N,2017-2018,0,41023,Grant County,41,OREGON,Grant Union Junior/Senior High School,John Day SD 3,OR-00000000002008,4106780,OR-00000000002008-00000000000000000331,Open,Regular School,No,No,No,273,17.10,0.47619047619047616,0.018315018315018316,0,0.007326007326007326,0.01098901098901099,0,0.02197802197802198,0.007326007326007326,0.9340659340659341,0.4981684981684982,0
410682000697,OR,42.976147,-117.054391,36620,2014-2015,2,41045,Malheur County,41,OREGON,Jordan Valley Elementary School,Jordan Valley SD 3,00000000002107,4106820,00000000000000000691,Open,Regular School,No,No,N,24,2.00,-0.041666666666666664,0,0,0,0.16666666666666666,0,0,0,0.8333333333333334,0.3333333333333333,NA
410682000697,OR,42.976147,-117.054391,36620,2015-2016,2,41045,Malheur County,41,OREGON,Jordan Valley Elementary School,Jordan Valley SD 3,00000000002107,4106820,00000000002107-00000000000000000691,Open,Regular School,No,No,No,25,2,-0.04,0,0,0,0.2,0,0,0,0.8,0.36,NA
410682000697,OR,42.976147000000005,-117.05439100000001,36620,2016-2017,2,41045,Malheur County,41,OREGON,Jordan Valley Elementary School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000000691,Open,Regular School,No,No,No,21,2.00,NA,0,0,0,0.047619047619047616,0,0,0,0.9523809523809523,0.38095238095238093,0
410682000697,OR,42.976147000000005,-117.05439100000001,36620,2017-2018,2,41045,Malheur County,41,OREGON,Jordan Valley Elementary School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000000691,Open,Regular School,No,No,No,13,2.00,NA,0,0,0,0.07692307692307693,0,0,0,0.9230769230769231,0.38461538461538464,0
410682000760,OR,42.977867,-117.05352500000001,36620,2016-2017,2,41045,Malheur County,41,OREGON,Jordan Valley High School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000000712,Open,Regular School,No,No,No,46,4.00,NA,0,0,0,0.06521739130434782,0,0,0,0.9347826086956522,0.5434782608695652,0
410682000760,OR,42.977867,-117.05352500000001,36620,2017-2018,2,41045,Malheur County,41,OREGON,Jordan Valley High School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000000712,Open,Regular School,No,No,No,42,4.00,NA,0,0,0,0.047619047619047616,0,0,0,0.9523809523809523,0.5714285714285714,0
410682000760,OR,42.977867,-117.053525,36620,2014-2015,2,41045,Malheur County,41,OREGON,Jordan Valley High School,Jordan Valley SD 3,00000000002107,4106820,00000000000000000712,Open,Regular School,No,No,N,51,3.83,-0.0196078431372549,0,0,0,0.11764705882352941,0,0,0,0.8823529411764706,0.45098039215686275,NA
410682000760,OR,42.977867,-117.053525,36620,2015-2016,2,41045,Malheur County,41,OREGON,Jordan Valley High School,Jordan Valley SD 3,00000000002107,4106820,00000000002107-00000000000000000712,Open,Regular School,No,No,No,44,4,-0.022727272727272728,0,0,0,0.06818181818181818,0,0,0,0.9318181818181818,0.5,NA
410682001423,OR,43.31675,-117.108681,36620,2014-2015,2,41045,Malheur County,41,OREGON,Rockville Elementary School,Jordan Valley SD 3,00000000002107,4106820,00000000000000003132,Open,Regular School,No,No,N,6,1.00,-0.16666666666666666,0,0,0,0,0,0,0,1,0.8333333333333334,NA
410682001423,OR,43.31675,-117.108681,36620,2015-2016,2,41045,Malheur County,41,OREGON,Rockville Elementary School,Jordan Valley SD 3,00000000002107,4106820,00000000002107-00000000000000003132,Open,Regular School,No,No,No,8,1,-0.125,0,0,0,0,0,0,0,1,0.75,NA
410682001423,OR,43.31675,-117.108681,36620,2016-2017,2,41045,Malheur County,41,OREGON,Rockville Elementary School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000003132,Open,Regular School,No,No,No,4,1.00,NA,0,0,0,0,0,0,0,1,0.5,0
410682001423,OR,43.31675,-117.108681,36620,2017-2018,2,41045,Malheur County,41,OREGON,Rockville Elementary School,Jordan Valley SD 3,OR-00000000002107,4106820,OR-00000000002107-00000000000000003132,Open,Regular School,No,No,No,4,1.00,NA,0,0,0,0,0,0,0,1,0.5,0
410687001142,OR,45.559399,-116.83516,N,2014-2015,N,41063,Wallowa County,41,OREGON,Imnaha Elementary School,Joseph SD 6,00000000002219,4106870,00000000000000001084,Open,Regular School,No,No,N,3,1.00,-0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0.6666666666666666,0.6666666666666666,NA
410687001142,OR,45.559399,-116.83516,N,2015-2016,N,41063,Wallowa County,41,OREGON,Imnaha Elementary School,Joseph SD 6,00000000002219,4106870,00000000002219-00000000000000001084,Open,Regular School,No,No,No,2,1,-0.5,0,0,0,0.5,0,0,0,0.5,NA,NA
410687001142,OR,45.559399,-116.83516,N,2016-2017,0,41063,Wallowa County,41,OREGON,Imnaha Elementary School,Joseph SD 6,OR-00000000002219,4106870,OR-00000000002219-00000000000000001084,Open,Regular School,No,No,No,3,1.00,NA,0,0,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0
410687001142,OR,45.559399,-116.83516,N,2017-2018,0,41063,Wallowa County,41,OREGON,Imnaha Elementary School,Joseph SD 6,OR-00000000002219,4106870,OR-00000000002219-00000000000000001084,Open,Regular School,No,No,No,7,1.00,NA,0,0,0,0.42857142857142855,0,0,0,0.5714285714285714,0.5714285714285714,0
410687001145,OR,45.35244,-117.225681,N,2014-2015,N,41063,Wallowa County,41,OREGON,Joseph Charter School,Joseph SD 6,00000000002219,4106870,00000000000000001087,Open,Regular School,No,Yes,N,226,20.02,0.13274336283185842,0.004424778761061947,0,0.004424778761061947,0.061946902654867256,0,0.06637168141592921,0,0.8628318584070797,0.4778761061946903,NA
410687001145,OR,45.352658,-117.22287700000001,N,2016-2017,0,41063,Wallowa County,41,OREGON,Joseph Charter School,Joseph SD 6,OR-00000000002219,4106870,OR-00000000002219-00000000000000001087,Open,Regular School,No,Yes,No,246,17.95,0.4186991869918699,0,0.008130081300813009,0,0.04065040650406504,0,0.08130081300813008,0,0.8699186991869918,0.4796747967479675,0
410687001145,OR,45.352658,-117.22287700000001,N,2017-2018,0,41063,Wallowa County,41,OREGON,Joseph Charter School,Joseph SD 6,OR-00000000002219,4106870,OR-00000000002219-00000000000000001087,Open,Regular School,No,Yes,No,230,19.07,0.47391304347826085,0,0,0,0.0391304347826087,0,0.07391304347826087,0,0.8869565217391304,0.4652173913043478,0
410687001145,OR,45.352658,-117.222877,N,2015-2016,N,41063,Wallowa County,41,OREGON,Joseph Charter School,Joseph SD 6,00000000002219,4106870,00000000002219-00000000000000001087,Open,Regular School,No,Yes,No,240,17.75,0.5958333333333333,0,0.004166666666666667,0.004166666666666667,0.05416666666666667,0,0.08333333333333333,0,0.8541666666666666,0.49166666666666664,NA
410690000422,OR,42.254433,-123.152606,32780,2014-2015,1,41029,Jackson County,41,OREGON,Applegate Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000402,Open,Regular School,No,No,N,106,5.50,0.41509433962264153,0.02830188679245283,0.009433962264150943,0,0.0660377358490566,0,0.018867924528301886,0,0.8773584905660378,0.44339622641509435,NA
410690000422,OR,42.254433,-123.152606,32780,2015-2016,1,41029,Jackson County,41,OREGON,Applegate Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000402,Open,Regular School,No,No,No,102,5.5,0.47058823529411764,0.029411764705882353,0,0.00980392156862745,0.11764705882352941,0,0.0196078431372549,0,0.8235294117647058,0.45098039215686275,NA
410690000422,OR,42.254433,-123.152606,32780,2016-2017,1,41029,Jackson County,41,OREGON,Applegate Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000402,Open,Regular School,No,No,No,102,5.50,0.5490196078431373,0.0196078431372549,0,0,0.09803921568627451,0,0.049019607843137254,0,0.8333333333333334,0.45098039215686275,0
410690000422,OR,42.254433,-123.152606,32780,2017-2018,1,41029,Jackson County,41,OREGON,Applegate Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000402,Open,Regular School,No,No,No,96,5.19,0.5208333333333334,0.020833333333333332,0,0,0.11458333333333333,0,0.052083333333333336,0,0.8125,0.4166666666666667,0
410690000465,OR,42.170034,-123.652291,24420,2014-2015,1,41033,Josephine County,41,OREGON,Evergreen Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000443,Open,Regular School,No,No,N,446,16.00,0.8452914798206278,0.020179372197309416,0,0.008968609865470852,0.09192825112107623,0,0.03811659192825112,0,0.8408071748878924,0.5022421524663677,NA
410690000465,OR,42.170034,-123.652291,24420,2015-2016,1,41033,Josephine County,41,OREGON,Evergreen Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000443,Open,Regular School,No,No,No,374,17,0.8449197860962567,0.016042780748663103,0.00267379679144385,0.0053475935828877,0.10962566844919786,0,0.0374331550802139,0,0.8288770053475936,0.4946524064171123,NA
410690000465,OR,42.170034,-123.652291,24420,2016-2017,1,41033,Josephine County,41,OREGON,Evergreen Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000443,Open,Regular School,No,No,No,387,17.00,0.8449612403100775,0.012919896640826873,0.002583979328165375,0.002583979328165375,0.1111111111111111,0,0.046511627906976744,0.002583979328165375,0.8217054263565892,0.5142118863049095,0
410690000465,OR,42.170034,-123.652291,24420,2017-2018,1,41033,Josephine County,41,OREGON,Evergreen Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000443,Open,Regular School,No,No,No,393,17.00,0.8447837150127226,0.020356234096692113,0,0.01272264631043257,0.11959287531806616,0,0.061068702290076333,0.005089058524173028,0.7811704834605598,0.5012722646310432,0
410690000466,OR,42.506928,-123.373911,24420,2014-2015,1,41033,Josephine County,41,OREGON,Fleming Middle School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000444,Open,Regular School,No,No,N,382,14.00,0.5837696335078534,0.02356020942408377,0,0.002617801047120419,0.07068062827225131,0,0.06806282722513089,0,0.8350785340314136,0.5,NA
410690000466,OR,42.506928,-123.373911,24420,2015-2016,1,41033,Josephine County,41,OREGON,Fleming Middle School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000444,Open,Regular School,No,No,No,395,15,0.640506329113924,0.02531645569620253,0.002531645569620253,0,0.060759493670886074,0,0.060759493670886074,0,0.850632911392405,0.46582278481012657,NA
410690000466,OR,42.506928,-123.373911,24420,2016-2017,1,41033,Josephine County,41,OREGON,Fleming Middle School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000444,Open,Regular School,No,No,No,393,15.00,0.6106870229007634,0.03307888040712468,0.002544529262086514,0.002544529262086514,0.058524173027989825,0,0.0737913486005089,0.002544529262086514,0.8269720101781171,0.4758269720101781,0
410690000466,OR,42.506928,-123.373911,24420,2017-2018,1,41033,Josephine County,41,OREGON,Fleming Middle School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000444,Open,Regular School,No,No,No,422,16.00,0.5071090047393365,0.014218009478672985,0.002369668246445498,0.002369668246445498,0.061611374407582936,0,0.07819905213270142,0.002369668246445498,0.8388625592417062,0.45260663507109006,0
410690000467,OR,42.420732,-123.31148700000001,24420,2016-2017,1,41033,Josephine County,41,OREGON,Fruitdale Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000445,Open,Regular School,No,No,No,374,16.00,0.7005347593582888,0.0053475935828877,0.008021390374331552,0.00267379679144385,0.12566844919786097,0,0.053475935828877004,0,0.8048128342245989,0.49732620320855614,0
410690000467,OR,42.420732,-123.31148700000001,24420,2017-2018,1,41033,Josephine County,41,OREGON,Fruitdale Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000445,Open,Regular School,No,No,No,368,17.86,0.6983695652173914,0.01358695652173913,0.002717391304347826,0.002717391304347826,0.14130434782608695,0,0.06793478260869565,0.002717391304347826,0.7690217391304348,0.5190217391304348,0
410690000467,OR,42.420732,-123.311487,24420,2014-2015,1,41033,Josephine County,41,OREGON,Fruitdale Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000445,Open,Regular School,No,No,N,371,14.65,0.6981132075471698,0.008086253369272238,0.0026954177897574125,0,0.1293800539083558,0,0.05121293800539083,0.0026954177897574125,0.8059299191374663,0.49865229110512127,NA
410690000467,OR,42.420732,-123.311487,24420,2015-2016,1,41033,Josephine County,41,OREGON,Fruitdale Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000445,Open,Regular School,No,No,No,336,17,0.6994047619047619,0.002976190476190476,0.002976190476190476,0,0.13690476190476192,0,0.03869047619047619,0,0.8184523809523809,0.5208333333333334,NA
410690000468,OR,42.447369,-123.414544,24420,2014-2015,1,41033,Josephine County,41,OREGON,Ft Vannoy Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000446,Open,Regular School,No,No,N,254,11.00,0.562992125984252,0.003937007874015748,0,0,0.1141732283464567,0,0.06692913385826772,0.007874015748031496,0.8070866141732284,0.3937007874015748,NA
410690000468,OR,42.447369,-123.414544,24420,2015-2016,1,41033,Josephine County,41,OREGON,Ft Vannoy Elementary School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000446,Open,Regular School,No,No,No,266,12,0.5601503759398496,0.022556390977443608,0.0037593984962406013,0,0.09022556390977443,0,0.06015037593984962,0,0.8233082706766918,0.4398496240601504,NA
410690000468,OR,42.447369,-123.414544,24420,2016-2017,1,41033,Josephine County,41,OREGON,Ft Vannoy Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000446,Open,Regular School,No,No,No,281,11.00,0.5658362989323843,0.03202846975088968,0.0035587188612099642,0.0035587188612099642,0.10320284697508897,0,0.07829181494661921,0,0.7793594306049823,0.4483985765124555,0
410690000468,OR,42.447369,-123.414544,24420,2017-2018,1,41033,Josephine County,41,OREGON,Ft Vannoy Elementary School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000446,Open,Regular School,No,No,No,266,12.00,0.5601503759398496,0.03007518796992481,0,0,0.12781954887218044,0,0.07518796992481203,0,0.7669172932330827,0.5075187969924813,0
410690000470,OR,42.34839,-123.33476200000001,24420,2016-2017,1,41033,Josephine County,41,OREGON,Lincoln Savage Middle School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000448,Open,Regular School,No,No,No,363,15.33,0.6418732782369146,0.024793388429752067,0.008264462809917356,0.0027548209366391185,0.11294765840220386,0,0.05509641873278237,0.008264462809917356,0.7878787878787878,0.48760330578512395,0
410690000470,OR,42.34839,-123.33476200000001,24420,2017-2018,1,41033,Josephine County,41,OREGON,Lincoln Savage Middle School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000448,Open,Regular School,No,No,No,405,15.21,0.6395061728395062,0.019753086419753086,0,0.0024691358024691358,0.1259259259259259,0,0.07901234567901234,0.007407407407407408,0.7654320987654321,0.5111111111111111,0
410690000470,OR,42.34839,-123.334762,24420,2014-2015,1,41033,Josephine County,41,OREGON,Lincoln Savage Middle School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000000000000448,Open,Regular School,No,No,N,361,14.40,0.631578947368421,0.01662049861495845,0.00554016620498615,0,0.09141274238227147,0,0.027700831024930747,0.0110803324099723,0.8476454293628809,0.5124653739612188,NA
410690000470,OR,42.34839,-123.334762,24420,2015-2016,1,41033,Josephine County,41,OREGON,Lincoln Savage Middle School,Three Rivers/Josephine County SD,00000000002055,4106900,00000000002055-00000000000000000448,Open,Regular School,No,No,No,358,15.33,0.6396648044692738,0.019553072625698324,0.002793296089385475,0,0.12011173184357542,0,0.0446927374301676,0.00558659217877095,0.8072625698324022,0.4720670391061452,NA
410690000471,OR,42.166986,-123.64327300000001,24420,2016-2017,1,41033,Josephine County,41,OREGON,Lorna Byrne Middle School,Three Rivers/Josephine County SD,OR-00000000002055,4106900,OR-00000000002055-00000000000000000449,Open,Regular School,No,No,No,299,12.98,0.7290969899665551,0.043478260869565216,0.0033444816053511705,0.010033444816053512,0.07023411371237458,0,0.06020066889632107,0,0.8127090301003345,0.4983277591973244,0
