"","GEOID","NAME","county","avg_hh_inc_quint_2ndlow_trc","avg_hh_inc_quint_3rdlow_trc","avg_hh_inc_quint_4thlow_trc","avg_hh_inc_quint_lowest_trc","avg_hh_inc_quint_top_trc","avg_hh_inc_vent_top_trc","est_tot_transp2work","gini_trc","hh_noworker_n_trc","hh_tot_n_trc","noinc_15up_trc","per_cap_inc_trc","per_cap_wht_inc_trc","pop_15up_trc","pop_trc","ratio_incpov_trc","yesinc_15up_trc","geoid","wht_prem_p_trc","palma"
"274","41035970500","Census Tract 9705","Klamath County",26335,39494,63097,9479,129940,211025,511,0.4434,291,646,152,23021,24616,1305,1535,274,1153,41035970500,1.06928456626558,11.7844976824705
"275","41035970600","Census Tract 9706","Klamath County",31596,51959,82848,21792,156552,253815,825,0.4019,96,579,118,24212,24231,1348,1678,377,1230,41035970600,1.00078473484223,9.5083164756125
"276","41035970700","Census Tract 9707","Klamath County",36360,49492,70913,17722,147258,274054,900,0.3995,264,839,189,27819,27809,1658,1958,350,1469,41035970700,0.999640533448363,10.1347583299434
"277","41035970800","Census Tract 9708","Klamath County",33381,56142,84893,14441,160089,260702,1045,0.4228,343,944,187,29489,30225,1943,2287,374,1756,41035970800,1.02495845908644,10.9030153485843
"278","41035970900","Census Tract 9709","Klamath County",31424,52372,85488,11965,189571,339617,1701,0.4769,656,1800,386,31129,32726,3660,4349,826,3274,41035970900,1.05130264383694,15.6545207310609
"279","41035971000","Census Tract 9710","Klamath County",34610,68754,108306,13070,239848,471065,997,0.4954,266,937,219,37137,37940,1928,2381,548,1709,41035971000,1.02162264049331,19.7594379194631
"280","41035971100","Census Tract 9711","Klamath County",44484,62192,85754,18414,147469,235958,2226,0.359,614,1976,212,28181,28502,4041,5248,1149,3829,41035971100,1.01139065327703,7.50287767496582
"281","41035971200","Census Tract 9712","Klamath County",16201,29827,42421,4440,71299,96832,930,0.4131,357,1006,314,13373,14118,1851,2493,616,1537,41035971200,1.05570926493681,9.38249115837411
"282","41035971300","Census Tract 9713","Klamath County",25295,43251,71510,9062,113375,140391,1793,0.4092,811,2157,608,22323,23090,4151,5072,1103,3543,41035971300,1.03435918111365,8.17248304566755
"283","41035971400","Census Tract 9714","Klamath County",37871,56195,79327,15530,116367,140600,2272,0.3344,529,2020,544,23041,23757,4165,5442,1320,3621,41035971400,1.03107504014583,5.26581899215371
"284","41035971500","Census Tract 9715","Klamath County",19473,31859,49305,7913,93993,142559,1423,0.4257,768,1773,455,17190,17640,3431,4247,878,2976,41035971500,1.0261780104712,10.4110859563281
"285","41035971600","Census Tract 9716","Klamath County",17152,24780,38121,10410,74749,131747,1130,0.3918,684,1514,463,14949,14328,2674,3421,826,2211,41035971600,0.958458759783263,9.56004644075176
"286","41035971700","Census Tract 9717","Klamath County",16682,32428,53402,8063,113117,188762,1314,0.473,553,1445,188,22247,22645,2486,2953,504,2298,41035971700,1.01789005259136,15.2565770862801
"287","41035971800","Census Tract 9718","Klamath County",16244,34803,57416,6801,156366,324705,1090,0.5491,395,1070,187,25373,26079,2110,2403,370,1923,41035971800,1.0278248531904,28.1800824473856
"288","41035971900","Census Tract 9719","Klamath County",22079,35573,51981,9904,91011,115658,1447,0.385,549,1548,341,17326,20562,3001,3816,991,2660,41035971900,1.18677132633037,7.23246724822562
"289","41035972000","Census Tract 9720","Klamath County",34108,64417,92060,13617,169704,232079,2076,0.4176,628,1842,338,33297,33784,3765,4272,671,3427,41035972000,1.01462594227708,9.72567836563646
"290","41037960100","Census Tract 9601","Lake County",22104,33420,52595,8879,111524,194720,1027,0.4444,588,1344,218,22149,21899,2334,2753,447,2116,41037960100,0.988712808704682,12.5694735822871
"291","41037960200","Census Tract 9602","Lake County",23324,40214,66951,10927,127023,178475,2028,0.436,782,2150,627,22643,23899,4250,5090,952,3623,41037960200,1.0554696815793,10.4215935301159
"292","41039000100","Census Tract 1","Lane County",36988,58073,98446,16224,237926,450158,2119,0.4921,1046,2338,495,39837,41368,4753,5350,645,4258,41039000100,1.03843160880588,16.9194166729309
"293","41039000200","Census Tract 2","Lane County",59788,81861,126865,27440,226182,346989,2548,0.3814,608,2021,458,39476,40129,4765,5529,844,4307,41039000200,1.01654169622049,7.95590865318476
"294","41039000300","Census Tract 3","Lane County",36935,65471,99150,14660,240509,478167,1018,0.4931,313,894,275,34559,34998,2046,2419,494,1771,41039000300,1.01270291385746,18.5354007171238
"295","41039000402","Census Tract 4.02","Lane County",38347,64236,93412,15830,168508,258781,1580,0.4054,412,1368,177,32310,32011,2850,3269,404,2673,41039000402,0.990745899102445,9.55316831865921
"296","41039000403","Census Tract 4.03","Lane County",31665,47747,77650,10644,129138,166246,2687,0.4013,620,2256,589,23967,24914,4635,5615,1098,4046,41039000403,1.0395126632453,7.85865891417902
"297","41039000404","Census Tract 4.04","Lane County",35513,56086,74341,15067,170351,306853,1639,0.4324,468,1467,254,26785,27322,3019,3936,882,2765,41039000404,1.02004853462759,12.133372874654
"298","41039000500","Census Tract 5","Lane County",24579,38803,62938,10843,120840,177664,660,0.4262,472,934,150,24296,24680,1728,1983,266,1578,41039000500,1.01580507079355,10.031279995483
"299","41039000702","Census Tract 7.02","Lane County",28457,51589,75569,10600,161146,246514,781,0.4541,605,1126,182,29713,29738,2195,2537,353,2013,41039000702,1.00084138255982,12.6232941598177
"300","41039000705","Census Tract 7.05","Lane County",22943,35349,54226,10133,121662,195152,1110,0.4488,1045,1797,294,24329,24681,3313,3675,445,3019,41039000705,1.01446832997657,11.8002176804934
"301","41039000706","Census Tract 7.06","Lane County",29698,44985,73055,16101,147738,257291,809,0.4258,651,1197,68,31862,32497,2234,2395,201,2166,41039000706,1.01992969681753,11.2356601672526
"302","41039000707","Census Tract 7.07","Lane County",24850,44118,66276,11254,122624,185256,991,0.4184,1292,1976,286,27359,28203,3538,3951,459,3252,41039000707,1.03084908074126,10.2623532018613
"303","41039000708","Census Tract 7.08","Lane County",30096,51866,78026,7379,167666,294253,822,0.4764,556,1075,147,31436,30203,2059,2340,202,1912,41039000708,0.960777452602112,15.7039626417612
"304","41039000800","Census Tract 8","Lane County",49870,77841,106796,21488,190684,300167,666,0.3786,195,606,214,34612,34947,1391,1578,177,1177,41039000800,1.00967872414192,8.41298803217579
"305","41039000902","Census Tract 9.02","Lane County",39822,66826,88005,18022,152081,224213,2034,0.3698,663,1791,436,27933,28465,4245,4788,741,3809,41039000902,1.0190455733362,7.75233386349492
"306","41039000903","Census Tract 9.03","Lane County",38019,54876,82591,14039,159625,236382,2447,0.4113,488,2010,463,27019,28623,4278,5313,1160,3815,41039000903,1.05936563159258,9.08148603480733
"307","41039000904","Census Tract 9.04","Lane County",25611,42438,65929,9525,116020,159321,1377,0.4125,492,1273,277,20600,21231,2668,3267,665,2391,41039000904,1.03063106796116,9.06881830601093
"308","41039001001","Census Tract 10.01","Lane County",41558,66701,94979,15920,159310,259505,1191,0.3863,335,1026,268,32177,34583,2204,2493,383,1936,41039001001,1.07477390682786,9.02971571731793
"309","41039001002","Census Tract 10.02","Lane County",36375,74299,111034,9759,225361,400950,1795,0.4777,566,1677,259,41494,44539,3246,3767,603,2987,41039001002,1.07338410372584,17.381974248927
"310","41039001101","Census Tract 11.01","Lane County",52009,68137,94576,27536,224913,483948,2615,0.4166,534,2276,728,36645,36238,4915,5911,1334,4187,41039001101,0.988893437030973,12.1679049594569
"311","41039001102","Census Tract 11.02","Lane County",28289,43053,76798,12371,150234,250764,1537,0.4478,417,1362,332,24779,25675,2763,3512,761,2431,41039001102,1.03615965131765,12.3346778160354
"312","41039001201","Census Tract 12.01","Lane County",28623,49570,70767,10281,117975,169179,1448,0.3949,557,1433,365,22078,23474,3203,3650,521,2838,41039001201,1.0632303650693,8.69725478099938
"313","41039001202","Census Tract 12.02","Lane County",29247,43365,69076,9829,146056,266580,1615,0.4568,649,1762,455,25444,25064,3463,4204,869,3008,41039001202,0.985065241314259,13.6441805711946
"314","41039001301","Census Tract 13.01","Lane County",23087,43722,68525,7232,119966,194520,1179,0.4422,649,1397,544,22087,22274,2911,3476,741,2367,41039001301,1.0084665187667,12.8315577690557
"315","41039001302","Census Tract 13.02","Lane County",29316,44738,70068,12852,128597,171946,2262,0.4035,735,2109,340,23034,24261,4297,5143,890,3957,41039001302,1.05326908048971,8.15528362739518
"316","41039001400","Census Tract 14","Lane County",29325,49489,77067,10219,146806,229921,891,0.4388,419,987,421,24005,23501,2206,2641,413,1785,41039001400,0.979004374088732,11.6286162249646
"317","41039001500","Census Tract 15","Lane County",24726,37107,51058,10527,92184,127769,1281,0.3691,1094,1978,342,19125,19493,3961,4614,587,3619,41039001500,1.01924183006536,7.24868805491731
"318","41039001600","Census Tract 16","Lane County",38635,59584,86681,16260,193806,336945,2316,0.4418,649,1980,467,30143,30711,4440,5285,967,3973,41039001600,1.01884351258999,12.2759814190728
"319","41039001700","Census Tract 17","Lane County",31826,60199,90230,14162,178734,271462,2121,0.4405,989,2175,665,29171,30605,4797,5650,1017,4132,41039001700,1.0491584107504,11.8057754196747
"320","41039001801","Census Tract 18.01","Lane County",49151,72838,99538,21044,228142,466223,2686,0.4355,482,1962,541,30179,33355,4853,6274,1556,4312,41039001801,1.10523874217171,13.2836526818149
"321","41039001803","Census Tract 18.03","Lane County",29966,50216,74238,12274,148845,228465,2056,0.4295,505,1676,491,24995,26712,3585,4367,871,3094,41039001803,1.06869373874775,10.8174715909091
"322","41039001804","Census Tract 18.04","Lane County",42236,68320,97041,20597,155030,210790,1892,0.3587,361,1366,279,28104,28944,3060,3803,797,2781,41039001804,1.02988898377455,6.70953161555234
"323","41039001902","Census Tract 19.02","Lane County",27451,43521,64298,9927,96081,121594,2797,0.3651,770,2394,628,18002,18051,4948,6540,1675,4320,41039001902,1.00272191978669,6.50618010594467
"324","41039001903","Census Tract 19.03","Lane County",31744,46751,66118,12967,126911,206499,1616,0.3969,199,1094,268,20600,19860,2437,3133,752,2169,41039001903,0.964077669902913,9.23705575809085
"325","41039001904","Census Tract 19.04","Lane County",25228,37972,57371,13571,98231,131862,2730,0.3678,597,2303,593,20334,22584,4531,5405,1033,3938,41039001904,1.11065210976689,6.79718549447151
"326","41039002001","Census Tract 20.01","Lane County",29839,49868,80809,9582,152131,236615,1444,0.4473,556,1444,378,28909,30082,2893,3293,547,2515,41039002001,1.04057559929434,12.0045153598336
"327","41039002002","Census Tract 20.02","Lane County",36838,59258,81886,10681,134488,201344,2263,0.3851,750,2064,352,26313,26709,4327,5170,824,3975,41039002002,1.0150495952571,8.47425240430144
"328","41039002101","Census Tract 21.01","Lane County",28146,42972,67894,9979,141062,255200,1058,0.4521,431,1099,226,25510,27004,2135,2543,524,1909,41039002101,1.05856526852215,13.3875409836066
"329","41039002102","Census Tract 21.02","Lane County",25101,35707,47847,9185,86145,125660,3304,0.37,821,2957,428,18963,19476,5385,6615,1336,4957,41039002102,1.02705268153773,7.33010558245348
"330","41039002201","Census Tract 22.01","Lane County",40209,62443,91376,18271,233645,473308,1469,0.4777,686,1638,178,40306,39104,3228,3641,552,3050,41039002201,0.970178137250037,16.1870041039672
"331","41039002202","Census Tract 22.02","Lane County",40398,61761,106669,17177,302799,639000,3350,0.5304,710,2950,603,46983,46061,5534,6630,1369,4931,41039002202,0.980375880637677,22.1971341728181
"332","41039002301","Census Tract 23.01","Lane County",27857,48493,75952,11538,185833,355592,1772,0.4964,546,1621,389,28067,31942,3306,4080,1001,2917,41039002301,1.13806249331956,18.052646274908
"333","41039002302","Census Tract 23.02","Lane County",52784,70538,90562,29527,153127,223248,2120,0.3088,404,1676,429,28938,29481,3845,4692,1045,3416,41039002302,1.01876425461331,5.42449976309363
"334","41039002401","Census Tract 24.01","Lane County",55778,85274,120047,26518,217731,356150,1849,0.3814,423,1564,401,40129,40686,3265,3953,853,2864,41039002401,1.01388023623813,8.65534169339944
"335","41039002403","Census Tract 24.03","Lane County",45518,67459,92446,19574,160824,233119,1933,0.3646,455,1702,265,33296,34440,3384,3954,630,3119,41039002403,1.03435848149928,7.16275425551527
"336","41039002404","Census Tract 24.04","Lane County",43279,63656,84495,18190,195846,443289,1731,0.4388,545,1616,292,32752,34698,3344,4025,745,3052,41039002404,1.05941621885686,14.4231726561356
"337","41039002501","Census Tract 25.01","Lane County",42380,60896,83003,16089,132947,196154,2398,0.3504,461,1766,488,23588,23586,4043,5156,1200,3555,41039002501,0.9999152111243,6.70967521250577
"338","41039002503","Census Tract 25.03","Lane County",38784,56896,83119,22212,146677,218465,3839,0.361,850,3108,734,26053,28398,6594,8495,2134,5860,41039002503,1.09000882815799,7.16325660699062
"339","41039002504","Census Tract 25.04","Lane County",29768,44668,64880,13725,125479,167440,1525,0.3936,254,1141,253,19610,20135,2466,3316,887,2213,41039002504,1.02677205507394,7.69962982548916
"340","41039002600","Census Tract 26","Lane County",31988,49035,67777,17055,102165,125311,2805,0.323,825,2476,776,22369,24010,5136,6005,1191,4360,41039002600,1.07336045420001,5.11025018860999
"341","41039002700","Census Tract 27","Lane County",30268,51479,74745,11106,156195,305443,1841,0.4532,444,1594,451,23306,24797,3421,4466,1142,2970,41039002700,1.063974942075,14.764973171557
"342","41039002800","Census Tract 28","Lane County",32615,48783,73595,13520,111683,137598,2368,0.3562,442,1933,368,23161,24032,3958,4791,928,3590,41039002800,1.0376063209706,5.96501571475019
"343","41039002902","Census Tract 29.02","Lane County",30259,53523,75204,10447,131869,173779,1749,0.4037,716,1741,279,26899,30168,3235,3999,918,2956,41039002902,1.12152868136362,8.53824988945119
"344","41039002903","Census Tract 29.03","Lane County",51336,81330,116394,22575,234239,426467,1249,0.419,377,1157,282,44387,46994,2207,2647,549,1925,41039002903,1.05873341293622,11.540014341573
"345","41039002904","Census Tract 29.04","Lane County",30151,55668,81475,11000,208896,389308,2026,0.5017,825,2036,344,41429,44628,3573,3913,455,3229,41039002904,1.07721644258852,18.920949673155
"346","41039003000","Census Tract 30","Lane County",37805,59735,101791,13182,231516,406527,2200,0.4869,643,2060,305,41247,42137,3903,4537,780,3598,41039003000,1.02157732683589,15.9463000372644
"347","41039003101","Census Tract 31.01","Lane County",41490,67602,100867,14380,222831,398685,2775,0.4626,809,2385,739,35295,37662,5057,6194,1272,4318,41039003101,1.06706332341691,14.2718811526759
"348","41039003102","Census Tract 31.02","Lane County",18518,37358,63352,2829,153047,250065,3607,0.5366,1328,3459,951,26173,27511,6683,7530,900,5732,41039003102,1.05112138463302,23.4285848128543
"349","41039003201","Census Tract 32.01","Lane County",29339,45800,63708,13112,125950,222934,1365,0.4061,365,1253,138,24629,26362,2361,2876,529,2223,41039003201,1.07036420479922,10.5031212456715
"350","41039003202","Census Tract 32.02","Lane County",29103,43535,68409,11333,193724,434090,2128,0.5186,399,1802,221,32651,33604,3307,3891,628,3086,41039003202,1.02918746745888,21.4704718567613
"351","41039003301","Census Tract 33.01","Lane County",30100,42788,61130,14445,112498,152182,1677,0.3698,300,1292,264,20497,21094,2655,3342,727,2391,41039003301,1.02912621359223,6.83273094623415
"352","41039003302","Census Tract 33.02","Lane County",18951,31137,49849,7335,87984,119548,1447,0.4174,510,1521,269,18311,19086,2767,3345,609,2498,41039003302,1.04232428594834,9.09594460929772
"353","41039003400","Census Tract 34","Lane County",24818,38758,54953,8772,98456,139379,2441,0.3956,559,2002,510,18242,19163,4204,5154,955,3694,41039003400,1.05048788510032,8.29883894016076
"354","41039003500","Census Tract 35","Lane County",41429,60234,85027,19645,145614,202417,1906,0.3574,479,1613,486,26273,28374,3640,4411,840,3154,41039003500,1.07996802801355,6.62858172053574
"355","41039003600","Census Tract 36","Lane County",30192,52666,87972,12465,244190,447623,1976,0.5287,488,1631,261,37712,38738,3348,3772,516,3087,41039003600,1.02720619431481,20.9870830109947
"356","41039003700","Census Tract 37","Lane County",12923,26635,61784,2408,182138,359217,1388,0.6213,161,706,540,13105,14597,4694,4780,90,4154,41039003700,1.1138496756963,46.8615224055835
"357","41039003800","Census Tract 38","Lane County",5932,12261,25091,1284,52207,73084,4341,0.5272,890,3561,1128,9709,10089,8594,8687,133,7466,41039003800,1.03913894324853,20.2560975609756
"358","41039003900","Census Tract 39","Lane County",11756,20740,32368,4144,97033,182397,1790,0.5404,801,1893,535,18958,21107,3551,3635,84,3016,41039003900,1.11335583922355,22.9430188679245
"359","41039004000","Census Tract 40","Lane County",12951,24759,46187,6123,167934,369872,1162,0.6136,578,1324,160,29489,30105,2252,2389,166,2092,41039004000,1.02088914510495,38.7828457586243
"360","41039004100","Census Tract 41","Lane County",36539,54179,87023,13955,154192,255201,2264,0.4114,426,1701,316,26989,27739,3828,4475,803,3512,41039004100,1.02778909926266,10.1081712678734
"361","41039004200","Census Tract 42","Lane County",18970,33684,48161,9178,90638,137511,1601,0.4086,383,1470,311,18676,20388,2809,3291,463,2498,41039004200,1.09166845148854,9.77056984510445
"362","41039004300","Census Tract 43","Lane County",22823,37391,57101,9148,100229,135204,3293,0.4044,1012,2812,810,18065,18981,5951,7295,1447,5141,41039004300,1.05070578466648,8.45791498545557
"363","41039004401","Census Tract 44.01","Lane County",25931,45015,65560,12901,123058,187592,2507,0.4073,799,2335,523,23059,24879,4816,5746,995,4293,41039004401,1.078927967388,9.66172229089411
"364","41039004403","Census Tract 44.03","Lane County",19398,33278,56228,7682,101730,166443,2557,0.4421,779,2490,666,20393,22792,4504,5497,963,3838,41039004403,1.11763840533516,12.2926883308715
"365","41039004404","Census Tract 44.04","Lane County",45784,79591,110592,17397,237106,392808,1402,0.4429,377,1373,262,43604,45099,2618,3101,568,2356,41039004404,1.03428584533529,12.4343710925753
"366","41039004405","Census Tract 44.05","Lane County",49150,83880,130000,18712,314764,661327,1953,0.4985,563,1738,427,47808,47935,3671,4374,807,3244,41039004405,1.00265645917001,19.4903480592968
"367","41039004501","Census Tract 45.01","Lane County",23202,39109,60590,7865,131095,214418,1746,0.4656,368,1425,256,25932,27113,2647,2910,287,2391,41039004501,1.04554218725898,13.8035857984356
"368","41039004502","Census Tract 45.02","Lane County",21682,35368,59253,8777,128882,186811,2120,0.4661,438,1719,109,26969,27406,3006,3375,381,2897,41039004502,1.01620378953613,12.2663908861092
"369","41039004600","Census Tract 46","Lane County",33499,59058,81629,11851,142761,193680,1290,0.399,327,1270,218,29816,28030,2311,2796,592,2093,41039004600,0.940099275556748,8.54156560088203
"370","41039004700","Census Tract 47","Lane County",35733,58354,88854,14336,199597,315078,2447,0.4581,319,1686,208,33219,34024,3667,4141,578,3459,41039004700,1.02423311960023,12.5857516627055
"371","41039004800","Census Tract 48","Lane County",11858,27064,45003,3052,167456,364356,2295,0.6301,468,2059,481,23153,26827,4094,4674,620,3613,41039004800,1.15868353993003,48.8740442655936
"372","41039004900","Census Tract 49","Lane County",34671,67796,115210,9482,285370,490063,2544,0.5314,309,1692,404,38470,42193,4050,4623,696,3646,41039004900,1.09677670912399,22.1984010146536
"373","41039005000","Census Tract 50","Lane County",37931,69275,92513,17016,164008,259273,2588,0.392,612,2240,417,33071,34687,4512,5278,938,4095,41039005000,1.04886456411962,9.43720312300944
"374","41039005100","Census Tract 51","Lane County",25552,41737,65248,10894,138962,206840,1620,0.4462,401,1518,228,26904,28467,2774,3236,518,2546,41039005100,1.05809545049063,11.3504911375734
"375","41039005200","Census Tract 52","Lane County",44936,74997,101731,23242,192257,317518,1046,0.3873,403,1030,160,40011,39155,2012,2291,347,1852,41039005200,0.97860588338207,9.31438293877791
"376","41039005300","Census Tract 53","Lane County",52570,73745,107445,27043,222976,358065,1024,0.3985,261,1014,271,41358,40889,2061,2383,387,1790,41039005300,0.988659993229847,8.99513898483916
"377","41039005400","Census Tract 54","Lane County",54663,81241,115496,24671,224031,352068,2795,0.3932,676,2337,295,41274,42486,4732,5656,1003,4437,41039005400,1.02936473324611,8.87558928076235
"378","41039990000","Census Tract 9900","Lane County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41039990000,NA,NA
"379","41041950100","Census Tract 9501","Lincoln County",25965,40391,61829,11274,182181,391909,1296,0.5211,580,1357,365,27797,28988,2739,3286,604,2374,41041950100,1.04284635032557,21.0483095679261
"380","41041950303","Census Tract 9503.03","Lincoln County",40110,62932,90958,11898,135787,170733,578,0.3687,314,716,112,32132,32997,1423,1522,148,1311,41041950303,1.02692020415785,6.56564374711583
"381","41041950304","Census Tract 9503.04","Lincoln County",25879,40623,61405,11274,115429,185288,1567,0.4118,619,1645,211,24184,25332,2900,3553,655,2689,41041950304,1.04746940125703,9.97432239657632
"382","41041950400","Census Tract 9504","Lincoln County",23571,32761,50356,10505,100766,164659,1544,0.4101,694,1745,535,20139,21474,3229,3860,651,2694,41041950400,1.0662892894384,9.66422115271746
"383","41041950601","Census Tract 9506.01","Lincoln County",30665,48084,69720,14203,155463,312742,832,0.4439,616,1179,125,33650,34288,2041,2279,225,1916,41041950601,1.01895988112927,13.9405366853883
"384","41041950602","Census Tract 9506.02","Lincoln County",28516,46780,71766,11159,167051,303763,985,0.4751,593,1202,137,33252,30542,2269,2416,170,2132,41041950602,0.918501142788404,15.3125645872716
"385","41041950800","Census Tract 9508","Lincoln County",27412,46887,72345,12658,151703,252199,1159,0.4469,847,1636,235,30781,31018,2855,3332,463,2620,41041950800,1.00769955492024,12.5879211380085
"386","41041950900","Census Tract 9509","Lincoln County",31643,54687,75183,13907,118228,160646,1818,0.3636,424,1502,424,22229,23881,3120,3962,998,2696,41041950900,1.07431733321337,7.05361141602635
"387","41041951000","Census Tract 9510","Lincoln County",21075,34322,57875,9341,111656,166466,811,0.4375,319,891,99,22100,24754,1707,2026,350,1608,41041951000,1.12009049773756,10.945949500263
"388","41041951100","Census Tract 9511","Lincoln County",25627,46852,82408,10005,195749,370406,809,0.5152,277,777,112,32500,33242,1526,1767,226,1414,41041951100,1.02283076923077,20.7906376290974
"389","41041951200","Census Tract 9512","Lincoln County",34872,53560,82036,16339,174422,318605,919,0.438,402,1009,117,35333,37236,1887,2061,193,1770,41041951200,1.0538589986698,12.4428345472652
"390","41041951300","Census Tract 9513","Lincoln County",33656,51349,85524,15280,197215,293771,1138,0.4644,331,1007,187,32873,32924,2096,2396,248,1909,41041951300,1.00155142518176,12.0063348046428
"391","41041951400","Census Tract 9514","Lincoln County",31376,57005,76336,12728,147864,232077,1167,0.4142,396,1172,344,24410,25642,2499,3185,802,2155,41041951400,1.0504711183941,10.5240794485761
"392","41041951500","Census Tract 9515","Lincoln County",29024,49240,79366,13486,158027,237051,1054,0.4377,644,1316,358,30180,30805,2706,2946,301,2348,41041951500,1.02070907886017,11.1527170077629
"393","41041951600","Census Tract 9516","Lincoln County",24116,43519,66521,10147,117325,156957,1173,0.4152,765,1532,227,24359,23876,2875,3317,428,2648,41041951600,0.980171599819369,9.16189475527537
"394","41041951700","Census Tract 9517","Lincoln County",26287,48169,66842,12939,123320,199666,693,0.4029,508,908,182,26254,27644,1898,2035,165,1716,41041951700,1.05294431324751,10.1802885841024
"395","41041951800","Census Tract 9518","Lincoln County",29159,45236,63103,11966,141695,243987,1402,0.4366,632,1516,432,22859,26504,3264,3938,838,2832,41041951800,1.15945579421672,11.8656291793313
"396","41041990100","Census Tract 9901","Lincoln County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41041990100,NA,NA
"397","41043020100","Census Tract 201","Linn County",44309,64768,87403,21893,144162,207001,4803,0.3393,977,3922,1375,27959,27996,8707,10281,2087,7332,41043020100,1.00132336635788,6.25361771547687
"398","41043020200","Census Tract 202","Linn County",33788,55644,85116,13263,157666,225110,1119,0.4194,176,877,224,29706,30783,1782,2066,312,1558,41043020200,1.0362553019592,9.56876580731547
"399","41043020300","Census Tract 203","Linn County",53931,77918,108041,23770,175703,258325,3573,0.3493,583,2839,561,34304,36077,6158,7449,1527,5597,41043020300,1.05168493470149,6.64920657391797
"400","41043020400","Census Tract 204","Linn County",23189,36747,59903,7723,98002,121485,1823,0.4048,620,1858,312,21042,22012,3206,3991,758,2894,41043020400,1.04609827963121,7.86005434782609
"401","41043020500","Census Tract 205","Linn County",27122,43571,64766,13437,140298,257434,1674,0.4403,635,1669,228,25054,28204,3088,3949,947,2860,41043020500,1.12572842659855,12.6942971966764
"402","41043020600","Census Tract 206","Linn County",37167,56541,83897,14940,184846,386888,3462,0.4529,1138,3324,721,30602,30981,6598,8330,1777,5877,41043020600,1.01238481145023,14.8497514729307
"403","41043020700","Census Tract 207","Linn County",32683,46340,73854,15713,158484,308069,2732,0.4382,644,2156,617,23273,24481,4849,5996,1499,4232,41043020700,1.05190564173076,12.7311761302587
"404","41043020801","Census Tract 208.01","Linn County",25164,38842,55366,11154,106812,172825,1295,0.4022,259,1073,226,19649,21400,2301,2727,432,2075,41043020801,1.08911394981933,9.51731923564073
"405","41043020802","Census Tract 208.02","Linn County",24782,42433,66700,10338,129376,201245,2752,0.4364,568,2449,777,20611,23292,5105,6780,2011,4328,41043020802,1.13007617291737,11.4604214123007
"406","41043030100","Census Tract 301","Linn County",39206,60833,90693,18193,162257,231113,2316,0.389,684,2188,799,26753,27449,4990,6133,1459,4191,41043030100,1.0260157739319,8.05285806372933
"407","41043030200","Census Tract 302","Linn County",34670,57667,77100,13886,146296,215558,2745,0.3967,940,2461,482,25387,25912,5492,6594,1333,5010,41043030200,1.02067987552684,8.87873795205536
"408","41043030300","Census Tract 303","Linn County",38487,58936,87924,18264,199885,346796,893,0.4436,324,876,258,30378,31385,2028,2355,397,1770,41043030300,1.03314898940022,12.2216701027295
"409","41043030401","Census Tract 304.01","Linn County",25361,42954,70636,11182,158720,274787,2040,0.4767,1290,2490,806,22222,22428,5380,6970,1828,4574,41043030401,1.00927009270093,15.0391046164792
"410","41043030402","Census Tract 304.02","Linn County",29863,46294,66128,11299,132911,246790,2147,0.4259,1233,2713,709,22731,22767,5579,6987,1424,4870,41043030402,1.0015837402666,11.9911568922793
"411","41043030500","Census Tract 305","Linn County",36123,54159,87020,13332,194175,340275,2008,0.4658,508,1729,439,30169,30178,3720,4461,816,3281,41043030500,1.000298319467,13.7609948437974
"412","41043030600","Census Tract 306","Linn County",34603,53191,79282,17098,160022,292437,3174,0.4181,630,2501,941,23316,24293,5834,7678,2015,4893,41043030600,1.04190255618459,11.3126245140326
"413","41043030700","Census Tract 307","Linn County",43528,65236,92372,20418,178757,292330,1784,0.3939,537,1600,328,33652,34251,3324,3892,666,2996,41043030700,1.01779983359087,9.14302692897132
"414","41043030800","Census Tract 308","Linn County",27476,45548,63606,11747,129711,213381,3595,0.4218,1058,3315,859,22288,21805,6731,8498,2072,5872,41043030800,0.978329145728643,10.8804018050634
"415","41043030902","Census Tract 309.02","Linn County",39121,59042,84802,16539,162382,233205,3238,0.3964,887,2759,903,26779,27550,6527,7600,1229,5624,41043030902,1.02879121699839,8.3796263025512
"416","41043030903","Census Tract 309.03","Linn County",20891,37995,70013,6610,122758,177947,2357,0.4618,990,2514,526,23879,23858,4688,5645,1116,4162,41043030903,0.999120566187864,12.9411294134759
"417","41043030904","Census Tract 309.04","Linn County",26142,49613,77818,6880,137571,190707,1638,0.4437,689,1717,491,23083,23957,3609,4488,987,3118,41043030904,1.03786336264784,11.5502998001332
"418","41045940000","Census Tract 9400","Malheur County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41045940000,NA,NA
"419","41045970200","Census Tract 9702","Malheur County",28199,44573,72614,12801,130987,203883,1961,0.4151,599,1813,358,21383,22416,3683,4893,1372,3325,41045970200,1.04830940466726,9.94551219512195
"420","41045970300","Census Tract 9703","Malheur County",21150,37719,60239,8759,160680,333401,1614,0.523,698,1685,354,23638,24505,3282,4138,978,2928,41045970300,1.03667822996869,22.2943595573239
