"","GEOID","NAME","county","avg_hh_inc_quint_2ndlow_trc","avg_hh_inc_quint_3rdlow_trc","avg_hh_inc_quint_4thlow_trc","avg_hh_inc_quint_lowest_trc","avg_hh_inc_quint_top_trc","avg_hh_inc_vent_top_trc","est_tot_transp2work","gini_trc","hh_noworker_n_trc","hh_tot_n_trc","noinc_15up_trc","per_cap_inc_trc","per_cap_wht_inc_trc","pop_15up_trc","pop_trc","ratio_incpov_trc","yesinc_15up_trc","geoid","wht_prem_p_trc","palma"
"128","41011000200","Census Tract 2","Coos County",38634,59648,83249,13097,156427,247493,999,0.4036,496,1093,264,28509,29470,2404,2707,341,2140,41011000200,1.0337086534077,9.56845991765092
"129","41011000300","Census Tract 3","Coos County",29892,46783,70034,14486,140999,252864,1439,0.4217,435,1304,219,26213,27788,2562,3125,676,2343,41011000300,1.06008469080227,11.3959168957592
"130","41011000400","Census Tract 4","Coos County",29784,52448,75484,9296,199419,432584,2692,0.5125,851,2533,592,29672,32044,5038,6490,1495,4446,41011000400,1.07994068482071,22.1383828045036
"131","41011000502","Census Tract 5.02","Coos County",27559,43706,61355,13457,104640,157456,965,0.367,715,1298,258,23287,23091,2663,2936,342,2405,41011000502,0.991583286812385,7.67778427930564
"132","41011000503","Census Tract 5.03","Coos County",30153,46663,61108,8834,165226,363122,1001,0.4906,336,1003,394,22618,25460,2279,2806,539,1885,41011000503,1.12565213546733,18.6278503090774
"133","41011000504","Census Tract 5.04","Coos County",19139,34377,54013,6861,145822,316275,2283,0.5339,1221,2566,472,23346,24979,4964,5929,995,4492,41011000504,1.06994774265399,24.3288461538462
"134","41011000600","Census Tract 6","Coos County",31218,59997,93445,11562,219872,425829,934,0.5018,503,1112,235,36167,35879,2128,2636,530,1893,41011000600,0.992036939751707,19.9078541374474
"135","41011000700","Census Tract 7","Coos County",30379,46921,70500,9890,153777,277099,3563,0.4559,860,3190,544,27230,30336,6081,7490,1321,5537,41011000700,1.11406536907822,13.7623978742954
"136","41011000800","Census Tract 8","Coos County",34191,56588,87913,17314,184989,291173,1420,0.4391,463,1304,287,29841,32951,2823,3370,658,2536,41011000800,1.10421902751248,11.3065915930492
"137","41011000900","Census Tract 9","Coos County",27345,40899,64783,14097,150823,249670,2713,0.4505,1301,2939,830,25689,25376,6441,7102,933,5611,41011000900,0.987815796644478,12.0491289030452
"138","41011001000","Census Tract 10","Coos County",21091,36496,59210,8589,136138,248518,2655,0.487,1893,3305,613,23984,23821,6489,7517,1096,5876,41011001000,0.993203802535023,16.7464959568733
"139","41011001100","Census Tract 11","Coos County",19018,35941,63476,6424,118640,172353,1732,0.4692,1407,2549,498,22506,22210,4974,5772,839,4476,41011001100,0.986847951657336,13.5486990016508
"140","41011990101","Census Tract 9901.01","Coos County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41011990101,NA,NA
"141","41013950100","Census Tract 9501","Crook County",31051,42045,71468,11728,125402,166482,3099,0.4003,1160,3097,636,25082,26154,5889,7046,1396,5253,41013950100,1.04273981341201,7.78335164449847
"142","41013950200","Census Tract 9502","Crook County",29812,47816,69399,12395,142938,276696,1654,0.4344,793,1803,188,25532,27514,3444,4320,901,3256,41013950200,1.07762807457308,13.1113796289715
"143","41013950300","Census Tract 9503","Crook County",28364,45010,75670,13778,164348,274531,2292,0.4582,1055,2649,527,25875,26927,5704,6721,1243,5177,41013950300,1.04065700483092,13.0288548241659
"144","41013950400","Census Tract 9504","Crook County",30210,47601,68419,14128,123606,185931,1318,0.3872,824,1790,382,23613,23166,3699,4250,643,3317,41013950400,0.981069749714141,8.3869818214624
"145","41015950100","Census Tract 9501","Curry County",23554,37197,57901,7778,115570,194403,796,0.4445,744,1382,183,26005,26163,2430,2641,233,2247,41015950100,1.00607575466256,12.4092301800077
"146","41015950200","Census Tract 9502","Curry County",27045,48013,85048,13113,181664,245924,2081,0.4711,1207,2486,301,31439,31340,4737,5753,996,4436,41015950200,0.996851044880562,12.2478211066288
"147","41015950301","Census Tract 9503.01","Curry County",34239,63099,92556,12996,130923,166609,1691,0.3695,1053,2000,195,29620,30620,3999,4598,635,3804,41015950301,1.033760972316,7.05447231925479
"148","41015950302","Census Tract 9503.02","Curry County",25944,47047,68288,12786,120618,186679,1611,0.4024,1021,2072,331,25771,27289,3959,4540,664,3628,41015950302,1.05890341857126,9.64002065582236
"149","41015950400","Census Tract 9504","Curry County",22697,36137,56154,9339,135367,234518,1115,0.4758,1740,2500,488,27267,28411,4628,4975,495,4140,41015950400,1.0419554773169,14.6409039830191
"150","41015990101","Census Tract 9901.01","Curry County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41015990101,NA,NA
"151","41017000100","Census Tract 1","Deschutes County",66404,111525,163501,28869,330650,577481,747,0.4328,290,741,117,59016,59407,1636,1811,229,1519,41017000100,1.00662532194659,12.1226580458262
"152","41017000200","Census Tract 2","Deschutes County",21788,40765,67808,6634,119864,168407,1725,0.4492,1220,2190,483,23555,23815,4469,4944,605,3986,41017000200,1.01103799617916,11.8504679473647
"153","41017000300","Census Tract 3","Deschutes County",36860,58875,79776,15249,120463,154163,3827,0.3446,1405,3507,987,24452,24929,8182,9266,1362,7195,41017000300,1.01950760673974,5.91694333032681
"154","41017000401","Census Tract 4.01","Deschutes County",42335,66691,93251,16089,166830,271158,2968,0.3936,462,2065,451,30476,30841,4666,5506,1032,4215,41017000401,1.01197663735398,9.28241818430782
"155","41017000402","Census Tract 4.02","Deschutes County",39689,68256,92586,21574,228538,407392,938,0.4496,522,1052,236,38456,39278,2190,2519,337,1954,41017000402,1.02137507801123,13.2997731093809
"156","41017000500","Census Tract 5","Deschutes County",35204,63579,94537,13389,245618,513065,2615,0.5093,1169,2789,515,40688,42619,5473,6301,1023,4958,41017000500,1.04745871018482,21.1168275265985
"157","41017000600","Census Tract 6","Deschutes County",45647,72439,107239,21332,228039,369451,3453,0.4303,1052,3259,672,41682,42112,6841,7595,872,6169,41017000600,1.01031620363706,11.0318458024157
"158","41017000700","Census Tract 7","Deschutes County",45647,66475,90167,20716,161197,240060,3197,0.3621,881,2855,709,29207,29276,6169,7792,1730,5460,41017000700,1.00236244735851,7.23475430586321
"159","41017000800","Census Tract 8","Deschutes County",35634,56664,92570,13909,153570,225864,3685,0.406,931,2834,487,27910,28606,6286,7365,1314,5799,41017000800,1.02493729845933,9.117897583917
"160","41017000900","Census Tract 9","Deschutes County",25143,35081,60415,11574,103465,149528,3558,0.3948,817,3013,700,19659,20629,6183,7709,1766,5483,41017000900,1.04934126863014,8.14489201187461
"161","41017001001","Census Tract 10.01","Deschutes County",44335,66889,88306,20327,135943,190280,7522,0.328,1265,5467,929,27088,27382,11725,14619,3359,10796,41017001001,1.01085351447135,5.88537317125978
"162","41017001002","Census Tract 10.02","Deschutes County",42817,66772,110944,16400,232751,397983,1078,0.46,328,942,211,37717,38172,2040,2402,408,1829,41017001002,1.0120635257311,13.4415117280511
"163","41017001100","Census Tract 11","Deschutes County",55022,79957,121693,26738,226850,351992,5658,0.3926,1051,4429,1124,38499,40352,9715,12225,2976,8591,41017001100,1.04813112028884,8.61037181996086
"164","41017001200","Census Tract 12","Deschutes County",53744,79079,111153,22928,232545,371448,3807,0.4114,645,2909,640,38161,36434,6574,7750,1495,5934,41017001200,0.954744372526925,9.68927378964942
"165","41017001300","Census Tract 13","Deschutes County",49856,84405,128588,21212,368421,611005,6609,0.5094,1289,5359,702,52185,52759,10418,13308,3257,9716,41017001300,1.01099932930919,17.1949400574098
"166","41017001400","Census Tract 14","Deschutes County",47900,77380,124005,20916,389597,809405,2806,0.5444,845,2729,673,56879,58129,5339,6377,1383,4666,41017001400,1.02197647637968,23.5237444780284
"167","41017001500","Census Tract 15","Deschutes County",30013,44807,70163,14130,153159,262305,3232,0.442,719,2817,451,29617,30544,5027,6020,1164,4576,41017001500,1.03129959145086,11.8843304714224
"168","41017001600","Census Tract 16","Deschutes County",29422,46973,66240,10115,138149,240236,3197,0.4349,911,2810,356,27198,27531,5104,6238,1193,4748,41017001600,1.01224354731966,12.1524647798265
"169","41017001700","Census Tract 17","Deschutes County",38910,61453,86269,18111,154170,242247,4575,0.3821,949,3567,396,30140,30033,6985,8823,1895,6589,41017001700,0.996449900464499,8.49676434997632
"170","41017001800","Census Tract 18","Deschutes County",26915,39979,65193,12338,132831,197963,4181,0.4302,1500,4153,835,26576,26971,7740,9120,1701,6905,41017001800,1.01486303431668,10.0865156803302
"171","41017001901","Census Tract 19.01","Deschutes County",58050,86273,115006,31397,236356,441741,894,0.3847,244,701,102,37746,39326,1583,1938,433,1481,41017001901,1.04185873999894,9.87715630485092
"172","41017001902","Census Tract 19.02","Deschutes County",45284,69140,99168,19903,195510,347747,5196,0.4105,1189,4080,776,35166,36482,8586,10321,2121,7810,41017001902,1.03742251037934,10.6692131866783
"173","41017002000","Census Tract 20","Deschutes County",42097,63135,93408,20615,164611,262119,4279,0.3791,783,3275,578,31154,32340,6823,8262,1758,6245,41017002000,1.03806894780767,8.35945273631841
"174","41017002100","Census Tract 21","Deschutes County",46555,73096,115712,14093,198977,271050,6322,0.4128,1260,4928,966,35671,36274,9852,12429,2878,8886,41017002100,1.01690448823975,8.9384645825089
"175","41019010000","Census Tract 100","Douglas County",25266,38827,55024,13205,92322,134768,887,0.3567,440,1064,173,20515,20688,1993,2368,310,1820,41019010000,1.00843285400926,7.00621247173195
"176","41019020000","Census Tract 200","Douglas County",23262,40779,68241,8863,115775,141850,1130,0.4198,686,1420,321,22271,22809,2869,3355,651,2548,41019020000,1.02415697543891,8.83112840466926
"177","41019030000","Census Tract 300","Douglas County",31432,46340,70428,13679,149596,255592,1417,0.4312,656,1594,418,27201,28421,3216,3683,536,2798,41019030000,1.0448512922319,11.3316929352043
"178","41019040000","Census Tract 400","Douglas County",30283,43319,60920,14040,124360,215407,842,0.3987,605,1139,131,25354,25646,2158,2483,357,2027,41019040000,1.01151692040704,9.71987455722762
"179","41019050001","Census Tract 500.01","Douglas County",37091,51278,75464,14403,128219,174404,1595,0.3677,776,1876,472,25043,24028,3739,4589,936,3267,41019050001,0.959469712095196,6.77376004971453
"180","41019050002","Census Tract 500.02","Douglas County",24157,40052,64422,9497,103908,141302,2857,0.4006,1069,2823,616,20209,19641,5623,6865,1275,5007,41019050002,0.971893710722945,8.39733761217092
"181","41019060000","Census Tract 600","Douglas County",38961,60118,102723,17171,277465,623892,1277,0.5235,668,1469,393,39740,38473,3344,3730,526,2951,41019060000,0.968117765475591,22.2294591320459
"182","41019070000","Census Tract 700","Douglas County",32132,55673,89320,18615,174433,280426,1841,0.427,766,1931,409,29940,31838,4289,4810,655,3880,41019070000,1.06339345357381,11.0519242516799
"183","41019080000","Census Tract 800","Douglas County",32569,64408,103765,15296,189358,278785,2961,0.4409,1592,3344,605,35199,34808,6656,7809,1277,6051,41019080000,0.98889172987869,11.6488039277134
"184","41019090000","Census Tract 900","Douglas County",29342,51022,78460,11216,140066,216898,2766,0.4223,976,2778,519,25882,26631,5584,6722,1343,5065,41019090000,1.02893903098679,10.6956950539967
"185","41019100000","Census Tract 1000","Douglas County",29337,49695,76920,16064,149930,235440,995,0.4203,508,1180,343,25818,26189,2585,3007,465,2242,41019100000,1.01436981950577,10.3715777185525
"186","41019110000","Census Tract 1100","Douglas County",41295,59837,81085,15982,168016,300395,1030,0.4071,567,1196,217,30565,30493,2534,2919,473,2317,41019110000,0.997644364469164,10.4892015992458
"187","41019120000","Census Tract 1200","Douglas County",24905,40507,64150,13064,95386,123023,3154,0.3602,1250,3362,525,22185,22861,6060,7426,1456,5535,41019120000,1.03047103899031,6.480181200453
"188","41019130000","Census Tract 1300","Douglas County",25528,41503,63549,12421,176965,368176,2219,0.5074,766,2345,489,28555,30511,4643,5425,805,4154,41019130000,1.06849938714761,19.4037260533874
"189","41019140000","Census Tract 1400","Douglas County",24143,41203,71002,10843,168962,346479,2007,0.5048,1109,2507,450,29178,30087,4548,5494,1154,4098,41019140000,1.03115360888341,19.8067226890756
"190","41019150000","Census Tract 1500","Douglas County",34489,47342,63542,15847,101623,137399,3028,0.3246,934,2822,887,20214,20392,6381,7544,1280,5494,41019150000,1.00880577817354,5.45927368086459
"191","41019160000","Census Tract 1600","Douglas County",23457,38327,62084,11079,160219,305375,2947,0.4997,1364,3299,620,24927,23701,6255,7905,1815,5635,41019160000,0.950816383840815,17.6844452165856
"192","41019170000","Census Tract 1700","Douglas County",38684,57313,83787,13877,159238,265310,1367,0.4098,564,1371,374,26804,27464,3072,3653,637,2698,41019170000,1.02462319056857,10.0953178211982
"193","41019180000","Census Tract 1800","Douglas County",35968,52655,71444,15102,120875,161651,1760,0.3542,512,1618,263,23060,23085,3438,4265,810,3175,41019180000,1.0010841283608,6.33056588995496
"194","41019190000","Census Tract 1900","Douglas County",26396,42625,64629,11878,128012,216158,1579,0.4261,923,1878,603,21490,22008,4027,4841,909,3424,41019190000,1.02410423452769,11.2952918430266
"195","41019200000","Census Tract 2000","Douglas County",25174,40575,57767,10731,96372,135096,1639,0.3752,1026,2061,486,18979,19702,4166,5147,969,3680,41019200000,1.03809473628748,7.5251914775101
"196","41019210000","Census Tract 2100","Douglas County",24227,38532,63702,8904,113694,146130,1367,0.4222,980,1949,433,22833,22490,3884,4283,412,3451,41019210000,0.984977882888801,8.8213455675953
"197","41019990000","Census Tract 9900","Douglas County",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,41019990000,NA,NA
"198","41021960100","Census Tract 9601","Gilliam County",30653,43540,71157,12665,123731,179370,714,0.3959,339,848,171,25649,26435,1574,1907,389,1403,41021960100,1.03064446956996,8.28154577773674
"199","41023960100","Census Tract 9601","Grant County",24148,46095,64649,9214,115254,168245,646,0.4139,351,811,110,24487,24958,1495,1719,248,1385,41023960100,1.01923469596112,10.0860260176248
"200","41023960200","Census Tract 9602","Grant County",28412,45300,70728,11244,135386,235299,2332,0.4321,958,2483,353,26514,26919,4628,5464,964,4275,41023960200,1.0152749490835,11.8670062537825
"201","41025960100","Census Tract 9601","Harney County",26787,38507,63117,12268,128717,212721,1994,0.4307,852,2329,408,23782,24867,4408,5242,985,4000,41025960100,1.04562273988731,10.8934067340929
"202","41025960200","Census Tract 9602","Harney County",35733,60969,91361,15842,179172,322291,859,0.4329,262,828,108,31384,31648,1608,1986,429,1500,41025960200,1.00841192964568,12.4979544352884
"203","41027950100","Census Tract 9501","Hood River County",40314,56880,91288,18744,161410,230622,1983,0.3894,353,1361,322,24704,25243,3371,4345,943,3049,41027950100,1.02181832901554,7.81001727115717
"204","41027950200","Census Tract 9502","Hood River County",49675,74657,106367,22660,226277,361018,3606,0.4165,766,2819,439,40336,42213,5805,6972,1256,5366,41027950200,1.04653411344704,9.98183451994194
"205","41027950300","Census Tract 9503","Hood River County",30008,52998,86292,12170,169118,262356,2957,0.4508,726,2602,578,31470,33136,4793,5915,1441,4215,41027950300,1.05293930727677,12.4404191758737
"206","41027950400","Census Tract 9504","Hood River County",45528,61720,91729,27047,269165,605093,2753,0.4801,370,1757,563,30331,26721,4522,5899,1504,3959,41027950400,0.880979855593287,16.6749707199449
"207","41029000100","Census Tract 1","Jackson County",13198,21972,30918,4216,60897,81417,662,0.4239,371,824,221,11346,11173,1478,1991,478,1257,41029000100,0.98475233562489,9.35075226828988
"208","41029000201","Census Tract 2.01","Jackson County",17120,31213,45900,5659,86826,136920,1629,0.4382,343,1462,569,14966,15354,3072,3914,900,2503,41029000201,1.02592543097688,12.0215988410378
"209","41029000202","Census Tract 2.02","Jackson County",21771,40612,57243,9089,108784,167466,1712,0.4227,387,1361,519,17889,18898,3184,3828,860,2665,41029000202,1.05640337637654,10.8532728451069
"210","41029000203","Census Tract 2.03","Jackson County",30265,44193,60122,12581,92176,118370,1983,0.3338,276,1623,426,20956,20270,3062,3849,892,2636,41029000203,0.967264745180378,5.52536992951501
"211","41029000300","Census Tract 3","Jackson County",22132,39688,59070,9954,122950,218284,2714,0.4474,711,2418,406,20317,20573,4679,6179,1457,4273,41029000300,1.01260028547522,13.6061833821604
"212","41029000403","Census Tract 4.03","Jackson County",47125,72525,99475,20939,195977,326662,1766,0.3993,521,1593,224,35145,37682,3363,4120,781,3139,41029000403,1.07218665528525,9.59867183826986
"213","41029000404","Census Tract 4.04","Jackson County",47778,77435,105505,22127,200759,351678,2137,0.3962,514,1741,359,33912,35487,3867,4749,1123,3508,41029000404,1.04644373673036,10.061597882841
"214","41029000405","Census Tract 4.05","Jackson County",25922,42840,58687,10490,115071,170487,1982,0.4072,571,1748,324,20873,21536,3521,4472,1000,3197,41029000405,1.03176352225363,9.36433044051412
"215","41029000406","Census Tract 4.06","Jackson County",32336,53409,76265,12638,131800,199452,2157,0.3939,700,2035,249,25983,26780,3820,4841,1100,3571,41029000406,1.0306739021668,8.86965802463646
"216","41029000501","Census Tract 5.01","Jackson County",25686,42047,67132,11547,131507,200685,1454,0.4327,312,1323,213,24690,26204,2354,3045,719,2141,41029000501,1.06132037262049,10.7799532672629
"217","41029000502","Census Tract 5.02","Jackson County",19465,27902,45745,7185,125880,243866,2825,0.5083,749,2368,474,18807,19461,4916,6116,1235,4442,41029000502,1.03477428617004,18.3013883677298
"218","41029000601","Census Tract 6.01","Jackson County",53642,80002,114612,24816,279806,576440,2779,0.4548,959,2672,434,44789,45297,5380,6617,1330,4946,41029000601,1.01134207059769,14.6942313084708
"219","41029000602","Census Tract 6.02","Jackson County",26288,44723,76265,11288,181516,315068,1939,0.4971,1603,2914,402,35561,36546,4958,5687,827,4556,41029000602,1.02769888360845,16.7696401958697
"220","41029000700","Census Tract 7","Jackson County",36212,51240,77127,19142,131833,183877,4221,0.3588,834,3560,917,23871,24392,7430,9476,2478,6513,41029000700,1.02182564618156,6.64367525382086
"221","41029000800","Census Tract 8","Jackson County",23822,43827,66927,8139,147269,203914,2500,0.4694,1047,2553,739,24143,25097,5178,6224,1215,4439,41029000800,1.03951455908545,12.7601764650668
"222","41029000900","Census Tract 9","Jackson County",36828,61308,89297,15243,201256,384321,4099,0.4577,997,3391,758,30935,30609,6905,9155,2538,6147,41029000900,0.989461774688864,14.761421904707
"223","41029001001","Census Tract 10.01","Jackson County",33125,50904,72367,15588,120220,175184,3102,0.3623,845,2602,486,24164,25022,5438,6558,1304,4952,41029001001,1.03550736633008,7.19249481657874
"224","41029001002","Census Tract 10.02","Jackson County",30069,48506,75897,11652,150410,278213,1929,0.4444,493,1711,343,24506,25174,3407,4475,1171,3064,41029001002,1.02725863053946,13.3368327700678
"225","41029001100","Census Tract 11","Jackson County",35982,57186,87959,16494,156247,233320,2335,0.3991,586,2026,526,27998,28575,4303,5254,1075,3777,41029001100,1.02060861490106,8.89244607058465
"226","41029001200","Census Tract 12","Jackson County",40824,50442,69594,21295,131624,206173,1954,0.3434,358,1567,409,22082,22956,3437,4538,1158,3028,41029001200,1.03957974821121,6.63800125565447
"227","41029001301","Census Tract 13.01","Jackson County",37803,56217,74960,13643,150135,260219,2242,0.4046,405,1587,684,21067,21721,4511,5483,1275,3827,41029001301,1.0310438125979,10.116199510166
"228","41029001302","Census Tract 13.02","Jackson County",39904,60730,85589,16107,158528,244316,4400,0.3925,774,3412,1041,25036,26706,8004,10143,2437,6963,41029001302,1.0667039463173,8.72385781364375
"229","41029001400","Census Tract 14","Jackson County",40648,63213,94937,17086,196464,338814,4980,0.4345,1509,4409,923,33015,33906,8931,11106,2568,8008,41029001400,1.02698773284871,11.7370700107389
"230","41029001500","Census Tract 15","Jackson County",37742,60842,90172,14316,348191,907680,1978,0.5925,1131,2249,374,49114,50670,4366,5029,695,3992,41029001500,1.03168139430712,34.8718736793576
"231","41029001601","Census Tract 16.01","Jackson County",23216,35890,53413,8251,100355,161566,1876,0.4172,941,2103,500,20503,21160,4032,4640,746,3532,41029001601,1.03204409110862,10.2689166428322
"232","41029001602","Census Tract 16.02","Jackson County",23128,43236,76259,10560,149501,220257,3087,0.4647,1146,2884,505,27064,28557,5622,6714,1266,5117,41029001602,1.0551655335501,13.0762882925671
"233","41029001700","Census Tract 17","Jackson County",22279,38534,61438,8281,122267,180176,2973,0.4502,1362,3354,832,22851,23379,6366,7585,1531,5534,41029001700,1.02310620979388,11.7916230366492
"234","41029001800","Census Tract 18","Jackson County",27557,53889,84393,8501,215870,429678,3913,0.528,1656,4053,479,37071,33807,7423,8722,1633,6944,41029001800,0.911952739338027,23.8326030284542
"235","41029001900","Census Tract 19","Jackson County",22703,33039,53847,9605,144036,244766,1499,0.4927,223,991,255,20831,22305,2622,2842,253,2367,41029001900,1.07075992511161,15.15203664727
"236","41029002000","Census Tract 20","Jackson County",26725,42775,69844,9204,212551,404710,1168,0.5449,427,1172,157,40758,41016,1992,2082,134,1835,41029002000,1.00633004563521,22.5283197417128
"237","41029002100","Census Tract 21","Jackson County",33266,54718,99656,14436,251282,452207,1344,0.5168,774,1717,254,47041,48976,2930,3368,544,2676,41029002100,1.04113432962735,18.9596662613727
"238","41029002200","Census Tract 22","Jackson County",31356,58090,105106,7538,279834,533307,1991,0.5578,977,2217,377,47969,50058,3971,4546,749,3594,41029002200,1.0435489587025,27.4236128965907
"239","41029002300","Census Tract 23","Jackson County",39926,65476,89271,15715,150353,220635,613,0.3759,326,685,103,30454,30884,1447,1652,258,1344,41029002300,1.01411965587443,7.93066264085836
"240","41029002400","Census Tract 24","Jackson County",36859,64537,103891,18383,191717,327644,893,0.4292,248,747,223,34419,36137,1711,1843,238,1488,41029002400,1.04991429152503,11.8621338836393
"241","41029002500","Census Tract 25","Jackson County",53996,86632,117524,17809,234068,407154,984,0.4177,437,1039,175,46392,46161,2108,2320,278,1933,41029002500,0.995020693222969,11.3405473156465
"242","41029002600","Census Tract 26","Jackson County",27536,51223,80595,9410,172237,333708,831,0.484,564,1159,357,30356,30511,2354,2676,389,1997,41029002600,1.00510607458163,18.0646348725166
"243","41029002700","Census Tract 27","Jackson County",29289,48831,73077,11872,137020,197872,2766,0.4165,1393,3234,905,26722,25963,6395,7311,1196,5490,41029002700,0.971596437392411,9.61453803357547
"244","41029002800","Census Tract 28","Jackson County",40743,58423,82022,17460,186602,319222,1958,0.427,597,1872,722,29820,30687,4294,4960,747,3572,41029002800,1.02907444668008,10.9692627527791
"245","41029002900","Census Tract 29","Jackson County",32516,51436,73316,13635,161704,290350,2806,0.4393,1475,3343,789,28481,28125,6953,7792,1009,6164,41029002900,0.987500438889084,12.5826092609044
"246","41029003001","Census Tract 30.01","Jackson County",30442,49392,76049,11594,141483,189837,1647,0.4177,720,1779,563,27522,27858,3616,4039,543,3053,41029003001,1.01220841508611,9.03211532971739
"247","41029003002","Census Tract 30.02","Jackson County",34818,60879,100296,15060,187337,328358,1731,0.4439,714,1919,267,35746,36384,3724,4326,663,3457,41029003002,1.01784815084205,13.1664461285537
"248","41031940000","Census Tract 9400","Jefferson County",22216,41319,62446,8531,110702,157097,1002,0.4222,269,844,649,13246,27556,2562,3547,980,1913,41031940000,2.08032613619206,10.2186880020815
"249","41031960100","Census Tract 9601","Jefferson County",34335,60370,84079,15697,220458,496258,725,0.4914,207,575,663,23912,25916,2114,2369,312,1451,41031960100,1.08380729340917,19.8376239206908
"250","41031960201","Census Tract 9602.01","Jefferson County",24101,36589,68407,10321,124358,183248,1489,0.4375,392,1168,162,20319,19629,2642,3411,795,2480,41031960201,0.966041635907279,10.6471442682006
"251","41031960202","Census Tract 9602.02","Jefferson County",29197,48048,76998,11904,132422,173260,1946,0.4083,848,2011,443,23469,24761,4230,5377,1320,3787,41031960202,1.05505134432656,8.43093841998978
"252","41031960301","Census Tract 9603.01","Jefferson County",33689,55455,74091,16600,137694,222709,1284,0.383,873,1711,181,29775,31522,3429,3752,290,3248,41031960301,1.05867338371117,8.85716558293066
"253","41031960302","Census Tract 9603.02","Jefferson County",37797,56546,81350,19603,146133,208568,1851,0.3705,519,1583,436,23403,25808,3598,4687,1242,3162,41031960302,1.1027646028287,7.26717770034843
"254","41033360100","Census Tract 3601","Josephine County",24306,34034,56525,7110,144694,250041,480,0.4995,612,899,273,22909,23038,1833,2109,338,1560,41033360100,1.00563097472609,15.9180672268908
"255","41033360300","Census Tract 3603","Josephine County",28452,47701,74544,11353,126524,197174,2256,0.4092,888,2359,622,23323,24044,4911,5740,1013,4289,41033360300,1.03091369034858,9.90699660846627
"256","41033360400","Census Tract 3604","Josephine County",34927,57175,80110,13917,243173,521131,1376,0.52,934,1875,646,34559,35145,3947,4641,663,3301,41033360400,1.01695650915825,21.338588158218
"257","41033360500","Census Tract 3605","Josephine County",18773,35141,61455,6701,133232,222604,2310,0.4987,1028,2447,656,20017,21958,4994,6326,1444,4338,41033360500,1.09696757755907,17.4769568972285
"258","41033360600","Census Tract 3606","Josephine County",31631,50294,73127,11114,187497,372878,2644,0.4896,838,2596,670,29241,29695,5115,6213,1113,4445,41033360600,1.01552614479669,17.4466253362966
"259","41033360701","Census Tract 3607.01","Josephine County",26915,39832,55761,10360,109107,177555,1922,0.4027,492,1763,360,19797,20573,3327,4325,998,2967,41033360701,1.03919785826135,9.52676056338028
"260","41033360702","Census Tract 3607.02","Josephine County",26356,45643,64052,10391,113839,172305,2562,0.402,1096,2661,291,24349,25942,4622,5748,987,4331,41033360702,1.06542363136063,9.37790840068577
"261","41033360800","Census Tract 3608","Josephine County",32280,56354,75754,14579,179186,382879,1956,0.4605,926,2219,424,29966,29594,4555,5268,767,4131,41033360800,0.987585930721484,16.3417486502059
"262","41033360900","Census Tract 3609","Josephine County",27089,41988,64175,14952,109351,161337,771,0.3738,688,1186,360,23271,24357,2383,2637,379,2023,41033360900,1.04666752610545,7.67522180728337
"263","41033361000","Census Tract 3610","Josephine County",33657,50960,75296,11233,150688,273347,1670,0.433,995,2090,506,25902,26053,4565,5184,743,4059,41033361000,1.00582966566288,12.1785252840276
"264","41033361100","Census Tract 3611","Josephine County",23800,38647,61281,10328,142806,298334,3516,0.4831,1712,4007,757,24295,25320,7543,9315,1980,6786,41033361100,1.04218975097757,17.4832395686826
"265","41033361200","Census Tract 3612","Josephine County",26212,41338,60441,8812,125443,209209,2702,0.4388,1123,2905,753,20673,20496,6050,7382,1617,5297,41033361200,0.99143810767668,11.946608040201
"266","41033361300","Census Tract 3613","Josephine County",35482,60052,87404,16652,154799,260199,2784,0.3995,1229,3059,507,29237,30139,6336,7345,1081,5829,41033361300,1.03085131853473,9.98193117735067
"267","41033361400","Census Tract 3614","Josephine County",20232,35328,58233,4300,143989,233273,837,0.521,636,1205,409,21975,23650,2381,2874,560,1972,41033361400,1.07622298065984,19.0178542312082
"268","41033361500","Census Tract 3615","Josephine County",26498,42126,61705,11329,137471,229017,744,0.4428,517,1097,351,23867,23422,2163,2553,450,1812,41033361500,0.981355009008254,12.108652549766
"269","41033361600","Census Tract 3616","Josephine County",19896,31314,51915,7367,122549,217793,2189,0.4872,2051,3610,1061,21617,21792,7001,7821,973,5940,41033361600,1.00809548040894,15.9771851960533
"270","41035970100","Census Tract 9701","Klamath County",31653,43161,62461,12097,114831,171045,1104,0.3826,604,1330,488,22472,22279,2916,3233,378,2428,41035970100,0.991411534353863,7.8192
"271","41035970200","Census Tract 9702","Klamath County",24682,38633,58297,11278,141511,275610,1177,0.4678,1262,2188,528,23460,25968,4266,5283,940,3738,41035970200,1.10690537084399,15.3286985539488
"272","41035970300","Census Tract 9703","Klamath County",32577,48844,71495,16606,130922,215284,888,0.3827,699,1256,159,27202,28527,2430,2841,497,2271,41035970300,1.04870965370193,8.75440701055243
"273","41035970400","Census Tract 9704","Klamath County",35518,49722,69450,14495,157004,246839,523,0.4147,252,532,115,26096,27514,1134,1398,283,1019,41035970400,1.05433782955242,9.87099354167916
