school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,frl
2017-2018,41,OREGON,Grant Community School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000740,411082000786,325
2017-2018,41,OREGON,Grant High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000912,411004000962,201
2017-2018,41,OREGON,Grant Union Junior/Senior High School,OR-00000000002008,4106780,OR-00000000002008-00000000000000000331,410678000350,130
2017-2018,41,OREGON,Grant Watts Elementary School,OR-00000000001944,4110980,OR-00000000001944-00000000000000000158,411098000168,125
2017-2018,41,OREGON,Grants Pass High School,OR-00000000002054,4105910,OR-00000000002054-00000000000000000442,410591000464,928
2017-2018,41,OREGON,Gray Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000852,411004000896,96
2017-2018,41,OREGON,Green Acres School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000653,410738000684,233
2017-2018,41,OREGON,Green Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000272,411071000291,187
2017-2018,41,OREGON,Greenway Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001157,410192001289,244
2017-2018,41,OREGON,Greenwood Elementary School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001068,410720001126,232
2017-2018,41,OREGON,Gresham Arthur Academy,OR-00000000002183,4106000,OR-00000000002183-00000000000000004601,410600001733,56
2017-2018,41,OREGON,Gresham High School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000986,410600001040,877
2017-2018,41,OREGON,Griffin Creek Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000408,410804000428,256
2017-2018,41,OREGON,Groner K-8,OR-00000000002239,4100023,OR-00000000002239-00000000000000001152,410002301203,124
2017-2018,41,OREGON,Grout Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000854,411004000898,208
2017-2018,41,OREGON,Grove Elementary School,OR-00000000002205,4108160,OR-00000000002205-00000000000000005295,410816001837,185
2017-2018,41,OREGON,Gubser Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000745,411082000791,286
2017-2018,41,OREGON,Guy Lee Elementary School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000548,411167000582,366
2017-2018,41,OREGON,Haines Elementary School,OR-00000000001894,4101710,OR-00000000001894-00000000000000000004,410171000030,58
2017-2018,41,OREGON,Hall Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000936,410600001304,361
2017-2018,41,OREGON,Hallinan Elementary School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000054,410723001308,27
2017-2018,41,OREGON,Hallman Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003377,411082001444,402
2017-2018,41,OREGON,Hamilton Creek School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000658,410738000696,146
2017-2018,41,OREGON,Hamlin Middle School,OR-00000000002083,4111670,OR-00000000002083-00000000000000000549,411167000591,585
2017-2018,41,OREGON,Hammond Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003376,411082001443,385
2017-2018,41,OREGON,Hanby Middle School,OR-00000000002042,4102940,OR-00000000002042-00000000000000000387,410294000407,143
2017-2018,41,OREGON,Happy Valley Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004763,410883000076,46
2017-2018,41,OREGON,Happy Valley Middle School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004715,410883001782,179
2017-2018,41,OREGON,Harbor Lights Middle School,OR-00000000001969,4101800,OR-00000000001969-00000000000000000216,410180000235,158
2017-2018,41,OREGON,Harper Charter School,OR-00000000002114,4106120,OR-00000000002114-00000000000000003362,410612000758,72
2017-2018,41,OREGON,Harrisburg Elementary School,OR-00000000002099,4100019,OR-00000000002099-00000000000000000659,410001900698,220
2017-2018,41,OREGON,Harrisburg High School,OR-00000000002099,4100019,OR-00000000002099-00000000000000000689,410001900731,146
2017-2018,41,OREGON,Harrisburg Middle School,OR-00000000002099,4100019,OR-00000000002099-00000000000000002723,410001901422,109
2017-2018,41,OREGON,Harrison Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000576,411158000611,271
2017-2018,41,OREGON,Harrison Park School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000842,411004000885,537
2017-2018,41,OREGON,Harritt Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004068,411082001600,319
2017-2018,41,OREGON,Hartley Elementary School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000947,411052001000,435
2017-2018,41,OREGON,Harvey Clarke Elementary School,OR-00000000002241,4105160,OR-00000000002241-00000000000000001132,410516001186,184
2017-2018,41,OREGON,Hauton B Lee Middle School,OR-00000000002182,4110520,OR-00000000002182-00000000000000000954,411052001007,594
2017-2018,41,OREGON,Hawthorne Elementary School,OR-00000000002102,4111970,OR-00000000002102-00000000000000000663,411197000702,231
2017-2018,41,OREGON,Hawthorne Middle/High School,OR-00000000002207,4109510,OR-00000000002207-00000000000000004116,410951001689,NA
2017-2018,41,OREGON,Hayesville Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000755,411082000801,376
2017-2018,41,OREGON,Hayhurst Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000855,411004000899,106
2017-2018,41,OREGON,Hazelbrook Middle School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001300,411224000381,316
2017-2018,41,OREGON,Hazeldale Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001164,410192001215,234
2017-2018,41,OREGON,Health & Science School,OR-00000000002243,4101920,OR-00000000002243-00000000000000004638,410192001745,389
2017-2018,41,OREGON,Hedrick Middle School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000421,410804000442,413
2017-2018,41,OREGON,Helensview High School,OR-00000000002148,4180180,OR-00000000002148-00000000000000001298,418018000230,51
2017-2018,41,OREGON,Helix School,OR-00000000002201,4106270,OR-00000000002201-00000000000000003364,410627001084,44
2017-2018,41,OREGON,Helman Elementary School,OR-00000000002041,4101560,OR-00000000002041-00000000000000000377,410156000397,91
2017-2018,41,OREGON,Henley Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000473,410702000498,305
2017-2018,41,OREGON,Henley High School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000485,410702000510,251
2017-2018,41,OREGON,Henley Middle School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000481,410702000506,250
2017-2018,41,OREGON,Henry L Slater Elementary School,OR-00000000002014,4102490,OR-00000000002014-00000000000000000342,410249000361,239
2017-2018,41,OREGON,Heppner Elementary School,OR-00000000002147,4108520,OR-00000000002147-00000000000000000815,410852000859,82
2017-2018,41,OREGON,Heppner Junior/Senior High School,OR-00000000002147,4108520,OR-00000000002147-00000000000000000818,410852000861,63
2017-2018,41,OREGON,Heritage Elementary,OR-00000000002146,4113530,OR-00000000002146-00000000000000001359,411353001051,695
2017-2018,41,OREGON,Hermiston High School,OR-00000000002206,4106300,OR-00000000002206-00000000000000001040,410630001097,960
2017-2018,41,OREGON,Hidden Valley High School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000455,410690000479,244
2017-2018,41,OREGON,High Desert Middle School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001309,410198000263,356
2017-2018,41,OREGON,High Lakes Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000003218,410198001487,56
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002001,4110410,OR-00000000002001-00000000000000000309,411041000329,240
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002054,4105910,OR-00000000002054-00000000000000000436,410591000458,248
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000743,411082000789,394
2017-2018,41,OREGON,Highland Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000935,410600000991,465
2017-2018,41,OREGON,Highland Hills Elementary School,OR-00000000002206,4106300,OR-00000000002206-00000000000000001034,410630001293,260
2017-2018,41,OREGON,Highland Park Middle School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001184,410192001237,289
2017-2018,41,OREGON,Highland School at Kenwood Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000003219,410198001438,33
2017-2018,41,OREGON,Hilda Lahti Elementary School,OR-00000000002262,4100040,OR-00000000002262-00000000000000000166,410004000176,180
2017-2018,41,OREGON,Hillcrest Elementary School,OR-00000000001966,4108820,OR-00000000001966-00000000000000000204,410882000219,287
2017-2018,41,OREGON,Hillsboro High School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001201,410002301252,661
2017-2018,41,OREGON,Hillsboro Online Academy,OR-00000000002239,4100023,OR-00000000002239-00000000000000004973,410002301824,NA
2017-2018,41,OREGON,Hillside Elementary,OR-00000000002043,4104500,OR-00000000002043-00000000000000000390,410450000410,279
2017-2018,41,OREGON,Hines Middle School,OR-00000000002014,4102490,OR-00000000002014-00000000000000000355,410249000363,93
2017-2018,41,OREGON,Hiteon Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001165,410192001216,183
2017-2018,41,OREGON,Hogan Cedars Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000003543,410600004182,418
2017-2018,41,OREGON,Holcomb Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000107,410933000114,266
2017-2018,41,OREGON,Holley Elementary School,OR-00000000002102,4111970,OR-00000000002102-00000000000000000664,411197000703,111
2017-2018,41,OREGON,Hollydale Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000000937,410600001303,340
2017-2018,41,OREGON,Holt Elementary School,OR-00000000002082,4104740,OR-00000000002082-00000000000000004157,410474001609,328
2017-2018,41,OREGON,Hood River Middle School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000361,410651000387,221
2017-2018,41,OREGON,Hood River Valley High School,OR-00000000002024,4106510,OR-00000000002024-00000000000000000369,410651000390,630
2017-2018,41,OREGON,Hoover Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000033,410348000040,85
2017-2018,41,OREGON,Hoover Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000409,410804000429,185
2017-2018,41,OREGON,Hoover Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000744,411082000790,365
2017-2018,41,OREGON,Hope Chinese Charter School,OR-00000000002243,4101920,OR-00000000002243-00000000000000004867,410192001823,NA
2017-2018,41,OREGON,Hosford Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000858,411004000902,174
2017-2018,41,OREGON,Houck Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000001330,411082000664,898
2017-2018,41,OREGON,Howard Eccles Elementary School,OR-00000000001929,4102640,OR-00000000001929-00000000000000000124,410264000132,139
2017-2018,41,OREGON,Howard Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000410,410804000430,371
2017-2018,41,OREGON,Howard Elementary School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000515,410474000544,354
2017-2018,41,OREGON,Howard Street Charter,OR-00000000002142,4110820,OR-00000000002142-00000000000000001358,411082001048,19
2017-2018,41,OREGON,Hucrest Elementary School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000273,411071000292,168
2017-2018,41,OREGON,Hudson Park Elementary School,OR-00000000001946,4103265,OR-00000000001946-00000000000000000171,410326500181,278
2017-2018,41,OREGON,Humbolt Elementary School,OR-00000000002008,4106780,OR-00000000002008-00000000000000000327,410678000347,169
2017-2018,41,OREGON,Huntington School,OR-00000000001895,4106600,OR-00000000001895-00000000000000003351,410660000011,71
2017-2018,41,OREGON,Illinois Valley High School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000456,410690000480,250
2017-2018,41,OREGON,Imbler Charter School,OR-00000000002215,4106630,OR-00000000002215-00000000000000001079,410663001137,111
2017-2018,41,OREGON,Imlay Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000003536,410002304174,146
2017-2018,41,OREGON,Imnaha Elementary School,OR-00000000002219,4106870,OR-00000000002219-00000000000000001084,410687001142,NA
2017-2018,41,OREGON,Inavale Community Partners dba Muddy Creek Charter School,OR-00000000001901,4103480,OR-00000000001901-00000000000000004637,410348001743,NA
2017-2018,41,OREGON,Independence Elementary School,OR-00000000002191,4102840,OR-00000000002191-00000000000000000998,410284001054,310
2017-2018,41,OREGON,Indian Hills Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001148,410002301295,149
2017-2018,41,OREGON,Insight School of Oregon Painted Hills,OR-00000000002249,4108280,OR-00000000002249-00000000000000005150,410828001813,NA
2017-2018,41,OREGON,International School of Beaverton,OR-00000000002243,4101920,OR-00000000002243-00000000000000004474,410192001647,154
2017-2018,41,OREGON,Inza R Wood Middle School,OR-00000000001922,4113170,OR-00000000001922-00000000000000000046,411317001318,170
2017-2018,41,OREGON,Ione Community Charter School,OR-00000000003997,4100047,OR-00000000003997-00000000000000003363,410004700862,88
2017-2018,41,OREGON,Irrigon Elementary School,OR-00000000002147,4108520,OR-00000000002147-00000000000000004048,410852001598,173
2017-2018,41,OREGON,Irrigon Junior/Senior High School,OR-00000000002147,4108520,OR-00000000002147-00000000000000000817,410852001312,274
2017-2018,41,OREGON,Irving Elementary School,OR-00000000002088,4102040,OR-00000000002088-00000000000000000585,410204000619,147
2017-2018,41,OREGON,Irvington Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000861,411004000905,110
2017-2018,41,OREGON,Island City Elementary School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001069,410720001128,160
2017-2018,41,OREGON,J Clyde Hopkins Elementary School,OR-00000000002244,4111290,OR-00000000002244-00000000000000001191,411129001244,165
2017-2018,41,OREGON,J W Poynter Middle School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001199,410002301251,329
2017-2018,41,OREGON,Jackson Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000411,410804000431,387
2017-2018,41,OREGON,Jackson Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001285,410002301373,111
2017-2018,41,OREGON,Jackson Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001277,411004001365,155
2017-2018,41,OREGON,Jacksonville Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000412,410804000432,131
2017-2018,41,OREGON,Jacob Wismer Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000003437,410192001445,42
2017-2018,41,OREGON,James John Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000862,411004000906,262
2017-2018,41,OREGON,James Templeton Elementary School,OR-00000000002242,4112240,OR-00000000002242-00000000000000001139,411224001192,241
2017-2018,41,OREGON,Jane Goodall Environmental Middle Charter School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004210,411082001536,13
2017-2018,41,OREGON,Jefferson County Middle School,OR-00000000002053,4106740,OR-00000000002053-00000000000000001773,410674000656,355
2017-2018,41,OREGON,Jefferson Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000035,410348000042,96
2017-2018,41,OREGON,Jefferson Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000413,410804000433,408
2017-2018,41,OREGON,Jefferson Elementary School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000721,410671000769,241
2017-2018,41,OREGON,Jefferson High School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000723,410671000770,153
2017-2018,41,OREGON,Jefferson High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000913,411004000964,427
2017-2018,41,OREGON,Jefferson Middle School,OR-00000000002140,4106710,OR-00000000002140-00000000000000000722,410671001294,123
2017-2018,41,OREGON,Jennings Lodge Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000110,410933000117,155
2017-2018,41,OREGON,Jewell School,OR-00000000001934,4106750,OR-00000000001934-00000000000000003352,410675000158,80
2017-2018,41,OREGON,Jewett Elementary School,OR-00000000002042,4102940,OR-00000000002042-00000000000000000383,410294000403,398
2017-2018,41,OREGON,Joan Austin Elementary School,OR-00000000002254,4108720,OR-00000000002254-00000000000000004342,410872001674,167
2017-2018,41,OREGON,John C Fremont Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000278,411071000298,419
2017-2018,41,OREGON,John F Kennedy High School,OR-00000000002145,4108550,OR-00000000002145-00000000000000000794,410855000839,125
2017-2018,41,OREGON,John McLoughlin Elementary School,OR-00000000001928,4109330,OR-00000000001928-00000000000000000114,410933000122,130
2017-2018,41,OREGON,John Muir Elementary School,OR-00000000002041,4101560,OR-00000000002041-00000000000000004476,410156001654,37
2017-2018,41,OREGON,John Tuck Elementary School,OR-00000000001977,4110350,OR-00000000001977-00000000000000000258,411035000277,302
2017-2018,41,OREGON,John Wetten Elementary School,OR-00000000001931,4105610,OR-00000000001931-00000000000000000136,410561000144,351
2017-2018,41,OREGON,Jordan Valley Elementary School,OR-00000000002107,4106820,OR-00000000002107-00000000000000000691,410682000697,NA
2017-2018,41,OREGON,Jordan Valley High School,OR-00000000002107,4106820,OR-00000000002107-00000000000000000712,410682000760,NA
2017-2018,41,OREGON,Joseph Charter School,OR-00000000002219,4106870,OR-00000000002219-00000000000000001087,410687001145,109
2017-2018,41,OREGON,Joseph Conger Elementary School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000459,410708000483,280
2017-2018,41,OREGON,Joseph Gale Elementary School,OR-00000000002241,4105160,OR-00000000002241-00000000000000001133,410516001187,337
2017-2018,41,OREGON,Joseph Lane Middle School,OR-00000000001991,4110710,OR-00000000001991-00000000000000000279,411071000299,374
2017-2018,41,OREGON,Judson Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000765,411082000811,407
2017-2018,41,OREGON,Junction City High School,OR-00000000002091,4106930,OR-00000000002091-00000000000000000597,410693000632,215
2017-2018,41,OREGON,Juniper Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000246,410198000265,276
2017-2018,41,OREGON,Juntura Elementary School,OR-00000000002109,4106960,OR-00000000002109-00000000000000000700,410696000747,NA
2017-2018,41,OREGON,Kairos PDX,OR-00000000002180,4110040,OR-00000000002180-00000000000000005218,411004001830,71
2017-2018,41,OREGON,Kalapuya Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000004858,411082001809,197
2017-2018,41,OREGON,Kalapuya High School,OR-00000000002088,4102040,OR-00000000002088-00000000000000003566,410204004178,51
2017-2018,41,OREGON,Kalmiopsis Elementary School,OR-00000000001974,4102310,OR-00000000001974-00000000000000000236,410231000254,412
2017-2018,41,OREGON,Keating Elementary School,OR-00000000001894,4101710,OR-00000000001894-00000000000000000005,410171000034,NA
2017-2018,41,OREGON,Keizer Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000747,411082000793,523
2017-2018,41,OREGON,Kelly Creek Elementary School,OR-00000000002183,4106000,OR-00000000002183-00000000000000001313,410600000534,361
2017-2018,41,OREGON,Kelly Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000864,411004000909,390
2017-2018,41,OREGON,Kelly Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000518,410474000562,277
2017-2018,41,OREGON,Kelso Elementary School,OR-00000000001926,4110890,OR-00000000001926-00000000000000000099,411089001297,126
2017-2018,41,OREGON,Kennedy Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000416,410804000436,335
2017-2018,41,OREGON,Kennedy Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000746,411082000792,370
2017-2018,41,OREGON,Kennedy Middle School,OR-00000000002082,4104740,OR-00000000002082-00000000000000000519,410474000564,196
2017-2018,41,OREGON,Keno Elementary School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000474,410702000499,120
2017-2018,41,OREGON,Kids Unlimited Academy,OR-00000000002048,4108040,OR-00000000002048-00000000000000005205,410804001829,306
2017-2018,41,OREGON,Kings Valley Charter School,OR-00000000001900,4109600,OR-00000000001900-00000000000000003440,410960000021,102
2017-2018,41,OREGON,Kinnaman Elementary School,OR-00000000002243,4101920,OR-00000000002243-00000000000000001166,410192001217,449
2017-2018,41,OREGON,Klamath Learning Center,OR-00000000002056,4107080,OR-00000000002056-00000000000000005355,410708001847,NA
2017-2018,41,OREGON,Klamath Union High School,OR-00000000002056,4107080,OR-00000000002056-00000000000000000487,410708000512,389
2017-2018,41,OREGON,Knappa High School,OR-00000000002262,4100040,OR-00000000002262-00000000000000000169,410004000179,70
2017-2018,41,OREGON,La Grande High School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001073,410720001131,240
2017-2018,41,OREGON,La Grande Middle School,OR-00000000002212,4107200,OR-00000000002212-00000000000000001072,410720001127,262
2017-2018,41,OREGON,Lacomb School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000671,410738000710,110
2017-2018,41,OREGON,LaCreole Middle School,OR-00000000002190,4103860,OR-00000000002190-00000000000000000994,410386001049,313
2017-2018,41,OREGON,Ladd Acres Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001150,410002301201,155
2017-2018,41,OREGON,Lafayette Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000640,410112000670,230
2017-2018,41,OREGON,Lake Creek Learning Center,OR-00000000002043,4104500,OR-00000000002043-00000000000000003147,410450001416,17
2017-2018,41,OREGON,Lake Grove Elementary School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000055,410723000061,29
2017-2018,41,OREGON,Lake Oswego Middle School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000059,410723000066,71
2017-2018,41,OREGON,Lake Oswego Senior High School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000061,410723000068,101
2017-2018,41,OREGON,Lakeridge High School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000062,410723000069,75
2017-2018,41,OREGON,Lakeridge Middle School,OR-00000000001923,4107230,OR-00000000001923-00000000000000000060,410723000067,66
2017-2018,41,OREGON,Lakeview Senior High School,OR-00000000002059,4107280,OR-00000000002059-00000000000000000492,410728000519,108
2017-2018,41,OREGON,Lamb Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003375,411082001442,406
2017-2018,41,OREGON,Lane Middle School,OR-00000000002180,4110040,OR-00000000002180-00000000000000001243,411004000912,348
2017-2018,41,OREGON,LaPine Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000245,410198000262,280
2017-2018,41,OREGON,LaPine Middle School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001310,410198000264,217
2017-2018,41,OREGON,LaPine Senior High School,OR-00000000001976,4101980,OR-00000000001976-00000000000000000253,410198000272,278
2017-2018,41,OREGON,Latham Elementary School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000577,411158000612,68
2017-2018,41,OREGON,Laurel Elementary School,OR-00000000002091,4106930,OR-00000000002091-00000000000000000595,410693000630,233
2017-2018,41,OREGON,Laurel Ridge Middle School,OR-00000000002244,4111290,OR-00000000002244-00000000000000004731,411129001788,42
2017-2018,41,OREGON,Laurelhurst Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000868,411004000913,69
2017-2018,41,OREGON,Lava Ridge Elementary School,OR-00000000001976,4101980,OR-00000000001976-00000000000000001317,410198000546,171
2017-2018,41,OREGON,Le Monde French Immersion Public Charter School,OR-00000000002180,4110040,OR-00000000002180-00000000000000005060,411004001814,18
2017-2018,41,OREGON,Lebanon High School,OR-00000000002101,4107380,OR-00000000002101-00000000000000000688,410738000730,552
2017-2018,41,OREGON,Lee Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000003526,411082004192,174
2017-2018,41,OREGON,Lee Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000869,411004000914,312
2017-2018,41,OREGON,Lenox Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000001110,410002301300,133
2017-2018,41,OREGON,Lent Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000870,411004000915,436
2017-2018,41,OREGON,Leslie Middle School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000766,411082000812,470
2017-2018,41,OREGON,Lewelling Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004764,410883000085,226
2017-2018,41,OREGON,Lewis & Clark Elementary School,OR-00000000001933,4101620,OR-00000000001933-00000000000000000147,410162000156,225
2017-2018,41,OREGON,Lewis & Clark Elementary School,OR-00000000001948,4111720,OR-00000000001948-00000000000000003569,411172004195,310
2017-2018,41,OREGON,Lewis and Clark Montessori Charter School,OR-00000000002183,4106000,OR-00000000002183-00000000000000004667,410600001757,126
2017-2018,41,OREGON,Lewis Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000871,411004000916,88
2017-2018,41,OREGON,Liberty Elementary School,OR-00000000002100,4101120,OR-00000000002100-00000000000000000641,410112000671,106
2017-2018,41,OREGON,Liberty Elementary School,OR-00000000002142,4110820,OR-00000000002142-00000000000000000749,411082000795,215
2017-2018,41,OREGON,Liberty Elementary School,OR-00000000002197,4112320,OR-00000000002197-00000000000000001013,411232001071,187
2017-2018,41,OREGON,Liberty High School,OR-00000000002239,4100023,OR-00000000002239-00000000000000004018,410002301585,554
2017-2018,41,OREGON,Lighthouse Charter School,OR-00000000001965,4103660,OR-00000000001965-00000000000000003615,410366004188,69
2017-2018,41,OREGON,Lincoln City Career Technical High School,OR-00000000002097,4107500,OR-00000000002097-00000000000000003240,410750001493,NA
2017-2018,41,OREGON,Lincoln Elementary School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000036,410348000043,214
2017-2018,41,OREGON,Lincoln Elementary School,OR-00000000002054,4105910,OR-00000000002054-00000000000000000437,410591000459,333
2017-2018,41,OREGON,Lincoln Elementary School,OR-00000000002146,4113530,OR-00000000002146-00000000000000001267,411353000843,586
2017-2018,41,OREGON,Lincoln High School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000914,411004000966,164
2017-2018,41,OREGON,Lincoln Middle School,OR-00000000001990,4109120,OR-00000000001990-00000000000000000266,410912000285,117
2017-2018,41,OREGON,Lincoln Middle School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000579,411158000614,359
2017-2018,41,OREGON,Lincoln Park Elementary School,OR-00000000002187,4103940,OR-00000000002187-00000000000000000975,410394001031,484
2017-2018,41,OREGON,Lincoln Savage Middle School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000448,410690000470,259
2017-2018,41,OREGON,Lincoln School of Early Learning,OR-00000000001964,4103390,OR-00000000001964-00000000000000000189,410339000200,49
2017-2018,41,OREGON,Lincoln Street Elementary School,OR-00000000002239,4100023,OR-00000000002239-00000000000000004642,410002301749,431
2017-2018,41,OREGON,Linus Pauling Middle School,OR-00000000001901,4103480,OR-00000000001901-00000000000000000038,410348000045,334
2017-2018,41,OREGON,Linwood Elementary School,OR-00000000001924,4108830,OR-00000000001924-00000000000000004765,410883000079,196
2017-2018,41,OREGON,Llewellyn Elementary School,OR-00000000002180,4110040,OR-00000000002180-00000000000000000872,411004000917,56
2017-2018,41,OREGON,Logos Public Charter School,OR-00000000002048,4108040,OR-00000000002048-00000000000000004821,410804001796,NA
2017-2018,41,OREGON,London School,OR-00000000002087,4111580,OR-00000000002087-00000000000000000578,411158000613,69
2017-2018,41,OREGON,Lone Pine Elementary School,OR-00000000002048,4108040,OR-00000000002048-00000000000000000414,410804000434,209
2017-2018,41,OREGON,Long Creek School,OR-00000000002012,4107530,OR-00000000002012-00000000000000003366,410753000360,16
2017-2018,41,OREGON,Lookingglass Elementary School,OR-00000000002002,4113490,OR-00000000002002-00000000000000000313,411349000333,96
2017-2018,41,OREGON,Lorna Byrne Middle School,OR-00000000002055,4106900,OR-00000000002055-00000000000000000449,410690000471,232
2017-2018,41,OREGON,Lost River High School,OR-00000000002057,4107020,OR-00000000002057-00000000000000000486,410702000511,161
