school_year,fipst,statename,sch_name,st_leaid,leaid,st_schid,ncessch,teachers
2014-2015,41,OREGON,Central Linn Elementary School,00000000002105,4102910,00000000000000001311,410291000475,21.50
2014-2015,41,OREGON,Central Linn High School,00000000002105,4102910,00000000000000000687,410291000729,19.93
2014-2015,41,OREGON,Central Point Elementary School,00000000002042,4102940,00000000000000000382,410294000402,20.44
2014-2015,41,OREGON,Jewett Elementary School,00000000002042,4102940,00000000000000000383,410294000403,21.00
2014-2015,41,OREGON,Patrick Elementary School,00000000002042,4102940,00000000000000000384,410294000404,10.45
2014-2015,41,OREGON,Richardson Elementary School,00000000002042,4102940,00000000000000000385,410294000405,17.94
2014-2015,41,OREGON,Sams Valley Elementary School,00000000002042,4102940,00000000000000000386,410294000406,11.00
2014-2015,41,OREGON,Hanby Middle School,00000000002042,4102940,00000000000000000387,410294000407,10.50
2014-2015,41,OREGON,Scenic Middle School,00000000002042,4102940,00000000000000000388,410294000408,35.00
2014-2015,41,OREGON,Crater Academy of Health and Public Services,00000000002042,4102940,00000000000000004557,410294001720,21.94
2014-2015,41,OREGON,Crater School of Business Innovation and Science,00000000002042,4102940,00000000000000004559,410294001728,21.41
2014-2015,41,OREGON,Crater Renaissance Academy,00000000002042,4102940,00000000000000004561,410294001739,21.00
2014-2015,41,OREGON,Clatskanie Elementary School,00000000001945,4103260,00000000000000000163,410326000173,16.95
2014-2015,41,OREGON,Clatskanie Middle/High School,00000000001945,4103260,00000000000000000168,410326000178,14.63
2014-2015,41,OREGON,Hudson Park Elementary School,00000000001946,4103265,00000000000000000171,410326500181,24.48
2014-2015,41,OREGON,Rainier Jr/Sr High School,00000000001946,4103265,00000000000000000174,410326500184,22.04
2014-2015,41,OREGON,North Columbia Academy,00000000001946,4103265,00000000000000004234,410326501670,2.40
2014-2015,41,OREGON,Colton Elementary School,00000000001927,4103270,00000000000000000103,410327000109,13.90
2014-2015,41,OREGON,Colton High School,00000000001927,4103270,00000000000000000104,410327000110,10.23
2014-2015,41,OREGON,Colton Middle School,00000000001927,4103270,00000000000000001248,410327001343,7.06
2014-2015,41,OREGON,Condon Elementary School,00000000002006,4103330,00000000000000000325,410333000345,5.38
2014-2015,41,OREGON,Condon High School,00000000002006,4103330,00000000000000000326,410333000346,3.77
2014-2015,41,OREGON,Lincoln School of Early Learning,00000000001964,4103390,00000000000000000189,410339000200,3.71
2014-2015,41,OREGON,Coquille Junior Senior High,00000000001964,4103390,00000000000000000191,410339000202,19.94
2014-2015,41,OREGON,Coquille Valley Elementary,00000000001964,4103390,00000000000000004025,410339001589,17.00
2014-2015,41,OREGON,Winter Lakes School,00000000001964,4103390,00000000000000004857,410339001804,5.00
2014-2015,41,OREGON,Corbett School,00000000002186,4103420,00000000000000004592,410342001729,50.50
2014-2015,41,OREGON,Corbett Charter School,00000000002186,4103420,00000000000000004747,410342001776,5.00
2014-2015,41,OREGON,Corbett Enviro-STEM High School,00000000002186,4103420,00000000000000005253,410342001832,1.00
2014-2015,41,OREGON,Adams Elementary School,00000000001901,4103480,00000000000000000027,410348000032,18.50
2014-2015,41,OREGON,Cheldelin Middle School,00000000001901,4103480,00000000000000000028,410348000033,27.46
2014-2015,41,OREGON,Garfield Elementary School,00000000001901,4103480,00000000000000000030,410348000037,24.77
2014-2015,41,OREGON,Hoover Elementary School,00000000001901,4103480,00000000000000000033,410348000040,19.00
2014-2015,41,OREGON,Jefferson Elementary School,00000000001901,4103480,00000000000000000035,410348000042,17.75
2014-2015,41,OREGON,Lincoln Elementary School,00000000001901,4103480,00000000000000000036,410348000043,25.00
2014-2015,41,OREGON,Mt View Elementary School,00000000001901,4103480,00000000000000000037,410348000044,15.60
2014-2015,41,OREGON,Linus Pauling Middle School,00000000001901,4103480,00000000000000000038,410348000045,30.24
2014-2015,41,OREGON,Wilson Elementary School,00000000001901,4103480,00000000000000000039,410348000046,16.80
2014-2015,41,OREGON,Corvallis High School,00000000001901,4103480,00000000000000000040,410348000047,50.35
2014-2015,41,OREGON,Crescent Valley High School,00000000001901,4103480,00000000000000000041,410348000048,40.73
2014-2015,41,OREGON,Franklin School,00000000001901,4103480,00000000000000001322,410348000570,15.26
2014-2015,41,OREGON,Inavale Community Partners dba Muddy Creek Charter School,00000000001901,4103480,00000000000000004637,410348001743,5.95
2014-2015,41,OREGON,Cove Charter School,00000000002216,4103540,00000000000000003434,410354001139,18.00
2014-2015,41,OREGON,Crane Elementary School,00000000002015,4103600,00000000000000000346,410360000365,4.50
2014-2015,41,OREGON,Crane Union High School,00000000002023,4103630,00000000000000000358,410363000378,7.00
2014-2015,41,OREGON,Blossom Gulch Elementary School,00000000001965,4103660,00000000000000000192,410366000204,26.00
2014-2015,41,OREGON,Madison Elementary School,00000000001965,4103660,00000000000000000196,410366000211,19.00
2014-2015,41,OREGON,Millicoma School,00000000001965,4103660,00000000000000000197,410366000214,23.00
2014-2015,41,OREGON,Sunset School,00000000001965,4103660,00000000000000000199,410366000215,23.00
2014-2015,41,OREGON,Marshfield Senior High School,00000000001965,4103660,00000000000000000201,410366000216,42.80
2014-2015,41,OREGON,Destinations Academy,00000000001965,4103660,00000000000000003227,410366001486,5.94
2014-2015,41,OREGON,Resource Link Charter School,00000000001965,4103660,00000000000000004079,410366001602,3.50
2014-2015,41,OREGON,Creslane Elementary School,00000000002086,4103690,00000000000000000570,410369000604,28.50
2014-2015,41,OREGON,Creswell Middle School,00000000002086,4103690,00000000000000000571,410369000605,14.23
2014-2015,41,OREGON,Creswell High School,00000000002086,4103690,00000000000000000572,410369000606,15.74
2014-2015,41,OREGON,Crooked River Elementary School,00000000001970,4103720,00000000000000000219,410372000238,19.00
2014-2015,41,OREGON,Ochoco Elementary School,00000000001970,4103720,00000000000000000221,410372000240,20.00
2014-2015,41,OREGON,Paulina School,00000000001970,4103720,00000000000000000222,410372000241,2.13
2014-2015,41,OREGON,Powell Butte Community Charter School,00000000001970,4103720,00000000000000000223,410372000242,11.13
2014-2015,41,OREGON,Crook County Middle School,00000000001970,4103720,00000000000000000224,410372000243,30.22
2014-2015,41,OREGON,Crook County High School,00000000001970,4103720,00000000000000000225,410372000244,36.00
2014-2015,41,OREGON,Cecil Sly Elementary School,00000000001970,4103720,00000000000000001337,410372000683,19.50
2014-2015,41,OREGON,Pioneer Secondary Alternative High School,00000000001970,4103720,00000000000000004392,410372001682,2.17
2014-2015,41,OREGON,Insight School of Oregon-Charter Option,00000000001970,4103720,00000000000000005150,410372001813,13.20
2014-2015,41,OREGON,Applegate Elementary School,00000000002089,4103780,00000000000000000589,410378000624,8.50
2014-2015,41,OREGON,Crow Middle/High School,00000000002089,4103780,00000000000000000592,410378000627,8.71
2014-2015,41,OREGON,Culver Middle School,00000000002050,4103840,00000000000000001295,410384000119,7.45
2014-2015,41,OREGON,Culver Elementary School,00000000002050,4103840,00000000000000000425,410384000446,14.82
2014-2015,41,OREGON,Culver High School,00000000002050,4103840,00000000000000000426,410384000447,13.12
2014-2015,41,OREGON,Lyle Elementary School,00000000002190,4103860,00000000000000000989,410386001043,18.33
2014-2015,41,OREGON,Oakdale Heights Elementary School,00000000002190,4103860,00000000000000000990,410386001044,17.00
2014-2015,41,OREGON,Luckiamute Valley Charter School,00000000002190,4103860,00000000000000003461,410386001045,13.00
2014-2015,41,OREGON,Whitworth Elementary School,00000000002190,4103860,00000000000000000993,410386001047,20.00
2014-2015,41,OREGON,LaCreole Middle School,00000000002190,4103860,00000000000000000994,410386001049,32.32
2014-2015,41,OREGON,Dallas High School,00000000002190,4103860,00000000000000000995,410386001050,40.16
2014-2015,41,OREGON,Cherry Park Elementary School,00000000002187,4103940,00000000000000000972,410394001025,23.50
2014-2015,41,OREGON,Floyd Light Middle School,00000000002187,4103940,00000000000000000981,410394001027,41.46
2014-2015,41,OREGON,Alice Ott Middle School,00000000002187,4103940,00000000000000000980,410394001028,35.98
2014-2015,41,OREGON,Gilbert Heights Elementary School,00000000002187,4103940,00000000000000000973,410394001029,27.89
2014-2015,41,OREGON,Gilbert Park Elementary School,00000000002187,4103940,00000000000000000974,410394001030,29.14
2014-2015,41,OREGON,Lincoln Park Elementary School,00000000002187,4103940,00000000000000000975,410394001031,26.30
2014-2015,41,OREGON,Menlo Park Elementary School,00000000002187,4103940,00000000000000000976,410394001032,24.26
2014-2015,41,OREGON,Mill Park Elementary School,00000000002187,4103940,00000000000000000977,410394001033,24.76
2014-2015,41,OREGON,Ventura Park Elementary School,00000000002187,4103940,00000000000000000978,410394001035,24.92
2014-2015,41,OREGON,West Powellhurst Elementary School,00000000002187,4103940,00000000000000000979,410394001036,20.24
2014-2015,41,OREGON,David Douglas High School,00000000002187,4103940,00000000000000000983,410394001037,141.51
2014-2015,41,OREGON,Ron Russell Middle School,00000000002187,4103940,00000000000000004232,410394001676,43.84
2014-2015,41,OREGON,Earl Boyles Elementary,00000000002187,4103940,00000000000000003525,410394004180,23.23
2014-2015,41,OREGON,Arthur Academy,00000000002187,4103940,00000000000000003580,410394004181,8.05
2014-2015,41,OREGON,Days Creek Charter School,00000000001993,4103960,00000000000000003348,410396000308,13.57
2014-2015,41,OREGON,Dayton Jr High School,00000000002253,4103990,00000000000000001291,410399000228,12.52
2014-2015,41,OREGON,Dayton Grade School,00000000002253,4103990,00000000000000001211,410399001264,20.00
2014-2015,41,OREGON,Dayton High School,00000000002253,4103990,00000000000000001212,410399001265,15.20
2014-2015,41,OREGON,Dayville School,00000000002011,4104020,00000000000000003353,410402000358,5.00
2014-2015,41,OREGON,Double O Elementary School,00000000002021,4104290,00000000000000000352,410429000372,1.00
2014-2015,41,OREGON,North Douglas Elementary School,00000000001996,4104350,00000000000000000296,410435000316,13.68
2014-2015,41,OREGON,North Douglas High School,00000000001996,4104350,00000000000000000297,410435000317,7.52
2014-2015,41,OREGON,Drewsey Elementary School,00000000002019,4104380,00000000000000000350,410438000369,1.00
2014-2015,41,OREGON,Dufur School,00000000002229,4104410,00000000000000003402,410441001162,15.44
2014-2015,41,OREGON,Hillside Elementary,00000000002043,4104500,00000000000000000390,410450000410,23.97
2014-2015,41,OREGON,Shady Cove School,00000000002043,4104500,00000000000000000393,410450000413,13.00
2014-2015,41,OREGON,Table Rock Elementary,00000000002043,4104500,00000000000000000394,410450000414,35.97
2014-2015,41,OREGON,Eagle Point Middle School,00000000002043,4104500,00000000000000000396,410450000416,18.73
2014-2015,41,OREGON,Eagle Point High School,00000000002043,4104500,00000000000000000397,410450000417,44.61
2014-2015,41,OREGON,Lake Creek Learning Center,00000000002043,4104500,00000000000000003147,410450001416,3.00
2014-2015,41,OREGON,Eagle Rock Elementary School,00000000002043,4104500,00000000000000004020,410450001586,13.98
2014-2015,41,OREGON,White Mountain Middle School,00000000002043,4104500,00000000000000004021,410450001587,17.74
2014-2015,41,OREGON,URCEO-Upper Rogue Center for Educational Opportunities,00000000002043,4104500,00000000000000004378,410450001681,1.00
2014-2015,41,OREGON,Crater Lake Charter Academy,00000000002043,4104500,00000000000000005251,410450001831,2.69
2014-2015,41,OREGON,Echo School,00000000002203,4104530,00000000000000003433,410453001089,19.00
2014-2015,41,OREGON,Stella Mayfield Elementary School,00000000002217,4104590,00000000000000001082,410459001140,16.54
2014-2015,41,OREGON,Elgin High School,00000000002217,4104590,00000000000000001083,410459001141,9.46
2014-2015,41,OREGON,Elkton Charter School,00000000001998,4104620,00000000000000000302,410462000322,16.09
2014-2015,41,OREGON,Eagle Creek Elementary School,00000000001930,4104700,00000000000000000130,410470000138,12.55
2014-2015,41,OREGON,Clackamas River Elementary School,00000000001930,4104700,00000000000000000131,410470000139,25.85
2014-2015,41,OREGON,Estacada Junior High School,00000000001930,4104700,00000000000000000134,410470000142,13.17
2014-2015,41,OREGON,Estacada High School,00000000001930,4104700,00000000000000000135,410470000143,24.42
2014-2015,41,OREGON,Estacada Web Academy,00000000001930,4104700,00000000000000004670,410470001766,11.79
2014-2015,41,OREGON,Adams Elementary School,00000000002082,4104740,00000000000000000503,410474000530,18.79
2014-2015,41,OREGON,Awbrey Park Elementary School,00000000002082,4104740,00000000000000000504,410474000531,18.03
2014-2015,41,OREGON,Coburg Community Charter School,00000000002082,4104740,00000000000000000507,410474000533,10.72
2014-2015,41,OREGON,Edgewood Community Elementary School,00000000002082,4104740,00000000000000001774,410474000537,14.20
2014-2015,41,OREGON,Edison Elementary School,00000000002082,4104740,00000000000000000510,410474000538,13.25
2014-2015,41,OREGON,Gilham Elementary School,00000000002082,4104740,00000000000000000513,410474000542,19.94
2014-2015,41,OREGON,Howard Elementary School,00000000002082,4104740,00000000000000000515,410474000544,16.54
2014-2015,41,OREGON,McCornack Elementary School,00000000002082,4104740,00000000000000000522,410474000548,13.64
2014-2015,41,OREGON,River Road/El Camino del Rio Elementary School,00000000002082,4104740,00000000000000000525,410474000550,15.50
2014-2015,41,OREGON,Spring Creek Elementary School,00000000002082,4104740,00000000000000000529,410474000553,17.43
2014-2015,41,OREGON,Twin Oaks Elementary School,00000000002082,4104740,00000000000000000530,410474000555,10.15
2014-2015,41,OREGON,Willagillespie Elementary School,00000000002082,4104740,00000000000000000534,410474000559,21.10
2014-2015,41,OREGON,Cal Young Middle School,00000000002082,4104740,00000000000000000506,410474000561,19.50
2014-2015,41,OREGON,Kelly Middle School,00000000002082,4104740,00000000000000000518,410474000562,20.45
2014-2015,41,OREGON,Kennedy Middle School,00000000002082,4104740,00000000000000000519,410474000564,21.10
2014-2015,41,OREGON,Madison Middle School,00000000002082,4104740,00000000000000000520,410474000565,19.70
2014-2015,41,OREGON,Monroe Middle School,00000000002082,4104740,00000000000000000524,410474000566,20.58
2014-2015,41,OREGON,Eugene Education Options,00000000002082,4104740,00000000000000000537,410474000567,11.00
2014-2015,41,OREGON,Roosevelt Middle School,00000000002082,4104740,00000000000000000526,410474000568,23.38
2014-2015,41,OREGON,Spencer Butte Middle School,00000000002082,4104740,00000000000000000528,410474000569,17.88
