school_year,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,ncessch,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered
2018-2019,41,OREGON,South Medford High School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000000423,410804000444,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Medford High School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000000424,410804000445,Open,Regular School,No,No,No
2018-2019,41,OREGON,Abraham Lincoln Elementary,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000001350,410804000963,Open,Regular School,No,No,No
2018-2019,41,OREGON,Madrone Trail Public Charter School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000004593,410804001736,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Logos Public Charter School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000004821,410804001796,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Kids Unlimited Academy,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005205,410804001829,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,The Valley School of Southern Oregon,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000005304,410804001843,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Central Medford High School,Medford SD 549C,OR-00000000002048,4108040,OR-00000000002048-00000000000000003554,410804004187,Open,Alternative School,No,No,No
2018-2019,41,OREGON,Santiam Elementary School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000681,410810000722,Open,Regular School,No,No,No
2018-2019,41,OREGON,Santiam Junior/Senior High School,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000000683,410810000724,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oregon Connections Academy,Santiam Canyon SD 129J,OR-00000000002104,4108100,OR-00000000002104-00000000000000004399,410810001680,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Central Middle School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001057,410816001116,Open,Regular School,No,No,No
2018-2019,41,OREGON,McLoughlin High School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000001064,410816001123,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ferndale Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005297,410816001836,Closed,Regular School,No,No,Not reported
2018-2019,41,OREGON,Grove Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005295,410816001837,Closed,Regular School,No,No,Not reported
2018-2019,41,OREGON,Freewater Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005296,410816001842,Open,Regular School,No,No,No
2018-2019,41,OREGON,Gib Olinger Elementary School,Milton-Freewater Unified SD 7,OR-00000000002205,4108160,OR-00000000002205-00000000000000005434,410816001861,New,Regular School,No,No,No
2018-2019,41,OREGON,Mitchell School,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000003404,410828001259,Open,Regular School,No,No,No
2018-2019,41,OREGON,Insight School of Oregon Painted Hills,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000005150,410828001813,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Destinations Career Academy of Oregon,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000005441,410828001864,New,Regular School,No,Yes,No
2018-2019,41,OREGON,Cascade Virtual Academy,Mitchell SD 55,OR-00000000002249,4108280,OR-00000000002249-00000000000000005440,410828001869,New,Regular School,No,Yes,Yes
2018-2019,41,OREGON,Clarkes Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000093,410831000101,Open,Regular School,No,No,No
2018-2019,41,OREGON,Molalla River Middle School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000095,410831000102,Open,Regular School,No,No,No
2018-2019,41,OREGON,Mulino Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000121,410831000129,Open,Regular School,No,No,No
2018-2019,41,OREGON,Rural Dell Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000128,410831000136,Open,Regular School,No,No,No
2018-2019,41,OREGON,Molalla High School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000142,410831000151,Open,Regular School,No,No,No
2018-2019,41,OREGON,Molalla Elementary School,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000000094,410831001325,Open,Regular School,No,No,No
2018-2019,41,OREGON,Molalla River Academy,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000004745,410831001789,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Renaissance Public Academy,Molalla River SD 35,OR-00000000001925,4108310,OR-00000000001925-00000000000000004818,410831001800,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Monroe Grade School,Monroe SD 1J,OR-00000000001898,4108430,OR-00000000001898-00000000000000001321,410843000027,Open,Regular School,No,No,No
2018-2019,41,OREGON,Monroe High School,Monroe SD 1J,OR-00000000001898,4108430,OR-00000000001898-00000000000000000043,410843000050,Open,Regular School,No,No,No
2018-2019,41,OREGON,Monument School,Monument SD 8,OR-00000000002010,4108460,OR-00000000002010-00000000000000003350,410846000356,Open,Regular School,No,No,No
2018-2019,41,OREGON,A C Houghton Elementary School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000813,410852000858,Open,Regular School,No,No,No
2018-2019,41,OREGON,Heppner Elementary School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000815,410852000859,Open,Regular School,No,No,No
2018-2019,41,OREGON,Heppner Junior/Senior High School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000818,410852000861,Open,Regular School,No,No,No
2018-2019,41,OREGON,Riverside Junior/Senior High School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000820,410852000863,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sam Boardman Elementary School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000814,410852001311,Open,Regular School,No,No,No
2018-2019,41,OREGON,Irrigon Junior/Senior High School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000000817,410852001312,Open,Regular School,No,No,No
2018-2019,41,OREGON,Windy River Elementary School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000004047,410852001597,Open,Regular School,No,No,No
2018-2019,41,OREGON,Irrigon Elementary School,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000004048,410852001598,Open,Regular School,No,No,No
2018-2019,41,OREGON,Morrow Education Center,Morrow SD 1,OR-00000000002147,4108520,OR-00000000002147-00000000000000005433,410852001865,New,Alternative School,No,No,No
2018-2019,41,OREGON,Mt Angel Middle School,Mt Angel SD 91,OR-00000000002145,4108550,OR-00000000002145-00000000000000000792,410855000837,Open,Regular School,No,No,No
2018-2019,41,OREGON,St Marys Public School,Mt Angel SD 91,OR-00000000002145,4108550,OR-00000000002145-00000000000000000793,410855000838,Open,Regular School,No,No,No
2018-2019,41,OREGON,John F Kennedy High School,Mt Angel SD 91,OR-00000000002145,4108550,OR-00000000002145-00000000000000000794,410855000839,Open,Regular School,No,No,No
2018-2019,41,OREGON,Garibaldi Elementary School,Neah-Kah-Nie SD 56,OR-00000000002198,4108650,OR-00000000002198-00000000000000001020,410865001078,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nehalem Elementary School,Neah-Kah-Nie SD 56,OR-00000000002198,4108650,OR-00000000002198-00000000000000001021,410865001080,Open,Regular School,No,No,No
2018-2019,41,OREGON,Neah-Kah-Nie High School,Neah-Kah-Nie SD 56,OR-00000000002198,4108650,OR-00000000002198-00000000000000001022,410865001081,Open,Regular School,No,No,No
2018-2019,41,OREGON,Neah-Kah-Nie Middle School,Neah-Kah-Nie SD 56,OR-00000000002198,4108650,OR-00000000002198-00000000000000004481,410865001656,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nestucca Valley Elementary,Nestucca Valley SD 101J,OR-00000000002199,4108700,OR-00000000002199-00000000000000001019,410870001077,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nestucca High School,Nestucca Valley SD 101J,OR-00000000002199,4108700,OR-00000000002199-00000000000000001023,410870001082,Open,Regular School,No,No,No
2018-2019,41,OREGON,Dundee Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001216,410872001269,Open,Regular School,No,No,No
2018-2019,41,OREGON,Edwards Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001217,410872001270,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ewing Young Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001218,410872001271,Open,Regular School,No,No,No
2018-2019,41,OREGON,Mabel Rush Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001219,410872001272,Open,Regular School,No,No,No
2018-2019,41,OREGON,Mountain View Middle School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001221,410872001273,Open,Regular School,No,No,No
2018-2019,41,OREGON,Newberg Senior High School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001222,410872001274,Open,Regular School,No,No,No
2018-2019,41,OREGON,Antonia Crater Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001335,410872001291,Open,Regular School,No,No,No
2018-2019,41,OREGON,Chehalem Valley Middle School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000001336,410872001309,Open,Regular School,No,No,No
2018-2019,41,OREGON,Joan Austin Elementary School,Newberg SD 29J,OR-00000000002254,4108720,OR-00000000002254-00000000000000004342,410872001674,Open,Regular School,No,No,No
2018-2019,41,OREGON,Hillcrest Elementary School,North Bend SD 13,OR-00000000001966,4108820,OR-00000000001966-00000000000000000204,410882000219,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Bay Elementary School,North Bend SD 13,OR-00000000001966,4108820,OR-00000000001966-00000000000000000205,410882000221,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Bend Middle School,North Bend SD 13,OR-00000000001966,4108820,OR-00000000001966-00000000000000000208,410882000224,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Bend Senior High School,North Bend SD 13,OR-00000000001966,4108820,OR-00000000001966-00000000000000000209,410882000225,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oregon Virtual Academy,North Bend SD 13,OR-00000000001966,4108820,OR-00000000001966-00000000000000004690,410882001751,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Oregon Trail Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004766,410883000008,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ardenwald Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004762,410883000070,Open,Regular School,No,No,No
2018-2019,41,OREGON,Bilquist Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000065,410883000072,Open,Regular School,No,No,No
2018-2019,41,OREGON,Happy Valley Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004763,410883000076,Open,Regular School,No,No,No
2018-2019,41,OREGON,Linwood Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004765,410883000079,Open,Regular School,No,No,No
2018-2019,41,OREGON,Whitcomb Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000072,410883000080,Open,Regular School,No,No,No
2018-2019,41,OREGON,Milwaukie Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000073,410883000081,Open,Regular School,No,No,No
2018-2019,41,OREGON,Riverside Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000076,410883000084,Open,Regular School,No,No,No
2018-2019,41,OREGON,Lewelling Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004764,410883000085,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sunnyside Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000078,410883000086,Open,Regular School,No,No,No
2018-2019,41,OREGON,View Acres Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000079,410883000087,Open,Regular School,No,No,No
2018-2019,41,OREGON,Rowe Middle School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000084,410883000092,Open,Regular School,No,No,No
2018-2019,41,OREGON,Clackamas High School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000085,410883000093,Open,Regular School,No,No,No
2018-2019,41,OREGON,Milwaukie High School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000086,410883000094,Open,Regular School,No,No,No
2018-2019,41,OREGON,Putnam High School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000000087,410883000095,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sojourner School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000002733,410883001317,Open,Regular School,No,No,No
2018-2019,41,OREGON,Mount Scott Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000001264,410883001354,Open,Regular School,No,No,No
2018-2019,41,OREGON,Rock Creek Middle School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004767,410883001379,Open,Regular School,No,No,No
2018-2019,41,OREGON,Spring Mountain Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000003198,410883001483,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oak Grove Elementary,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000003342,410883001484,Open,Regular School,No,No,No
2018-2019,41,OREGON,Clackamas Web Academy,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004223,410883001543,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Clackamas Middle College,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004226,410883001544,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,New Urban High School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004004,410883001583,Open,Regular School,No,No,No
2018-2019,41,OREGON,El Puente,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004005,410883001584,Open,Regular School,No,No,No
2018-2019,41,OREGON,Cascade Heights Public Charter School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004475,410883001658,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Milwaukie Academy of the Arts,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004369,410883001686,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Scouters Mountain Elementary,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004713,410883001775,Open,Regular School,No,No,No
2018-2019,41,OREGON,Verne A Duncan Elementary School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004714,410883001777,Open,Regular School,No,No,No
2018-2019,41,OREGON,Happy Valley Middle School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000004715,410883001782,Open,Regular School,No,No,No
2018-2019,41,OREGON,Alder Creek Middle School,North Clackamas SD 12,OR-00000000001924,4108830,OR-00000000001924-00000000000000003530,410883004189,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Marion Intermediate School,North Marion SD 15,OR-00000000002141,4108880,OR-00000000002141-00000000000000000724,410888000771,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Marion High School,North Marion SD 15,OR-00000000002141,4108880,OR-00000000002141-00000000000000000726,410888000772,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Marion Middle School,North Marion SD 15,OR-00000000002141,4108880,OR-00000000002141-00000000000000000725,410888001326,Open,Regular School,No,No,No
2018-2019,41,OREGON,North Marion Primary School,North Marion SD 15,OR-00000000002141,4108880,OR-00000000002141-00000000000000003146,410888001424,Open,Regular School,No,No,Yes
2018-2019,41,OREGON,North Powder Charter School,North Powder SD 8J,OR-00000000002214,4108940,OR-00000000002214-00000000000000003365,410894001135,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Nyssa Elementary School,Nyssa SD 26,OR-00000000002110,4109000,OR-00000000002110-00000000000000000702,410900000750,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nyssa Middle School,Nyssa SD 26,OR-00000000002110,4109000,OR-00000000002110-00000000000000000703,410900000751,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nyssa High School,Nyssa SD 26,OR-00000000002110,4109000,OR-00000000002110-00000000000000000704,410900000752,Open,Regular School,No,No,No
2018-2019,41,OREGON,Lincoln Middle School,Oakland SD 1,OR-00000000001990,4109120,OR-00000000001990-00000000000000000266,410912000285,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oakland Elementary School,Oakland SD 1,OR-00000000001990,4109120,OR-00000000001990-00000000000000000267,410912000286,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oakland High School,Oakland SD 1,OR-00000000001990,4109120,OR-00000000001990-00000000000000000268,410912000287,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oakridge Elementary School,Oakridge SD 76,OR-00000000002093,4109150,OR-00000000002093-00000000000000000600,410915000635,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oakridge Junior High School,Oakridge SD 76,OR-00000000002093,4109150,OR-00000000002093-00000000000000000601,410915000636,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oakridge High School,Oakridge SD 76,OR-00000000002093,4109150,OR-00000000002093-00000000000000000602,410915000637,Open,Regular School,No,No,No
2018-2019,41,OREGON,Alameda Elementary School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000692,410927000739,Open,Regular School,No,No,No
2018-2019,41,OREGON,Cairo Elementary School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000693,410927000740,Open,Regular School,No,No,No
2018-2019,41,OREGON,Aiken Elementary School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000694,410927000741,Open,Regular School,No,No,No
2018-2019,41,OREGON,May Roberts Elementary School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000696,410927000743,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pioneer Elementary School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000697,410927000744,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ontario Middle School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000698,410927000745,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ontario High School,Ontario SD 8C,OR-00000000002108,4109270,OR-00000000002108-00000000000000000699,410927000746,Open,Regular School,No,No,No
2018-2019,41,OREGON,Beavercreek Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000105,410933000112,Open,Regular School,No,No,No
2018-2019,41,OREGON,Candy Lane Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000106,410933000113,Open,Regular School,No,No,No
2018-2019,41,OREGON,Holcomb Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000107,410933000114,Open,Regular School,No,No,No
2018-2019,41,OREGON,Gaffney Lane Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000109,410933000116,Open,Regular School,No,No,No
2018-2019,41,OREGON,Jennings Lodge Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000110,410933000117,Open,Regular School,No,No,No
2018-2019,41,OREGON,John McLoughlin Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000114,410933000122,Open,Regular School,No,No,No
2018-2019,41,OREGON,Gardiner Middle School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000115,410933000123,Open,Regular School,No,No,No
2018-2019,41,OREGON,Ogden Middle School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000116,410933000124,Open,Regular School,No,No,No
2018-2019,41,OREGON,Oregon City Senior High School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000118,410933000126,Open,Regular School,No,No,No
2018-2019,41,OREGON,Redland Elementary School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000000139,410933000147,Open,Regular School,No,No,No
2018-2019,41,OREGON,Springwater Environmental Sciences School,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000004480,410933001642,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Oregon City Service Learning Academy,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000002735,410933001666,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Alliance Charter Academy,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000004585,410933001725,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Clackamas Academy of Industrial Sciences,Oregon City SD 62,OR-00000000001928,4109330,OR-00000000001928-00000000000000004802,410933001793,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Paisley School,Paisley SD 11,OR-00000000002060,4109430,OR-00000000002060-00000000000000003360,410943000521,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Prescott Elementary School,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000925,410948000979,Open,Regular School,No,No,Yes
2018-2019,41,OREGON,Russell Elementary,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000926,410948000980,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sacramento Elementary School,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000927,410948000981,Open,Regular School,No,No,No
2018-2019,41,OREGON,Shaver Elementary School,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000928,410948000982,Open,Regular School,No,No,No
2018-2019,41,OREGON,Parkrose Middle School,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000930,410948000986,Open,Regular School,No,No,No
2018-2019,41,OREGON,Parkrose High School,Parkrose SD 3,OR-00000000002181,4109480,OR-00000000002181-00000000000000000931,410948000987,Open,Regular School,No,No,No
2018-2019,41,OREGON,McKay Creek Elementary School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000001047,410951001105,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sherwood Heights Elementary School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000001048,410951001106,Open,Regular School,No,No,No
2018-2019,41,OREGON,Washington Elementary School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000001049,410951001107,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pendleton High School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000001052,410951001111,Open,Regular School,No,No,No
2018-2019,41,OREGON,Sunridge Middle School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000001051,410951001327,Open,Regular School,No,No,No
2018-2019,41,OREGON,Nixyaawii Community School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000004202,410951001534,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Hawthorne Middle/High School,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000004116,410951001689,Open,Alternative School,No,No,No
2018-2019,41,OREGON,Pendleton Early Learning Center,Pendleton SD 16,OR-00000000002207,4109510,OR-00000000002207-00000000000000005287,410951001838,Open,Regular School,No,No,Yes
2018-2019,41,OREGON,Perrydale School,Perrydale SD 21,OR-00000000002192,4109530,OR-00000000002192-00000000000000003378,410953001060,Open,Regular School,No,No,No
2018-2019,41,OREGON,Blodgett Elementary School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000000018,410960000020,Open,Regular School,No,No,No
2018-2019,41,OREGON,Kings Valley Charter School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000003440,410960000021,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Philomath Elementary School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000000020,410960000022,Open,Regular School,No,No,No
2018-2019,41,OREGON,Philomath Middle School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000000021,410960000023,Open,Regular School,No,No,No
2018-2019,41,OREGON,Philomath High School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000000022,410960000024,Open,Regular School,No,No,No
2018-2019,41,OREGON,Clemens Primary School,Philomath SD 17J,OR-00000000001900,4109600,OR-00000000001900-00000000000000003162,410960001481,Open,Regular School,No,No,No
2018-2019,41,OREGON,Phoenix Elementary School,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000000371,410963000391,Open,Regular School,No,No,No
2018-2019,41,OREGON,Talent Elementary School,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000000372,410963000392,Open,Regular School,No,No,No
2018-2019,41,OREGON,Talent Middle School,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000000373,410963000393,Open,Regular School,No,No,No
2018-2019,41,OREGON,Phoenix High School,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000000374,410963000394,Open,Regular School,No,No,No
2018-2019,41,OREGON,Orchard Hill Elementary School,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000000370,410963001335,Open,Regular School,No,No,No
2018-2019,41,OREGON,Armadillo Technical Institute,Phoenix-Talent SD 4,OR-00000000002039,4109630,OR-00000000002039-00000000000000003247,410963001489,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Pilot Rock Elementary School,Pilot Rock SD 2,OR-00000000002202,4109660,OR-00000000002202-00000000000000001027,410966001085,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pilot Rock High School,Pilot Rock SD 2,OR-00000000002202,4109660,OR-00000000002202-00000000000000001028,410966001086,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pine Creek Elementary School,Pine Creek SD 5,OR-00000000002016,4109690,OR-00000000002016-00000000000000000347,410969000366,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pine Eagle Charter School,Pine Eagle SD 61,OR-00000000001897,4109720,OR-00000000001897-00000000000000000015,410972000016,Open,Regular School,No,Yes,No
2018-2019,41,OREGON,Pinehurst Elementary School,Pinehurst SD 94,OR-00000000002047,4109750,OR-00000000002047-00000000000000000407,410975000427,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pleasant Hill Elementary School,Pleasant Hill SD 1,OR-00000000002081,4109870,OR-00000000002081-00000000000000000500,410987000527,Open,Regular School,No,No,No
2018-2019,41,OREGON,Pleasant Hill High School,Pleasant Hill SD 1,OR-00000000002081,4109870,OR-00000000002081-00000000000000000502,410987000529,Open,Regular School,No,No,No
2018-2019,41,OREGON,Plush Elementary School,Plush SD 18,OR-00000000002062,4109960,OR-00000000002062-00000000000000000497,410996000523,Open,Regular School,No,No,Yes
2018-2019,41,OREGON,Driftwood Elementary School,Port Orford-Langlois SD 2CJ,OR-00000000001973,4110020,OR-00000000001973-00000000000000000228,411002000246,Open,Regular School,No,No,No
