school_year,fipst,statename,sch_name,lea_name,st_leaid,leaid,st_schid,ncessch,sy_status_text,sch_type_text,recon_status,charter_text,g_pk_offered
2015-2016,41,OREGON,RiverBend High School,ODE YCEP District,00000000003477,4100043,00000000003477-00000000000000002386,410004301477,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ione Community Charter School,Ione SD R2,00000000003997,4100047,00000000003997-00000000000000003363,410004700862,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Mosier Middle School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000004849,410004801806,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Colonel Wright Elementary School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001097,410004801155,Open,Regular School,No,No,No
2015-2016,41,OREGON,Chenowith Elementary School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001093,410004801151,Open,Regular School,No,No,No
2015-2016,41,OREGON,Mosier Community School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001095,410004801153,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Dry Hollow Elementary School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001098,410004801156,Open,Regular School,No,No,No
2015-2016,41,OREGON,The Dalles Middle School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001100,410004801158,Open,Regular School,No,No,No
2015-2016,41,OREGON,Wahtonka Community School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000005250,410004801833,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,The Dalles High School,North Wasco County SD 21,00000000004131,4100048,00000000004131-00000000000000001101,410004801159,Open,Regular School,No,No,No
2015-2016,41,OREGON,Myrtle Crest School,Myrtle Point SD 41,00000000001968,4100640,00000000001968-00000000000000000214,410064000233,Open,Regular School,No,No,No
2015-2016,41,OREGON,Myrtle Point High School,Myrtle Point SD 41,00000000001968,4100640,00000000001968-00000000000000000215,410064000234,Open,Regular School,No,No,No
2015-2016,41,OREGON,Adel Elementary School,Adel SD 21,00000000002063,4100990,00000000002063-00000000000000000498,410099000524,Open,Regular School,No,No,No
2015-2016,41,OREGON,Adrian High School,Adrian SD 61,00000000002113,4101020,00000000002113-00000000000000000708,410102000756,Open,Regular School,No,No,No
2015-2016,41,OREGON,Adrian Elementary School,Adrian SD 61,00000000002113,4101020,00000000002113-00000000000000000707,410102000755,Open,Regular School,No,No,No
2015-2016,41,OREGON,Albany Options School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000003950,410112001577,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,South Albany High School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000650,410112000736,Open,Regular School,No,No,No
2015-2016,41,OREGON,West Albany High School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000649,410112000735,Open,Regular School,No,No,No
2015-2016,41,OREGON,North Albany Middle School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000638,410112000734,Open,Regular School,No,No,No
2015-2016,41,OREGON,Memorial Middle School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000642,410112000733,Open,Regular School,No,No,No
2015-2016,41,OREGON,Calapooia Middle School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000632,410112000732,Open,Regular School,No,No,No
2015-2016,41,OREGON,Clover Ridge Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000633,410112000725,Open,Regular School,No,No,No
2015-2016,41,OREGON,Tangent Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000646,410112000692,Open,Regular School,No,No,No
2015-2016,41,OREGON,Takena Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000647,410112000675,Open,Regular School,No,No,No
2015-2016,41,OREGON,Liberty Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000641,410112000671,Open,Regular School,No,No,No
2015-2016,41,OREGON,North Albany Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000637,410112000029,Open,Regular School,No,No,No
2015-2016,41,OREGON,Oak Grove Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000639,410112000017,Open,Regular School,No,No,No
2015-2016,41,OREGON,Timber Ridge School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000004744,410112001773,Open,Regular School,No,No,No
2015-2016,41,OREGON,Lafayette Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000640,410112000670,Open,Regular School,No,No,No
2015-2016,41,OREGON,Central Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000631,410112000669,Open,Regular School,No,No,No
2015-2016,41,OREGON,Oak Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000643,410112000672,Open,Regular School,No,No,No
2015-2016,41,OREGON,Sunrise Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000644,410112000673,Open,Regular School,No,No,No
2015-2016,41,OREGON,Fir Grove Primary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000635,410112000031,Reopened,Regular School,No,No,No
2015-2016,41,OREGON,South Shore Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000645,410112000674,Open,Regular School,No,No,No
2015-2016,41,OREGON,Waverly Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000648,410112000676,Open,Regular School,No,No,No
2015-2016,41,OREGON,Periwinkle Elementary School,Greater Albany Public SD 8J,00000000002100,4101120,00000000002100-00000000000000000636,410112000680,Open,Regular School,No,No,No
2015-2016,41,OREGON,Alsea Elementary School,Alsea SD 7J,00000000001899,4101200,00000000001899-00000000000000000016,410120001502,Open,Regular School,No,No,No
2015-2016,41,OREGON,Alsea High School,Alsea SD 7J,00000000001899,4101200,00000000001899-00000000000000000017,410120000019,Open,Regular School,No,No,No
2015-2016,41,OREGON,Eola Hills Charter School,Amity SD 4J,00000000002252,4101230,00000000002252-00000000000000004505,410123001653,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Amity Middle School,Amity SD 4J,00000000002252,4101230,00000000002252-00000000000000001209,410123001320,Open,Regular School,No,No,No
2015-2016,41,OREGON,Amity High School,Amity SD 4J,00000000002252,4101230,00000000002252-00000000000000001210,410123001263,Open,Regular School,No,No,No
2015-2016,41,OREGON,Amity Elementary School,Amity SD 4J,00000000002252,4101230,00000000002252-00000000000000001208,410123001260,Open,Regular School,No,No,No
2015-2016,41,OREGON,Annex Charter School,Annex SD 29,00000000002111,4101350,00000000002111-00000000000000000705,410135000753,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Arlington Community Charter School,Arlington SD 3,00000000002005,4101470,00000000002005-00000000000000000323,410147000343,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,W W Jones Elementary School,Arock SD 81,00000000002115,4101500,00000000002115-00000000000000000711,410150000759,Open,Regular School,No,No,No
2015-2016,41,OREGON,John Muir Elementary School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000004476,410156001654,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ashland High School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000000381,410156000401,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ashland Middle School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000000380,410156000400,Open,Regular School,No,No,No
2015-2016,41,OREGON,Walker Elementary School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000000379,410156000399,Open,Regular School,No,No,No
2015-2016,41,OREGON,Helman Elementary School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000000377,410156000397,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bellview Elementary School,Ashland SD 5,00000000002041,4101560,00000000002041-00000000000000000375,410156000395,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ashwood Elementary School,Ashwood SD 8,00000000002051,4101590,00000000002051-00000000000000000427,410159000448,Open,Regular School,No,No,No
2015-2016,41,OREGON,Lewis & Clark Elementary School,Astoria SD 1,00000000001933,4101620,00000000001933-00000000000000000147,410162000156,Open,Regular School,No,No,No
2015-2016,41,OREGON,Astoria Senior High School,Astoria SD 1,00000000001933,4101620,00000000001933-00000000000000000146,410162000155,Open,Regular School,No,No,No
2015-2016,41,OREGON,Astoria Middle School,Astoria SD 1,00000000001933,4101620,00000000001933-00000000000000000144,410162000153,Open,Regular School,No,No,No
2015-2016,41,OREGON,Astor Elementary School,Astoria SD 1,00000000001933,4101620,00000000001933-00000000000000000143,410162000152,Open,Regular School,No,No,No
2015-2016,41,OREGON,Athena Elementary School,Athena-Weston SD 29RJ,00000000002208,4101660,00000000002208-00000000000000001053,410166001112,Open,Regular School,No,No,No
2015-2016,41,OREGON,Weston Middle School,Athena-Weston SD 29RJ,00000000002208,4101660,00000000002208-00000000000000001055,410166001114,Open,Regular School,No,No,No
2015-2016,41,OREGON,Weston-McEwen High School,Athena-Weston SD 29RJ,00000000002208,4101660,00000000002208-00000000000000001056,410166001115,Open,Regular School,No,No,No
2015-2016,41,OREGON,Baker Early College,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000004759,410171001783,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Baker Web Academy,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000004728,410171001767,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,EAGLE CAP Innovative HS,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000003493,410171001516,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,Keating Elementary School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000005,410171000034,Open,Regular School,No,No,No
2015-2016,41,OREGON,Haines Elementary School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000004,410171000030,Open,Regular School,No,No,No
2015-2016,41,OREGON,Baker High School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000008,410171000009,Open,Regular School,No,No,No
2015-2016,41,OREGON,South Baker Intermediate School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000007,410171000007,Open,Regular School,No,No,No
2015-2016,41,OREGON,Brooklyn Primary School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000002,410171000002,Open,Regular School,No,No,No
2015-2016,41,OREGON,Baker Middle School,Baker SD 5J,00000000001894,4101710,00000000001894-00000000000000000001,410171000001,Open,Regular School,No,No,No
2015-2016,41,OREGON,Burnt River School,Burnt River SD 30J,00000000001896,4101740,00000000001896-00000000000000003347,410174000013,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Ocean Crest Elementary School,Bandon SD 54,00000000001969,4101800,00000000001969-00000000000000000217,410180000236,Open,Regular School,No,No,No
2015-2016,41,OREGON,Harbor Lights Middle School,Bandon SD 54,00000000001969,4101800,00000000001969-00000000000000000216,410180000235,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bandon Senior High School,Bandon SD 54,00000000001969,4101800,00000000001969-00000000000000000218,410180000237,Open,Regular School,No,No,No
2015-2016,41,OREGON,Banks High School,Banks SD 13,00000000002240,4101830,00000000002240-00000000000000001124,410183001180,Open,Regular School,No,No,No
2015-2016,41,OREGON,Banks Middle School,Banks SD 13,00000000002240,4101830,00000000002240-00000000000000001123,410183001179,Open,Regular School,No,No,No
2015-2016,41,OREGON,Banks Elementary School,Banks SD 13,00000000002240,4101830,00000000002240-00000000000000001120,410183001176,Open,Regular School,No,No,No
2015-2016,41,OREGON,Sexton Mountain Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001270,410192011348,Open,Regular School,No,No,No
2015-2016,41,OREGON,Hope Chinese Charter School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004867,410192001823,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Arco Iris Spanish Immersion School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004805,410192001791,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Springville K-8 School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004712,410192001779,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bonny Slope Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004671,410192001753,Open,Regular School,No,No,No
2015-2016,41,OREGON,Jacob Wismer Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000003437,410192001445,Open,Regular School,No,No,No
2015-2016,41,OREGON,Stoller Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000002782,410192001431,Open,Regular School,No,No,No
2015-2016,41,OREGON,International School of Beaverton,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004474,410192001647,Open,Regular School,No,No,No
2015-2016,41,OREGON,Scholls Heights Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000002781,410192001430,Open,Regular School,No,No,No
2015-2016,41,OREGON,Elmonica Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001162,410192001321,Open,Regular School,No,No,No
2015-2016,41,OREGON,Greenway Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001157,410192001289,Open,Regular School,No,No,No
2015-2016,41,OREGON,Findley Elementary,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001370,410192001262,Open,Regular School,No,No,No
2015-2016,41,OREGON,Sunset High School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001188,410192001241,Open,Regular School,No,No,No
2015-2016,41,OREGON,Beaverton High School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001187,410192001240,Open,Regular School,No,No,No
2015-2016,41,OREGON,Aloha High School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001186,410192001239,Open,Regular School,No,No,No
2015-2016,41,OREGON,Whitford Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001185,410192001238,Open,Regular School,No,No,No
2015-2016,41,OREGON,Highland Park Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001184,410192001237,Open,Regular School,No,No,No
2015-2016,41,OREGON,Meadow Park Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001182,410192001235,Open,Regular School,No,No,No
2015-2016,41,OREGON,Cedar Park Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001180,410192001233,Open,Regular School,No,No,No
2015-2016,41,OREGON,West Tualatin View Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001178,410192001231,Open,Regular School,No,No,No
2015-2016,41,OREGON,Terra Linda Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001176,410192001229,Open,Regular School,No,No,No
2015-2016,41,OREGON,Mountain View Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001183,410192001236,Open,Regular School,No,No,No
2015-2016,41,OREGON,Raleigh Hills Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001172,410192001224,Open,Regular School,No,No,No
2015-2016,41,OREGON,Oak Hills Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001171,410192001223,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ridgewood Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001174,410192001226,Open,Regular School,No,No,No
2015-2016,41,OREGON,Montclair Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001170,410192001222,Open,Regular School,No,No,No
2015-2016,41,OREGON,Raleigh Park Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001173,410192001225,Open,Regular School,No,No,No
2015-2016,41,OREGON,McKinley Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001169,410192001220,Open,Regular School,No,No,No
2015-2016,41,OREGON,McKay Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001168,410192001219,Open,Regular School,No,No,No
2015-2016,41,OREGON,Errol Hassell Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001161,410192001301,Open,Regular School,No,No,No
2015-2016,41,OREGON,Health & Science School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000004638,410192001745,Open,Regular School,No,No,No
2015-2016,41,OREGON,Southridge High School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000002783,410192001432,Open,Regular School,No,No,No
2015-2016,41,OREGON,Kinnaman Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001166,410192001217,Open,Regular School,No,No,No
2015-2016,41,OREGON,Vose Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001177,410192001230,Open,Regular School,No,No,No
2015-2016,41,OREGON,Hiteon Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001165,410192001216,Open,Regular School,No,No,No
2015-2016,41,OREGON,Hazeldale Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001164,410192001215,Open,Regular School,No,No,No
2015-2016,41,OREGON,William Walker Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001179,410192001232,Open,Regular School,No,No,No
2015-2016,41,OREGON,Fir Grove Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001163,410192001213,Open,Regular School,No,No,No
2015-2016,41,OREGON,Cooper Mountain Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001160,410192001212,Open,Regular School,No,No,No
2015-2016,41,OREGON,Chehalem Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001159,410192001211,Open,Regular School,No,No,No
2015-2016,41,OREGON,Five Oaks Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001181,410192001234,Open,Regular School,No,No,No
2015-2016,41,OREGON,Cedar Mill Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001158,410192001210,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bethany Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001156,410192001207,Open,Regular School,No,No,No
2015-2016,41,OREGON,Beaver Acres Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001155,410192001206,Open,Regular School,No,No,No
2015-2016,41,OREGON,Barnes Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001154,410192001205,Open,Regular School,No,No,No
2015-2016,41,OREGON,Westview High School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001320,410192000554,Open,Regular School,No,No,No
2015-2016,41,OREGON,Conestoga Middle School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001319,410192000552,Open,Regular School,No,No,No
2015-2016,41,OREGON,School of Science & Technology,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001314,410192000536,Open,Regular School,No,No,No
2015-2016,41,OREGON,Rock Creek Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001175,410192001227,Open,Regular School,No,No,No
2015-2016,41,OREGON,Community School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001305,410192000220,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,Arts and Communication Magnet Academy,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001304,410192000213,Open,Regular School,No,No,No
2015-2016,41,OREGON,Nancy Ryles Elementary School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001303,410192000210,Open,Regular School,No,No,No
2015-2016,41,OREGON,Aloha-Huber Park School,Beaverton SD 48J,00000000002243,4101920,00000000002243-00000000000000001153,410192001204,Open,Regular School,No,No,Yes
2015-2016,41,OREGON,Ponderosa Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000004646,410198001747,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bend International School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000005309,410198001845,New,Regular School,No,Yes,No
2015-2016,41,OREGON,Silver Rail Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000005293,410198001844,New,Regular School,No,No,No
2015-2016,41,OREGON,Pacific Crest Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000005292,410198001839,New,Regular School,No,No,No
2015-2016,41,OREGON,William E Miller Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000004680,410198001758,Open,Regular School,No,No,No
2015-2016,41,OREGON,Ensworth Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000004129,410198001603,Open,Regular School,No,No,No
2015-2016,41,OREGON,Sky View Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003217,410198001488,Open,Regular School,No,No,No
2015-2016,41,OREGON,High Lakes Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003218,410198001487,Open,Regular School,No,No,No
2015-2016,41,OREGON,Westside Village Magnet School at Kingston Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003221,410198001454,Open,Regular School,No,No,No
2015-2016,41,OREGON,Summit High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003216,410198001451,Open,Regular School,No,No,No
2015-2016,41,OREGON,Highland School at Kenwood Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003219,410198001438,Open,Regular School,No,No,No
2015-2016,41,OREGON,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003448,410198001436,Open,Regular School,No,No,No
2015-2016,41,OREGON,Three Rivers Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001266,410198001350,Open,Regular School,No,No,No
2015-2016,41,OREGON,Marshall High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001338,410198000688,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,Amity Creek Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001324,410198000607,Open,Regular School,No,No,No
2015-2016,41,OREGON,Lava Ridge Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001317,410198000546,Open,Regular School,No,No,No
2015-2016,41,OREGON,Pine Ridge Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000003947,410198001576,Open,Regular School,No,No,No
2015-2016,41,OREGON,Rosland Elementary,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000004793,410198001794,Open,Regular School,No,No,No
2015-2016,41,OREGON,LaPine Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000253,410198000272,Open,Regular School,No,No,No
2015-2016,41,OREGON,Mountain View Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000252,410198000271,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bend Senior High School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000251,410198000270,Open,Regular School,No,No,No
2015-2016,41,OREGON,Pilot Butte Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000249,410198000268,Open,Regular School,No,No,No
2015-2016,41,OREGON,R E Jewell Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000247,410198000266,Open,Regular School,No,No,No
2015-2016,41,OREGON,Juniper Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000246,410198000265,Open,Regular School,No,No,No
2015-2016,41,OREGON,LaPine Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001310,410198000264,Open,Regular School,No,No,No
2015-2016,41,OREGON,High Desert Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001309,410198000263,Open,Regular School,No,No,No
2015-2016,41,OREGON,LaPine Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000245,410198000262,Open,Regular School,No,No,No
2015-2016,41,OREGON,Cascade Middle School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000242,410198000259,Open,Regular School,No,No,No
2015-2016,41,OREGON,Bear Creek Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000241,410198000258,Open,Regular School,No,No,No
2015-2016,41,OREGON,Buckingham Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000000250,410198001290,Open,Regular School,No,No,No
2015-2016,41,OREGON,Elk Meadow Elementary School,Bend-LaPine Administrative SD 1,00000000001976,4101980,00000000001976-00000000000000001308,410198000245,Open,Regular School,No,No,No
2015-2016,41,OREGON,Kalapuya High School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000003566,410204004178,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,Cascade Middle School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000581,410204000621,Open,Regular School,No,No,No
2015-2016,41,OREGON,Danebo Elementary School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000583,410204000617,Open,Regular School,No,No,No
2015-2016,41,OREGON,Clear Lake Elementary School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000582,410204000616,Open,Regular School,No,No,No
2015-2016,41,OREGON,Fairfield Elementary School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000584,410204000618,Open,Regular School,No,No,No
2015-2016,41,OREGON,Shasta Middle School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000587,410204000622,Open,Regular School,No,No,No
2015-2016,41,OREGON,Malabon Elementary School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000586,410204000620,Open,Regular School,No,No,No
2015-2016,41,OREGON,Willamette High School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000588,410204000623,Open,Regular School,No,No,No
2015-2016,41,OREGON,Meadow View School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000002264,410204001391,Open,Regular School,No,No,No
2015-2016,41,OREGON,Prairie Mountain School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000003567,410204004179,Open,Regular School,No,No,No
2015-2016,41,OREGON,Irving Elementary School,Bethel SD 52,00000000002088,4102040,00000000002088-00000000000000000585,410204000619,Open,Regular School,No,No,No
2015-2016,41,OREGON,Triangle Lake Charter School,Blachly SD 90,00000000002095,4102160,00000000002095-00000000000000003401,410216000641,Open,Regular School,No,Yes,No
2015-2016,41,OREGON,Black Butte Elementary School,Black Butte SD 41,00000000002052,4102190,00000000002052-00000000000000000428,410219000449,Open,Regular School,No,No,No
2015-2016,41,OREGON,Brookings-Harbor High School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000001974-00000000000000000237,410231000255,Open,Regular School,No,No,No
2015-2016,41,OREGON,Kalmiopsis Elementary School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000001974-00000000000000000236,410231000254,Open,Regular School,No,No,No
2015-2016,41,OREGON,Azalea Middle School,Brookings-Harbor SD 17C,00000000001974,4102310,00000000001974-00000000000000000235,410231000253,Open,Regular School,No,No,No
2015-2016,41,OREGON,Burns Alternative School,Harney County SD 3,00000000002014,4102490,00000000002014-00000000000000003740,410249001520,Open,Alternative Education School,No,No,No
2015-2016,41,OREGON,Burns High School,Harney County SD 3,00000000002014,4102490,00000000002014-00000000000000000359,410249000379,Open,Regular School,No,No,No
